loopIteration,time,axisP[0],axisP[1],axisP[2],axisI[0],axisI[1],axisI[2],axisD[0],axisD[1],axisF[0],axisF[1],axisF[2],rcCommand[0],rcCommand[1],rcCommand[2],rcCommand[3],setpoint[0],setpoint[1],setpoint[2],setpoint[3],vbatLatest,amperageLatest,rssi,gyroADC[0],gyroADC[1],gyroADC[2],gyroUnfilt[0],gyroUnfilt[1],gyroUnfilt[2],accSmooth[0],accSmooth[1],accSmooth[2],debug[0],debug[1],debug[2],debug[3],debug[4],debug[5],debug[6],debug[7],motor[0],motor[1],motor[2],motor[3],flightModeFlags,stateFlags,failsafePhase,rxSignalReceived,rxFlightChannelsValid,GPS_numSat,GPS_coord[0],GPS_coord[1],GPS_altitude,GPS_speed,GPS_ground_course
17,78217145,-3,5,-9,0,0,0,0,3,0,0,0,3,7,-1,1000,-1,3,0,0,1686,119,709,1,-1,3,1,11,-18,51,33,2016,155,208,341,0,0,0,24,-4,168,185,449,367,3,0,0,1,1,,,,,,
18,78219121,-3,3,-7,0,0,0,0,-1,0,0,0,3,7,-1,1000,-1,3,0,0,1686,119,710,0,1,4,-2,6,-19,38,42,2022,155,207,341,0,0,0,-1,-10,139,186,476,361,3,0,0,1,1,,,,,,
19,78221098,-3,2,-6,0,0,0,0,-3,0,0,0,3,7,-1,1000,-1,3,0,0,1686,119,710,-1,1,4,1,17,-11,24,43,2026,155,208,341,0,0,0,-1,-9,136,190,502,363,3,0,0,1,1,,,,,,
20,78223075,-2,1,-6,0,0,-2,1,4,13,-11,3,3,7,-1,1000,-1,3,0,0,1686,119,710,3,12,-3,12,51,-14,30,42,2024,155,206,341,0,0,0,-1,-9,137,188,490,362,3,0,0,1,1,,,,,,
21,78225051,-2,1,-7,0,0,-2,1,5,13,-11,3,3,7,-1,1000,-1,3,0,0,1686,119,710,2,5,1,7,41,-7,16,46,2033,155,207,341,0,0,0,0,-10,136,182,536,363,3,0,0,1,1,,,,,,
22,78227026,-2,2,-8,0,0,-2,2,6,13,-11,3,3,7,-1,1000,-1,3,0,0,1687,19,710,2,9,1,7,46,-9,24,44,2028,155,206,341,0,0,0,0,-15,130,192,507,402,3,0,0,1,1,,,,,,
23,78229002,-3,2,-9,0,0,-2,1,7,13,-11,3,3,7,-1,1000,-1,3,0,0,1687,19,710,2,6,2,6,40,-12,14,47,2034,155,207,341,0,0,0,16,-1,147,187,561,381,3,0,0,1,1,,,,,,
24,78230982,-3,2,-8,0,0,-2,2,6,13,-11,3,3,7,-1,1000,-1,3,0,0,1687,19,710,1,6,2,5,25,-11,26,48,2039,155,206,341,0,0,0,-4,-15,130,189,574,385,3,0,0,1,1,,,,,,
25,78232964,-3,2,-7,0,0,-2,2,7,13,-11,3,3,7,-1,1000,-1,3,0,0,1687,19,710,0,7,1,5,17,-16,25,47,2036,155,205,341,0,0,0,8,-13,135,188,607,384,3,0,0,1,1,,,,,,
26,78234945,-3,2,-7,0,0,-2,2,7,13,-11,3,3,7,-1,1000,-1,3,0,0,1687,19,710,0,6,1,5,19,-12,15,48,2041,155,206,341,0,0,0,9,-12,134,188,630,385,3,0,0,1,1,,,,,,
27,78236925,-3,1,-7,0,0,-2,2,7,13,-11,3,3,7,-1,1000,-1,3,0,0,1687,19,710,1,6,1,7,18,-6,19,48,2042,155,205,341,0,0,0,6,-10,134,188,658,385,3,0,0,1,1,,,,,,
28,78238906,-3,1,-8,0,0,-2,2,7,13,-11,3,3,7,-1,1000,-1,3,0,0,1686,34,710,0,8,1,6,19,-8,18,45,2041,155,205,341,0,0,0,7,-14,141,190,644,425,3,0,0,1,1,,,,,,
29,78240889,-3,1,-9,0,0,-2,2,7,13,-11,3,3,7,-1,1000,-1,3,0,0,1686,34,710,0,8,1,4,26,-9,9,46,2042,154,206,341,0,0,0,5,-11,141,189,691,407,3,0,0,1,1,,,,,,
30,78242866,-3,1,-8,0,0,-2,3,7,13,-11,3,3,7,-1,1000,-1,3,0,0,1686,34,710,-1,7,1,4,24,-10,10,45,2042,152,204,341,0,0,0,1,-18,138,189,707,420,3,0,0,1,1,,,,,,
31,78244843,-3,1,-7,0,0,-2,2,6,13,-11,3,3,7,-1,1000,-1,3,0,0,1686,34,710,-2,8,2,3,29,-15,15,45,2042,153,206,341,0,0,0,-3,-19,126,189,739,414,3,0,0,1,1,,,,,,
32,78246817,-3,1,-6,0,0,-2,2,6,13,-11,3,3,7,-1,1000,-1,3,0,0,1687,109,710,-1,7,1,3,27,-4,16,45,2042,156,205,341,0,0,0,-1,-11,131,188,725,457,3,0,0,1,1,,,,,,
256,78263006,-1,4,2,0,0,0,0,-1,0,0,0,3,7,-1,1000,-1,3,0,0,1703,75,713,0,0,0,-1,0,2,11,5,2048,168,249,292,0,0,0,0,0,177,158,169,161,3,0,0,1,1,,,,,,
257,78264001,-1,4,1,0,0,0,0,0,0,0,0,3,7,-1,1000,-1,3,0,0,1703,75,713,1,1,0,-1,1,3,11,5,2048,168,248,292,0,0,0,2,4,179,155,209,160,3,0,0,1,1,,,,,,
258,78264997,-1,3,0,0,0,0,1,-1,0,0,0,3,7,-1,1000,-1,3,0,0,1703,75,713,1,0,0,-1,-7,-2,6,4,2056,168,248,292,0,0,0,0,7,184,156,229,159,3,0,0,1,1,,,,,,
259,78265993,-1,4,-1,0,0,0,1,0,0,0,0,3,7,-1,1000,-1,3,0,0,1702,73,713,1,0,0,-1,-4,-12,1,12,2052,168,248,292,0,0,0,1,7,181,162,219,199,3,0,0,1,1,,,,,,
260,78266988,-1,4,0,0,0,0,0,-1,0,0,0,3,7,-1,1000,-1,3,0,0,1702,73,713,0,0,0,-3,-3,-9,0,8,2058,168,248,292,0,0,0,2,7,176,159,264,181,3,0,0,1,1,,,,,,
261,78267981,-1,4,1,0,0,0,0,0,0,0,0,3,7,-1,1000,-1,3,0,0,1702,73,712,-2,0,-1,-2,-1,-15,6,9,2062,168,248,292,0,0,0,6,-1,180,162,281,191,3,0,0,1,1,,,,,,
262,78268973,-1,4,1,0,0,0,-1,-1,0,0,0,3,7,-1,1000,-1,3,0,0,1702,73,712,-1,0,0,-1,6,-6,8,8,2060,168,248,292,0,0,0,5,3,175,162,312,187,3,0,0,1,1,,,,,,
263,78269964,-2,4,0,0,0,0,-2,-2,0,0,0,3,7,-1,1000,-1,3,0,0,1702,73,712,1,0,0,1,10,3,2,8,2061,169,248,292,0,0,0,-1,7,171,159,336,191,3,0,0,1,1,,,,,,
264,78270953,-1,4,-1,0,0,0,-2,-3,0,0,0,3,7,-1,1000,-1,3,0,0,1701,96,712,1,1,1,1,8,-1,5,15,2060,168,248,293,0,0,0,2,-3,178,158,324,229,3,0,0,1,1,,,,,,
265,78271942,-1,4,-1,0,0,0,-1,-2,0,0,0,3,7,-1,1000,-1,3,0,0,1701,96,711,0,0,-1,0,10,1,3,11,2060,168,248,292,0,0,0,2,3,180,158,370,209,3,0,0,1,1,,,,,,
266,78272931,-1,4,0,0,0,0,0,-1,0,0,0,3,7,-1,1000,-1,3,0,0,1701,96,711,-1,-1,0,-2,10,-9,12,14,2060,169,247,292,0,0,0,2,-9,183,158,387,220,3,0,0,1,1,,,,,,
267,78273920,-1,4,1,0,0,0,0,0,0,0,0,3,7,-1,1000,-1,3,0,0,1701,96,711,-2,0,-1,-1,10,-9,13,12,2066,168,248,292,0,0,0,15,-4,186,163,418,214,3,0,0,1,1,,,,,,
268,78274908,-1,4,1,0,0,0,-1,-1,0,0,0,3,7,-1,1000,-1,3,0,0,1701,96,711,-1,0,0,0,-3,0,11,13,2063,168,247,292,0,0,0,8,-6,178,159,442,218,3,0,0,1,1,,,,,,
269,78275895,-1,3,0,0,0,0,-1,-2,0,0,0,3,7,-1,1000,-1,3,0,0,1700,85,711,-1,1,0,1,5,-7,20,12,2065,170,247,292,0,0,0,11,-12,186,154,428,256,3,0,0,1,1,,,,,,
270,78276884,0,3,-1,0,0,0,-1,-3,0,0,0,3,7,-1,1000,-1,3,0,0,1700,85,711,0,0,-1,0,0,-6,18,12,2071,169,247,292,0,0,0,3,-5,184,156,475,236,3,0,0,1,1,,,,,,
271,78277872,0,3,-1,0,0,0,0,-2,0,0,0,3,7,-1,1000,-1,3,0,0,1700,85,711,1,-1,0,-1,5,-14,21,12,2068,169,247,292,0,0,0,9,-8,195,155,491,248,3,0,0,1,1,,,,,,
272,78278857,0,3,-1,0,0,0,0,-1,0,0,0,3,7,-1,1000,-1,3,0,0,1700,85,711,-1,0,0,-1,12,-18,23,12,2073,169,247,292,0,0,0,11,-8,194,155,446,434,3,0,0,1,1,,,,,,
273,78280841,0,3,0,0,0,0,0,-1,0,0,0,3,7,-1,1000,-1,3,0,0,1700,85,711,-1,0,0,-1,14,-14,23,12,2076,169,247,292,0,0,0,10,-11,189,155,508,334,3,0,0,1,1,,,,,,
274,78282827,0,3,1,0,0,0,0,-2,0,0,0,3,7,-1,1000,-1,3,0,0,1699,83,711,-1,-1,0,0,14,-11,30,4,2074,169,247,292,0,0,0,10,-14,190,142,477,424,3,0,0,1,1,,,,,,
275,78284812,0,3,1,0,0,0,0,-3,0,0,0,3,7,-1,1000,-1,3,0,0,1699,83,712,0,0,1,0,14,-7,23,8,2077,169,247,292,0,0,0,6,-9,184,150,532,380,3,0,0,1,1,,,,,,
276,78286798,0,2,0,0,0,0,0,-3,0,0,0,3,7,-1,1000,-1,3,0,0,1699,83,712,1,0,-1,2,12,-9,24,5,2078,169,247,292,0,0,0,7,-8,191,145,544,400,3,0,0,1,1,,,,,,
277,78288785,0,2,-1,0,0,0,1,-1,0,0,0,3,7,-1,1000,-1,3,0,0,1699,83,711,1,0,0,1,7,-14,25,6,2077,169,247,292,0,0,0,9,-8,199,147,578,389,3,0,0,1,1,,,,,,
278,78290773,0,3,-1,0,0,0,1,0,0,0,0,3,7,-1,1000,-1,3,0,0,1699,83,711,0,0,0,-1,3,-17,31,5,2078,169,247,292,0,0,0,14,-8,204,146,601,393,3,0,0,1,1,,,,,,
279,78292762,0,3,0,0,0,0,0,1,0,0,0,3,7,-1,1000,-1,3,0,0,1698,73,711,-1,-1,0,-1,5,-23,25,6,2077,169,247,292,0,0,0,11,-3,199,146,589,431,3,0,0,1,1,,,,,,
280,78294750,0,3,1,0,0,0,0,0,0,0,0,3,7,-1,1000,-1,3,0,0,1698,73,711,0,0,0,-1,3,-19,26,5,2077,169,247,292,0,0,0,10,-8,193,146,635,411,3,0,0,1,1,,,,,,
281,78296739,0,3,1,0,0,0,0,-1,0,0,0,3,7,-1,1000,-1,3,0,0,1698,73,711,0,0,0,-1,10,-19,21,5,2078,169,247,292,0,0,0,5,-4,190,146,652,420,3,0,0,1,1,,,,,,
282,78298728,0,2,0,0,0,0,0,-1,0,0,0,3,7,-1,1000,-1,3,0,0,1698,73,711,0,0,0,0,12,-12,14,5,2077,169,247,292,0,0,0,3,-5,191,146,683,418,3,0,0,1,1,,,,,,
283,78300714,0,2,-1,0,0,0,0,-1,0,0,0,3,7,-1,1000,-1,3,0,0,1698,73,711,1,0,0,-1,13,-12,12,5,2077,169,247,292,0,0,0,5,1,192,146,707,420,3,0,0,1,1,,,,,,
284,78302699,1,2,-1,0,0,0,1,-1,0,0,0,3,7,-1,1000,-1,3,0,0,1698,73,711,-1,0,0,-1,12,-11,11,6,2077,171,247,292,0,0,0,4,-3,191,146,735,419,3,0,0,1,1,,,,,,
285,78304685,1,2,0,0,0,0,1,0,0,0,0,3,7,-1,1000,-1,3,0,0,1698,73,711,-1,0,0,-1,17,-18,11,6,2076,170,247,292,0,0,0,6,-6,193,146,761,419,3,0,0,1,1,,,,,,
286,78306671,1,1,0,0,0,0,1,0,0,0,0,3,7,-1,1000,-1,3,0,0,1698,73,711,-1,0,0,-1,17,-19,17,6,2076,170,247,292,0,0,0,7,-5,194,149,788,418,3,0,0,1,1,,,,,,
287,78308658,1,1,0,0,0,0,1,-1,0,0,0,3,7,-1,1000,-1,3,0,0,1697,65,711,-1,1,0,-1,18,-18,19,12,2076,170,247,292,0,0,0,6,-6,193,145,773,458,3,0,0,1,1,,,,,,
288,78310646,1,0,0,0,0,0,0,-1,0,0,0,3,7,-1,1000,-1,3,0,0,1697,65,711,0,1,0,0,16,-8,24,9,2074,170,248,292,0,0,0,8,2,194,146,743,694,3,0,0,1,1,,,,,,
289,78313628,2,0,-1,0,0,0,0,-1,0,0,0,3,7,-1,1000,-1,3,0,0,1697,65,711,0,1,0,0,16,-13,25,10,2075,170,247,292,0,0,0,7,-2,197,145,798,578,3,0,0,1,1,,,,,,
290,78316607,2,0,-1,0,0,0,1,-1,0,0,0,3,7,-1,1000,-1,3,0,0,1699,64,711,0,1,0,0,15,-10,18,10,2074,170,247,292,0,0,0,7,-3,189,148,770,676,3,0,0,1,1,,,,,,
291,78319587,2,0,0,0,0,0,1,-1,0,0,0,3,7,-1,1000,-1,3,0,0,1699,64,711,-1,1,-1,-1,16,-15,21,-14,2017,172,247,292,0,0,0,10,-6,194,148,824,626,3,0,0,1,1,,,,,,
292,78322569,2,0,0,0,0,0,0,-2,0,0,0,3,7,-1,1000,-1,3,0,0,1698,61,711,0,0,0,0,15,-15,26,-8,2045,171,247,292,0,0,0,8,-4,191,143,800,691,3,0,0,1,1,,,,,,
293,78325552,2,-1,0,0,0,0,-1,-3,0,0,0,3,7,-1,1000,-1,3,0,0,1698,61,711,1,0,0,1,14,-6,15,-18,2014,172,247,292,0,0,0,5,-4,179,139,852,657,3,0,0,1,1,,,,,,
294,78328535,2,-1,0,0,0,0,-2,-3,0,0,0,3,7,-1,1000,-1,3,0,0,1698,61,711,0,0,0,1,13,-9,16,-21,2010,173,247,292,0,0,0,7,2,187,141,866,675,3,0,0,1,1,,,,,,
295,78331518,2,-1,-1,0,0,0,-2,-3,0,0,0,3,7,-1,1000,-1,3,0,0,1698,61,711,2,0,0,2,7,-12,15,-19,2012,172,247,292,0,0,0,7,2,191,140,899,666,3,0,0,1,1,,,,,,
296,78334500,2,0,-1,0,0,0,-2,-2,0,0,0,3,7,-1,1000,-1,3,0,0,1698,61,711,1,0,-1,0,10,-17,17,-22,2006,173,247,292,0,0,0,11,1,198,140,922,671,3,0,0,1,1,,,,,,
297,78337481,2,0,0,0,0,0,-2,-2,0,0,0,3,7,-1,1000,-1,3,0,0,1697,53,711,1,-1,0,1,7,-15,11,-16,2005,167,223,292,0,0,0,9,6,192,143,910,708,3,0,0,1,1,,,,,,
298,78340428,2,0,1,0,0,0,-2,-2,0,0,0,3,7,-1,1000,-1,3,0,0,1699,52,711,0,-1,0,1,8,-18,16,-22,2005,170,235,292,0,0,0,10,0,190,136,916,729,3,0,0,1,1,,,,,,
299,78343372,2,0,1,0,0,0,-2,-3,0,0,0,3,7,-1,1000,-1,3,0,0,1699,52,711,0,-1,0,1,10,-10,8,-21,2004,157,229,292,0,0,0,4,3,181,140,953,719,3,0,0,1,1,,,,,,
300,78346317,2,0,1,0,0,0,-2,-4,0,0,0,3,7,-1,1000,-1,3,0,0,1699,52,711,1,-1,0,2,15,-7,11,-17,2006,163,232,292,0,0,0,3,4,180,138,974,723,3,0,0,1,1,,,,,,
301,78349264,2,0,0,0,0,0,-2,-4,0,0,0,3,7,-1,1000,-1,3,0,0,1699,52,711,1,-1,0,1,20,-8,8,-19,2005,160,230,292,0,0,0,4,6,185,139,1003,735,3,0,0,1,1,,,,,,
302,78352180,2,0,0,0,0,0,-2,-4,0,0,0,3,7,-1,1000,-1,3,0,0,1698,44,711,1,-1,0,1,16,-5,6,-13,2009,161,231,292,0,0,0,3,8,184,144,988,769,3,0,0,1,1,,,,,,
303,78355097,2,0,0,0,0,0,-2,-4,0,0,0,3,7,-1,1000,-1,3,0,0,1698,44,711,1,-1,0,0,17,-11,10,-11,2007,160,230,292,0,0,0,3,4,186,141,1035,751,3,0,0,1,1,,,,,,
304,78358014,2,0,0,0,0,0,-2,-4,0,0,0,3,7,-1,1000,-1,3,0,0,1698,44,711,0,-1,0,1,15,-10,7,-12,2008,160,230,292,0,0,0,4,3,184,142,974,1080,3,0,0,1,1,,,,,,
305,78361925,2,1,1,0,0,0,-3,-4,0,0,0,3,7,-1,1000,-1,3,0,0,1698,44,711,1,0,0,0,12,-10,12,-11,2007,160,230,292,0,0,0,5,5,184,139,1044,917,3,0,0,1,1,,,,,,
306,78365833,2,1,1,0,0,0,-3,-4,0,0,0,3,7,-1,1000,-1,3,0,0,1699,36,711,0,0,0,0,14,-11,14,-9,2007,160,230,292,0,0,0,4,4,185,142,1009,1038,3,0,0,1,1,,,,,,
307,78369740,2,1,0,0,0,0,-4,-5,0,0,0,3,7,-1,1000,-1,3,0,0,1698,49,711,0,1,0,0,13,-11,18,-6,2007,160,230,292,0,0,0,4,6,189,142,1026,1017,3,0,0,1,1,,,,,,
308,78373646,2,1,0,0,0,0,-4,-5,0,0,0,3,7,-1,1000,-1,3,0,0,1698,49,711,-1,0,0,-1,15,-9,20,-7,2007,160,230,292,0,0,0,3,4,188,142,1057,1026,3,0,0,1,1,,,,,,
309,78377552,2,1,1,0,0,0,-4,-5,0,0,0,3,7,-1,1000,-1,3,0,0,1698,49,711,0,0,0,0,20,-17,16,-6,2007,160,230,292,0,0,0,0,1,184,142,1081,1022,3,0,0,1,1,,,,,,
310,78381457,2,1,2,0,0,0,-3,-6,0,0,0,3,7,-1,1000,-1,3,0,0,1700,48,711,0,-1,0,0,17,-9,11,-2,2007,160,230,292,0,0,0,1,-1,183,137,1070,1064,3,0,0,1,1,,,,,,
311,78385360,2,1,2,0,0,0,-3,-6,0,0,0,3,7,-1,1000,-1,3,0,0,1700,48,711,0,0,1,0,20,-11,11,-4,2007,160,230,292,0,0,0,0,0,181,138,1115,1044,3,0,0,1,1,,,,,,
312,78389262,2,1,1,0,0,0,-3,-6,0,0,0,3,7,-1,1000,-1,3,0,0,1699,40,711,0,0,0,0,19,-12,14,-3,2007,160,230,292,0,0,0,0,1,185,139,1092,1094,3,0,0,1,1,,,,,,
313,78393163,2,1,0,0,0,0,-4,-6,0,0,0,3,7,-1,1000,-1,3,0,0,1699,40,711,1,0,-1,0,13,-14,14,-3,2007,160,230,292,0,0,0,4,5,187,138,1143,1072,3,0,0,1,1,,,,,,
314,78397060,3,1,0,0,0,0,-3,-5,0,0,0,3,7,-1,1000,-1,3,0,0,1699,40,711,0,0,0,-1,11,-18,15,-3,2007,160,230,292,0,0,0,6,4,193,138,1157,1084,3,0,0,1,1,,,,,,
315,78400958,3,1,0,0,0,0,-2,-4,0,0,0,3,7,-1,1000,-1,3,0,0,1699,40,711,0,-1,-1,-1,4,-18,17,-3,2013,164,230,292,0,0,0,5,-2,193,138,1190,1077,3,0,0,1,1,,,,,,
316,78404857,3,1,0,0,0,0,-2,-4,0,0,0,3,7,-1,1000,-1,3,0,0,1700,90,711,0,-1,1,-1,7,-22,23,-6,2010,162,230,292,0,0,0,5,4,193,136,1173,1120,3,0,0,1,1,,,,,,
317,78408758,3,1,0,0,0,0,-2,-5,0,0,0,3,7,-1,1000,-1,3,0,0,1699,82,711,0,-1,0,-1,6,-15,28,-9,2011,168,230,292,0,0,0,5,-1,194,131,1181,1138,3,0,0,1,1,,,,,,
318,78412654,3,0,-1,0,0,0,-2,-6,0,0,0,3,7,-1,1000,-1,3,0,0,1699,82,711,0,-1,0,0,11,-15,19,-7,2010,165,230,292,0,0,0,-1,3,187,133,1217,1132,3,0,0,1,1,,,,,,
319,78416549,2,0,-2,0,0,0,-2,-5,0,0,0,3,7,-1,1000,-1,3,0,0,1699,82,711,1,-1,0,0,10,-16,15,-8,2010,166,230,292,0,0,0,4,6,193,132,1239,1135,3,0,0,1,1,,,,,,
320,78420446,1,0,-2,0,0,0,-2,-5,0,0,0,3,7,-1,1000,-1,3,0,0,1698,92,711,0,-1,0,0,9,-14,15,-8,2012,165,230,292,0,0,0,1,5,192,135,1228,1096,3,0,0,1,1,,,,,,
321,78425337,1,0,-2,0,0,0,-1,-4,0,0,0,3,7,-1,1000,-1,3,0,0,1698,92,711,-1,0,0,-1,8,-19,16,-4,2011,165,230,292,0,0,0,-2,-1,193,133,1273,1116,3,0,0,1,1,,,,,,
322,78430227,1,0,-2,0,0,0,-1,-3,0,0,0,3,7,-1,1000,-1,3,0,0,1698,92,711,-1,-1,0,0,9,-18,15,-6,2011,165,230,292,0,0,0,6,0,196,137,1290,1106,3,0,0,1,1,,,,,,
323,78435119,1,0,-2,0,0,0,-2,-2,0,0,0,3,7,-1,1000,-1,3,0,0,1698,92,711,-1,0,0,1,3,-17,20,-3,2011,165,230,292,0,0,0,7,0,194,133,1321,1109,3,0,0,1,1,,,,,,
324,78440011,1,0,-2,0,0,0,-2,-3,0,0,0,3,7,-1,1000,-1,3,0,0,1698,92,711,0,0,0,0,2,-12,16,0,2011,165,230,292,0,0,0,2,0,192,135,1345,1108,3,0,0,1,1,,,,,,
325,78444902,1,-1,-2,0,0,0,-2,-4,0,0,0,3,7,-1,1000,-1,3,0,0,1697,103,711,0,1,1,0,3,-12,23,1,2011,165,230,292,0,0,0,4,-1,199,132,1333,1148,3,0,0,1,1,,,,,,
326,78449793,1,-1,-2,0,0,0,-2,-4,0,0,0,3,7,-1,1000,-1,3,0,0,1700,186,709,0,0,0,-1,2,-13,19,-1,2012,168,230,292,1,0,0,3,0,199,140,1340,1128,3,0,0,1,1,,,,,,
327,78454683,2,-1,-2,0,0,0,-2,-4,0,0,0,3,7,-1,1000,-1,3,0,0,1700,186,709,0,0,0,0,6,-16,30,0,2011,166,230,292,0,0,0,2,-1,201,136,1376,1139,3,0,0,1,1,,,,,,
328,78459572,3,-1,-1,0,0,0,-1,-4,0,0,0,3,7,-1,1000,-1,3,0,0,1699,183,709,0,0,0,0,4,-10,16,-3,2013,168,230,292,0,0,0,2,-1,195,139,1358,1173,3,0,0,1,1,,,,,,
329,78464460,3,-2,-1,0,0,0,-1,-5,0,0,0,3,7,-1,1000,-1,3,0,0,1699,183,709,-1,0,0,-1,9,-21,23,4,2015,167,230,292,0,0,0,0,-5,196,138,1407,1157,3,0,0,1,1,,,,,,
330,78469348,3,-2,-1,0,0,0,-1,-6,0,0,0,3,7,-1,1000,-1,3,0,0,1699,183,709,1,0,0,0,3,-12,18,0,2014,167,230,292,0,0,0,0,-3,192,137,1422,1164,3,0,0,1,1,,,,,,
331,78474237,3,-2,-1,0,0,0,-1,-6,0,0,0,3,7,-1,1000,-1,3,0,0,1699,183,709,0,0,0,1,8,-9,17,4,2015,167,230,292,0,0,0,3,1,196,137,1454,1159,3,0,0,1,1,,,,,,
332,78479127,4,-1,-2,0,0,0,-1,-6,0,0,0,3,7,-1,1000,-1,3,0,0,1699,183,709,0,0,0,-1,8,-12,23,5,2017,167,230,292,0,0,0,6,3,199,137,1478,1160,3,0,0,1,1,,,,,,
333,78484019,4,0,-2,0,0,0,-1,-5,0,0,0,3,7,-1,1000,-1,3,0,0,1698,177,709,0,0,0,0,8,-12,17,5,2016,167,230,292,0,0,0,4,1,194,139,1466,1199,3,0,0,1,1,,,,,,
