loopIteration,time,axisP[0],axisP[1],axisP[2],axisI[0],axisI[1],axisI[2],axisD[0],axisD[1],axisF[0],axisF[1],axisF[2],rcCommand[0],rcCommand[1],rcCommand[2],rcCommand[3],setpoint[0],setpoint[1],setpoint[2],setpoint[3],vbatLatest,amperageLatest,rssi,gyroADC[0],gyroADC[1],gyroADC[2],gyroUnfilt[0],gyroUnfilt[1],gyroUnfilt[2],accSmooth[0],accSmooth[1],accSmooth[2],debug[0],debug[1],debug[2],debug[3],debug[4],debug[5],debug[6],debug[7],motor[0],motor[1],motor[2],motor[3],flightModeFlags,stateFlags,failsafePhase,rxSignalReceived,rxFlightChannelsValid,GPS_numSat,GPS_coord[0],GPS_coord[1],GPS_altitude,GPS_speed,GPS_ground_course
2563,18619607,-1,5,-1,0,0,0,0,0,0,0,0,3,7,-1,1000,-1,3,0,0,1714,0,640,0,1,0,-1,-7,0,57,13,2074,155,291,313,0,0,0,12,1,180,162,254,158,3,0,0,1,1,,,,,,
2564,18620600,-1,5,-1,0,0,0,0,0,0,0,0,3,7,-1,1000,-1,3,0,0,1716,1,640,-1,1,-1,0,-4,-6,52,10,2074,152,291,313,0,0,0,9,2,173,164,239,196,3,0,0,1,1,,,,,,
2565,18621594,-1,5,-1,0,0,0,-1,-1,0,0,0,3,7,-1,1000,-1,3,0,0,1716,1,640,-1,1,0,0,-5,-1,53,11,2068,153,291,313,0,0,0,7,2,170,163,286,176,3,0,0,1,1,,,,,,
2566,18622588,-1,5,-1,0,0,0,-1,-1,0,0,0,3,7,-1,1000,-1,3,0,0,1716,1,640,-1,1,0,0,-1,3,49,10,2071,152,291,313,0,0,0,4,4,166,163,302,187,3,0,0,1,1,,,,,,
2567,18623581,-1,5,-1,0,0,0,-1,-1,0,0,0,3,7,-1,1000,-1,3,0,0,1716,1,640,0,1,0,1,-4,4,45,11,2072,152,291,313,0,0,0,4,7,168,163,334,181,3,0,0,1,1,,,,,,
2568,18624575,-1,5,-1,0,0,0,-1,-1,0,0,0,3,7,-1,1000,-1,3,0,0,1713,0,641,0,1,0,0,-2,2,47,10,2064,153,296,313,0,0,0,4,5,165,163,319,184,3,0,0,1,1,,,,,,
2569,18625568,-1,5,-1,0,0,0,-1,-1,0,0,0,3,7,-1,1000,-1,3,0,0,1713,0,641,-1,1,0,0,-4,0,45,11,2071,152,293,313,0,0,0,5,7,167,163,366,182,3,0,0,1,1,,,,,,
2570,18626562,-1,5,0,0,0,0,-1,-1,0,0,0,3,7,-1,1000,-1,3,0,0,1713,0,641,0,1,0,-1,-3,-3,50,12,2072,152,294,313,0,0,0,4,0,168,163,382,182,3,0,0,1,1,,,,,,
2571,18627557,-1,5,0,0,0,0,-1,-1,0,0,0,3,7,-1,1000,-1,3,0,0,1712,-8,641,0,0,0,0,-3,3,44,10,2071,152,293,313,0,0,0,4,6,166,164,375,222,3,0,0,1,1,,,,,,
2572,18628553,-1,5,-1,0,0,0,-1,-2,0,0,0,3,7,-1,1000,-1,3,0,0,1712,-8,641,1,0,0,0,-3,-3,52,12,2071,152,293,313,0,0,0,4,4,165,163,418,201,3,0,0,1,1,,,,,,
2573,18629549,-1,5,-1,0,0,0,-1,-3,0,0,0,3,7,-1,1000,-1,3,0,0,1712,-8,641,0,0,0,1,-4,5,43,12,2063,153,293,313,0,0,0,1,8,162,163,436,212,3,0,0,1,1,,,,,,
2574,18630544,-2,5,-2,0,0,0,-1,-3,0,0,0,3,7,-1,1000,-1,3,0,0,1712,-8,641,1,0,0,0,-3,7,43,12,2067,152,293,313,0,0,0,6,11,166,163,467,206,3,0,0,1,1,,,,,,
2575,18631540,-1,5,-2,0,0,0,0,-2,0,0,0,3,7,-1,1000,-1,3,0,0,1712,-8,641,-1,0,0,0,-7,3,39,13,2062,152,293,313,0,0,0,3,7,166,163,491,209,3,0,0,1,1,,,,,,
2576,18632535,-1,5,-1,0,0,0,0,-1,0,0,0,3,7,-1,1000,-1,3,0,0,1712,-8,641,0,0,0,-1,-9,3,40,13,2059,153,293,313,0,0,0,5,4,168,163,519,207,3,0,0,1,1,,,,,,
2688,18648436,-1,5,0,0,0,0,1,1,0,0,0,3,7,-1,1000,-1,3,0,0,1708,0,644,0,0,-1,0,-1,0,8,9,2060,162,274,315,0,0,0,0,0,183,158,181,158,3,0,0,1,1,,,,,,
2689,18649430,-1,5,1,0,0,0,0,1,0,0,0,3,7,-1,1000,-1,3,0,0,1708,0,644,0,0,0,0,-4,0,10,9,2060,163,274,315,0,0,0,2,2,181,158,221,159,3,0,0,1,1,,,,,,
2690,18650423,-1,5,1,0,0,0,0,0,0,0,0,3,7,-1,1000,-1,3,0,0,1707,1,644,0,0,0,0,-1,-5,12,7,2060,162,274,315,0,0,0,1,-3,184,156,201,198,3,0,0,1,1,,,,,,
2691,18651417,-2,5,0,0,0,0,-1,0,0,0,0,3,7,-1,1000,-1,3,0,0,1707,1,644,1,0,0,0,1,1,11,8,2060,162,274,315,0,0,0,4,6,183,157,251,177,3,0,0,1,1,,,,,,
2692,18652411,-1,5,0,0,0,0,0,0,0,0,0,3,7,-1,1000,-1,3,0,0,1709,2,644,0,0,0,0,-1,6,7,6,2060,162,274,315,0,0,0,2,-2,183,157,226,227,3,0,0,1,1,,,,,,
2693,18653404,-1,5,0,0,0,0,0,0,0,0,0,3,7,-1,1000,-1,3,0,0,1709,2,644,0,0,0,0,8,-3,9,7,2060,162,274,315,0,0,0,3,-1,184,157,278,202,3,0,0,1,1,,,,,,
2694,18654398,-1,4,0,0,0,0,0,0,0,0,0,3,7,-1,1000,-1,3,0,0,1709,2,644,-1,0,1,-1,3,-1,6,6,2060,162,274,315,0,0,0,-1,-5,179,158,292,213,3,0,0,1,1,,,,,,
2695,18655393,-1,4,0,0,0,0,0,0,0,0,0,3,7,-1,1000,-1,3,0,0,1708,5,644,0,0,0,0,6,-2,10,8,2061,162,274,315,0,0,0,1,-4,181,154,286,247,3,0,0,1,1,,,,,,
2696,18656389,-1,4,0,0,0,0,-1,0,0,0,0,3,7,-1,1000,-1,3,0,0,1708,5,644,1,1,0,0,-4,4,10,7,2060,162,274,315,0,0,0,5,1,180,155,329,229,3,0,0,1,1,,,,,,
2697,18657385,0,4,0,0,0,0,-1,0,0,0,0,3,7,-1,1000,-1,3,0,0,1708,5,644,0,0,1,1,-7,3,16,7,2060,162,274,315,0,0,0,7,1,186,154,347,239,3,0,0,1,1,,,,,,
2698,18658380,0,5,0,0,0,0,-1,1,0,0,0,3,7,-1,1000,-1,3,0,0,1708,5,644,1,0,0,0,-11,0,12,7,2060,162,274,315,0,0,0,5,1,188,154,378,234,3,0,0,1,1,,,,,,
2699,18659376,0,5,0,0,0,0,-1,2,0,0,0,3,7,-1,1000,-1,3,0,0,1708,5,644,0,0,-1,0,-11,-5,14,7,2060,162,274,315,0,0,0,11,1,192,154,402,236,3,0,0,1,1,,,,,,
2700,18660372,0,5,1,0,0,0,0,2,0,0,0,3,7,-1,1000,-1,3,0,0,1707,6,644,-1,0,0,0,-11,3,14,3,2060,162,274,315,0,0,0,8,-1,186,153,390,275,3,0,0,1,1,,,,,,
2701,18661369,0,5,1,0,0,0,-1,2,0,0,0,3,7,-1,1000,-1,3,0,0,1707,6,644,0,0,0,0,-4,2,6,5,2048,162,274,315,0,0,0,9,2,184,153,436,254,3,0,0,1,1,,,,,,
2702,18662366,0,4,1,0,0,0,-2,1,0,0,0,3,7,-1,1000,-1,3,0,0,1707,6,644,0,0,1,0,4,4,6,4,2054,162,274,315,0,0,0,2,3,177,153,453,264,3,0,0,1,1,,,,,,
2703,18663363,0,3,1,0,0,0,-2,0,0,0,0,3,7,-1,1000,-1,3,0,0,1707,6,645,0,0,0,0,5,6,2,4,2047,158,274,315,0,0,0,-2,2,174,153,484,260,3,0,0,1,1,,,,,,
2704,18664359,0,4,1,0,0,0,-2,1,0,0,0,3,7,-1,1000,-1,3,0,0,1707,6,645,0,0,-1,0,5,7,5,5,2045,160,274,315,0,0,0,4,1,181,153,431,1670,3,0,0,1,1,,,,,,
2705,18666350,0,4,1,0,0,0,-2,2,0,0,0,3,7,-1,1000,-1,3,0,0,1706,4,645,0,0,0,0,5,2,0,10,2046,159,274,315,0,0,0,1,4,175,156,457,1005,3,0,0,1,1,,,,,,
2706,18668341,0,5,1,0,0,0,-3,3,0,0,0,3,7,-1,1000,-1,3,0,0,1706,4,645,-1,0,-1,0,-10,4,6,8,2042,159,274,315,0,0,0,10,0,183,154,484,1338,3,0,0,1,1,,,,,,
2707,18670331,0,5,1,0,0,0,-3,3,0,0,0,3,7,-1,1000,-1,3,0,0,1706,4,645,1,-1,0,0,-12,4,5,10,2044,159,274,315,0,0,0,6,3,179,155,510,1172,3,0,0,1,1,,,,,,
2708,18672324,0,5,1,0,0,0,-3,3,0,0,0,3,7,-1,1000,-1,3,0,0,1706,4,645,0,1,0,1,-17,5,8,9,2043,159,274,315,0,0,0,7,4,180,154,537,1247,3,0,0,1,1,,,,,,
2709,18674321,0,5,1,0,0,0,-3,2,0,0,0,3,7,-1,1000,-1,3,0,0,1706,4,645,1,0,-1,0,-8,7,6,10,2043,159,274,315,0,0,0,6,8,181,154,563,1211,3,0,0,1,1,,,,,,
2710,18676315,0,5,1,0,0,0,-3,2,0,0,0,3,7,-1,1000,-1,3,0,0,1705,10,645,0,0,0,0,-13,20,3,11,2044,159,274,315,0,0,0,6,4,180,154,550,1269,3,0,0,1,1,,,,,,
2711,18678308,0,5,1,0,0,0,-3,2,0,0,0,3,7,-1,1000,-1,3,0,0,1705,10,645,0,0,0,-1,2,10,0,10,2043,159,274,315,0,0,0,3,3,175,154,596,1240,3,0,0,1,1,,,,,,
2712,18680304,0,4,2,0,0,0,-3,2,0,0,0,3,7,-1,1000,-1,3,0,0,1705,10,645,-1,0,0,0,-1,12,-3,11,2043,159,274,315,0,0,0,2,-1,172,154,613,1248,3,0,0,1,1,,,,,,
2713,18682304,0,4,2,0,0,0,-3,1,0,0,0,3,7,-1,1000,-1,3,0,0,1705,10,645,0,0,1,0,4,11,3,10,2043,159,274,315,0,0,0,-1,1,169,156,644,1244,3,0,0,1,1,,,,,,
2714,18684303,0,4,2,0,0,0,-3,1,0,0,0,3,7,-1,1000,-1,3,0,0,1705,10,646,1,1,0,0,-3,17,7,10,2043,159,274,315,0,0,0,1,2,169,153,668,1246,3,0,0,1,1,,,,,,
2715,18686302,0,4,2,0,0,0,-3,2,0,0,0,3,7,-1,1000,-1,3,0,0,1706,52,646,0,1,0,0,1,3,6,18,2043,159,274,315,0,0,0,0,8,174,163,656,1285,3,0,0,1,1,,,,,,
2716,18688305,0,5,2,0,0,0,-3,2,0,0,0,3,7,-1,1000,-1,3,0,0,1706,52,646,0,1,0,0,-5,8,9,13,2043,159,274,315,0,0,0,6,6,180,158,702,1258,3,0,0,1,1,,,,,,
2717,18690312,0,5,2,0,0,0,-3,2,0,0,0,3,7,-1,1000,-1,3,0,0,1706,52,645,0,1,-1,0,-7,-1,9,15,2043,159,274,315,0,0,0,5,5,181,160,719,1270,3,0,0,1,1,,,,,,
2718,18692320,0,5,2,0,0,0,-3,2,0,0,0,3,7,-1,1000,-1,3,0,0,1705,51,645,0,1,0,0,-7,5,11,15,2043,159,275,315,0,0,0,5,5,178,156,710,1304,3,0,0,1,1,,,,,,
2719,18694328,0,4,2,0,0,0,-3,1,0,0,0,3,7,-1,1000,-1,3,0,0,1705,51,645,-1,1,0,0,2,7,7,15,2035,161,274,315,0,0,0,0,3,172,158,754,1288,3,0,0,1,1,,,,,,
2720,18696337,0,3,2,0,0,0,-3,0,0,0,0,3,7,-1,1000,-1,3,0,0,1705,51,645,1,1,0,0,11,12,4,15,2039,160,274,315,0,0,0,-4,7,165,157,695,2768,3,0,0,1,1,,,,,,
2721,18699339,0,3,2,0,0,0,-3,-1,0,0,0,3,7,-1,1000,-1,3,0,0,1705,51,646,0,1,0,0,11,10,1,15,2037,160,274,315,0,0,0,-7,4,166,157,764,2030,3,0,0,1,1,,,,,,
2722,18702340,0,3,2,0,0,0,-3,-1,0,0,0,3,7,-1,1000,-1,3,0,0,1705,51,646,0,1,0,0,12,7,1,15,2050,160,274,315,0,0,0,-4,8,167,157,769,2399,3,0,0,1,1,,,,,,
2723,18705342,0,3,2,0,0,0,-3,1,0,0,0,3,7,-1,1000,-1,3,0,0,1704,59,646,-1,1,0,0,10,3,-3,22,2043,160,274,315,0,0,0,-5,12,164,164,766,2254,3,0,0,1,1,,,,,,
2724,18708345,0,4,2,0,0,0,-2,1,0,0,0,3,7,-1,1000,-1,3,0,0,1704,59,646,0,0,0,0,1,3,3,18,2051,160,274,315,0,0,0,2,8,171,160,807,2324,3,0,0,1,1,,,,,,
2725,18711349,0,4,2,0,0,0,-2,1,0,0,0,3,7,-1,1000,-1,3,0,0,1705,1,646,0,0,0,0,5,-7,2,19,2048,160,276,315,0,0,0,-1,14,169,164,786,2329,3,0,0,1,1,,,,,,
2726,18714352,0,4,2,0,0,0,-2,0,0,0,0,3,7,-1,1000,-1,3,0,0,1705,1,646,0,0,-1,1,0,3,3,18,2049,160,275,315,0,0,0,-2,13,169,162,836,2327,3,0,0,1,1,,,,,,
2727,18717355,0,4,1,0,0,0,-2,0,0,0,0,3,7,-1,1000,-1,3,0,0,1705,1,646,1,0,0,0,3,5,-2,18,2048,160,275,315,0,0,0,1,18,170,163,851,2326,3,0,0,1,1,,,,,,
2728,18720360,0,4,1,0,0,0,-2,0,0,0,0,3,7,-1,1000,-1,3,0,0,1704,2,646,0,-1,0,0,1,12,-1,14,2049,160,276,315,0,0,0,0,14,169,161,843,2366,3,0,0,1,1,,,,,,
2729,18723366,0,4,2,0,0,0,-2,0,0,0,0,3,7,-1,1000,-1,3,0,0,1704,2,646,0,0,0,-1,11,5,-2,16,2048,160,275,315,0,0,0,-7,11,165,162,887,2345,3,0,0,1,1,,,,,,
2730,18726372,0,3,2,0,0,0,-3,0,0,0,0,3,7,-1,1000,-1,3,0,0,1704,2,646,-1,0,0,0,11,6,-4,15,2048,160,275,315,0,0,0,-5,10,163,161,905,2356,3,0,0,1,1,,,,,,
2731,18729377,0,3,2,0,0,0,-3,0,0,0,0,3,7,-1,1000,-1,3,0,0,1704,2,646,0,0,1,1,17,4,-2,15,2048,160,275,315,0,0,0,-6,11,162,161,936,2351,3,0,0,1,1,,,,,,
2732,18732381,0,3,1,0,0,0,-3,0,0,0,0,3,7,-1,1000,-1,3,0,0,1704,2,646,0,0,-1,1,13,6,-2,15,2048,160,275,315,0,0,0,-5,13,163,161,960,2354,3,0,0,1,1,,,,,,
2733,18735384,0,3,0,0,0,0,-2,0,0,0,0,3,7,-1,1000,-1,3,0,0,1703,9,646,0,1,0,1,15,2,1,19,2049,160,275,315,0,0,0,-5,16,165,167,948,2392,3,0,0,1,1,,,,,,
2734,18738388,0,4,0,0,0,0,-2,1,0,0,0,3,7,-1,1000,-1,3,0,0,1703,9,646,0,0,0,1,12,0,10,17,2048,160,275,315,0,0,0,0,15,171,164,994,2372,3,0,0,1,1,,,,,,
2735,18741392,0,4,0,0,0,0,-2,1,0,0,0,3,7,-1,1000,-1,3,0,0,1704,-16,646,0,0,0,0,12,-5,2,26,2048,160,275,315,0,0,0,-2,16,163,167,971,2422,3,0,0,1,1,,,,,,
2736,18744395,0,4,0,0,0,0,-3,1,0,0,0,3,7,-1,1000,-1,3,0,0,1704,-16,646,-1,0,1,0,13,5,7,21,2048,160,275,315,0,0,0,1,16,164,165,945,3933,3,0,0,1,1,,,,,,
2737,18748392,0,4,0,0,0,0,-3,0,0,0,0,3,7,-1,1000,-1,3,0,0,1704,-16,646,0,0,0,1,12,3,5,23,2048,160,275,315,0,0,0,-4,16,159,166,998,3178,3,0,0,1,1,,,,,,
2738,18752388,0,3,-1,0,0,0,-3,0,0,0,0,3,7,-1,1000,-1,3,0,0,1704,-16,646,0,0,0,1,17,5,5,22,2048,160,275,315,0,0,0,-3,20,158,165,1011,3555,3,0,0,1,1,,,,,,
2739,18756385,0,3,-2,0,0,0,-3,0,0,0,0,3,7,-1,1000,-1,3,0,0,1704,-16,646,1,0,0,1,20,6,3,22,2050,160,275,315,0,0,0,-3,21,159,165,1044,3365,3,0,0,1,1,,,,,,
2740,18760382,0,3,-2,0,0,0,-2,0,0,0,0,3,7,-1,1000,-1,3,0,0,1704,-16,646,0,0,0,0,17,-1,7,22,2053,160,275,315,0,0,0,-1,21,162,165,1067,3461,3,0,0,1,1,,,,,,
2741,18764378,0,3,-2,0,0,0,-2,1,0,0,0,3,7,-1,1000,-1,3,0,0,1704,-16,646,0,0,0,-1,22,-5,2,22,2051,160,275,315,0,0,0,-3,17,161,165,1095,3414,3,0,0,1,1,,,,,,
2742,18768373,0,3,-2,0,0,0,-2,1,0,0,0,3,7,-1,1000,-1,3,0,0,1704,-16,646,-1,0,0,0,19,-6,5,22,2052,160,275,315,0,0,0,1,16,160,165,1121,3437,3,0,0,1,1,,,,,,
2743,18772369,0,3,-2,0,0,0,-3,1,0,0,0,3,7,-1,1000,-1,3,0,0,1703,-15,646,0,0,0,0,21,-11,5,25,2051,160,276,315,0,0,0,-1,19,160,165,1108,3465,3,0,0,1,1,,,,,,
2744,18776364,0,3,-3,0,0,0,-3,0,0,0,0,3,7,-1,1000,-1,3,0,0,1703,-15,646,0,0,0,0,16,-2,5,23,2051,160,275,315,0,0,0,1,19,159,165,1154,3451,3,0,0,1,1,,,,,,
2745,18780360,0,3,-3,0,0,0,-3,0,0,0,0,3,7,-1,1000,-1,3,0,0,1704,10,646,0,0,0,0,18,-6,9,32,2051,160,276,315,0,0,0,0,19,161,167,1131,3498,3,0,0,1,1,,,,,,
2746,18784357,-1,3,-4,0,0,0,-4,0,0,0,0,3,7,-1,1000,-1,3,0,0,1704,10,646,0,0,0,0,15,-5,8,26,2051,161,275,315,0,0,0,3,23,161,166,1182,3473,3,0,0,1,1,,,,,,
2747,18788354,-1,3,-4,0,0,0,-4,0,0,0,0,3,7,-1,1000,-1,3,0,0,1704,10,646,0,0,0,0,15,-8,8,29,2051,160,275,315,0,0,0,-3,18,160,166,1196,3486,3,0,0,1,1,,,,,,
2748,18792350,-1,3,-4,0,0,0,-3,-1,0,0,0,3,7,-1,1000,-1,3,0,0,1703,-4,646,0,0,0,0,15,-6,2,24,2051,160,276,315,0,0,0,0,16,157,162,1189,3519,3,0,0,1,1,,,,,,
2749,18796345,-1,3,-4,0,0,0,-4,-1,0,0,0,3,7,-1,1000,-1,3,0,0,1703,-4,646,0,0,0,0,16,-8,2,25,2051,162,275,315,0,0,0,1,19,158,164,1232,3502,3,0,0,1,1,,,,,,
2750,18800341,-1,3,-4,0,0,0,-4,-1,0,0,0,3,7,-1,1000,-1,3,0,0,1703,-4,646,0,0,0,0,14,-2,2,24,2051,161,275,315,0,0,0,3,20,159,163,1250,3509,3,0,0,1,1,,,,,,
2751,18804337,-1,3,-4,0,0,0,-4,-1,0,0,0,3,7,-1,1000,-1,3,0,0,1703,-4,646,0,0,0,0,12,-2,1,24,2051,162,275,315,0,0,0,2,19,160,163,1281,3507,3,0,0,1,1,,,,,,
2752,18808330,-1,4,-3,0,0,0,-4,0,0,0,0,3,7,-1,1000,-1,3,0,0,1703,-4,646,0,0,0,0,16,0,2,23,2034,162,275,315,0,0,0,5,19,162,163,1228,5108,3,0,0,1,1,,,,,,
2753,18813318,-1,4,-3,0,0,0,-4,0,0,0,0,3,7,-1,1000,-1,3,0,0,1702,-1,646,0,-1,0,0,14,-4,3,24,2042,162,275,315,0,0,0,3,18,159,162,1254,4347,3,0,0,1,1,,,,,,
2754,18818306,-1,4,-2,0,0,0,-4,0,0,0,0,3,7,-1,1000,-1,3,0,0,1702,-1,646,0,0,0,1,12,0,-1,23,2029,162,275,315,0,0,0,4,18,157,162,1281,4728,3,0,0,1,1,,,,,,
2755,18823293,-1,3,-2,0,0,0,-4,-1,0,0,0,3,7,-1,1000,-1,3,0,0,1703,-26,646,0,1,0,0,13,-2,2,22,2040,162,275,315,0,0,0,3,15,160,158,1267,4577,3,0,0,1,1,,,,,,
2756,18828281,-1,3,-2,0,0,0,-4,-1,0,0,0,3,7,-1,1000,-1,3,0,0,1702,-23,646,0,1,0,0,13,-3,4,16,2034,162,275,315,0,0,0,3,14,161,161,1274,4692,3,0,0,1,1,,,,,,
2757,18833271,-1,3,-2,0,0,0,-4,-1,0,0,0,3,7,-1,1000,-1,3,0,0,1704,-22,646,0,1,0,0,13,0,2,16,2039,162,275,315,0,0,0,3,16,164,164,1270,4674,3,0,0,1,1,,,,,,
2758,18838262,-1,3,-2,0,0,0,-4,0,0,0,0,3,7,-1,1000,-1,3,0,0,1704,-22,646,0,1,0,0,14,-8,4,16,2036,162,275,315,0,0,0,7,16,166,162,1312,4684,3,0,0,1,1,,,,,,
2759,18843252,-1,3,-2,0,0,0,-3,0,0,0,0,3,7,-1,1000,-1,3,0,0,1704,-22,646,0,1,0,-1,13,-9,3,16,2037,162,275,315,0,0,0,5,10,167,163,1331,4680,3,0,0,1,1,,,,,,
2760,18848241,-1,3,-1,0,0,0,-3,0,0,0,0,3,7,-1,1000,-1,3,0,0,1704,-22,646,-1,1,-1,0,12,-10,1,16,2036,162,275,315,0,0,0,9,11,164,162,1361,4683,3,0,0,1,1,,,,,,
2761,18853229,-1,3,-1,0,0,0,-3,-1,0,0,0,3,7,-1,1000,-1,3,0,0,1701,-26,647,0,1,0,0,12,-9,3,22,2033,161,275,315,0,0,0,7,10,161,162,1341,4683,3,0,0,1,1,,,,,,
2762,18858217,-1,2,-1,0,0,0,-3,-2,0,0,0,3,7,-1,1000,-1,3,0,0,1701,-26,647,0,1,0,1,13,-2,-3,19,2034,161,275,315,0,0,0,3,10,156,162,1391,4684,3,0,0,1,1,,,,,,
2763,18863205,-1,2,-2,0,0,0,-3,-3,0,0,0,3,7,-1,1000,-1,3,0,0,1701,-26,647,0,1,0,1,12,-1,-3,20,2033,161,275,315,0,0,0,2,12,156,162,1406,4682,3,0,0,1,1,,,,,,
2764,18868194,-1,2,-3,0,0,0,-3,-2,0,0,0,3,7,-1,1000,-1,3,0,0,1700,-27,647,1,2,0,1,11,-5,-8,17,2033,161,275,315,0,0,0,2,13,160,165,1398,4723,3,0,0,1,1,,,,,,
2765,18873186,-1,2,-3,0,0,0,-3,-1,0,0,0,3,7,-1,1000,-1,3,0,0,1700,-27,647,-1,1,0,1,9,-7,-8,18,2036,161,275,315,0,0,0,7,11,166,163,1442,4697,3,0,0,1,1,,,,,,
2766,18878181,-1,2,-2,0,0,0,-3,-1,0,0,0,3,7,-1,1000,-1,3,0,0,1700,-27,647,0,1,0,1,2,-8,-9,17,2039,161,275,315,0,0,0,7,10,166,164,1460,4709,3,0,0,1,1,,,,,,
2767,18883176,-1,2,-2,0,0,0,-3,-1,0,0,0,3,7,-1,1000,-1,3,0,0,1700,-27,647,0,1,0,1,2,-10,-10,17,2037,161,275,315,0,0,0,5,8,164,163,1491,4704,3,0,0,1,1,,,,,,
2768,18888170,-1,2,-2,0,0,0,-3,-1,0,0,0,3,7,-1,1000,-1,3,0,0,1700,-27,647,0,1,-1,1,1,-1,-13,17,2041,161,275,315,0,0,0,8,11,164,163,1515,4707,3,0,0,1,1,,,,,,
3328,18807540,-1,5,0,0,0,0,0,0,0,0,0,3,7,-1,1000,-1,3,0,0,1704,0,660,0,0,0,0,0,0,-5,12,2041,168,264,323,0,0,0,0,0,181,165,175,158,3,0,0,1,1,,,,,,
3329,18808532,-1,5,0,0,0,0,0,0,0,0,0,3,7,-1,1000,-1,3,0,0,1706,1,660,0,0,0,0,0,6,-5,13,2041,168,264,323,0,0,0,0,-1,180,166,175,198,3,0,0,1,1,,,,,,
3330,18809526,-1,4,0,0,0,0,0,-1,0,0,0,3,7,-1,1000,-1,3,0,0,1706,1,660,0,0,0,-1,6,1,-3,12,2047,168,264,323,0,0,0,-3,-1,179,165,215,175,3,0,0,1,1,,,,,,
3331,18810522,-1,4,0,0,0,0,0,-1,0,0,0,3,7,-1,1000,-1,3,0,0,1705,5,660,0,-1,0,0,3,10,-5,16,2044,168,264,323,0,0,0,-1,-3,178,161,195,226,3,0,0,1,1,,,,,,
3332,18811519,-1,4,0,0,0,0,0,-1,0,0,0,3,7,-1,1000,-1,3,0,0,1705,5,660,0,0,0,1,5,3,3,14,2048,168,264,323,0,0,0,1,-1,178,163,245,202,3,0,0,1,1,,,,,,
3333,18812512,-1,4,-1,0,0,0,0,0,0,0,0,3,7,-1,1000,-1,3,0,0,1705,5,660,0,0,0,0,12,3,5,14,2052,168,264,323,0,0,0,2,-1,181,162,260,214,3,0,0,1,1,,,,,,
3334,18813506,-1,4,-1,0,0,0,0,0,0,0,0,3,7,-1,1000,-1,3,0,0,1705,5,660,1,-1,0,1,2,3,8,14,2050,168,264,323,0,0,0,2,1,183,162,292,210,3,0,0,1,1,,,,,,
3335,18814498,-1,4,-1,0,0,0,0,0,0,0,0,3,7,-1,1000,-1,3,0,0,1706,21,660,0,0,2,0,7,-9,0,16,2051,168,264,323,0,0,0,2,0,184,166,276,252,3,0,0,1,1,,,,,,
3336,18815489,-1,4,-1,0,0,0,0,0,0,0,0,3,7,-1,1000,-1,3,0,0,1705,25,660,0,0,1,-1,4,-4,-1,15,2049,168,263,323,0,0,0,2,7,186,168,284,271,3,0,0,1,1,,,,,,
3337,18816479,-1,4,-1,0,0,0,0,-1,0,0,0,3,7,-1,1000,-1,3,0,0,1707,26,660,0,0,1,-1,4,-5,1,17,2050,168,263,323,0,0,0,2,1,180,165,280,301,3,0,0,1,1,,,,,,
3338,18817468,-1,4,0,0,0,0,0,-1,0,0,0,3,7,-1,1000,-1,3,0,0,1707,26,659,-1,0,1,-1,10,-1,-4,16,2049,168,263,323,0,0,0,3,4,178,166,322,287,3,0,0,1,1,,,,,,
3339,18818456,-1,4,0,0,0,0,0,-2,0,0,0,3,7,-1,1000,-1,3,0,0,1706,19,659,0,0,1,-1,8,8,-1,11,2049,168,263,323,0,0,0,2,-4,179,158,301,334,3,0,0,1,1,,,,,,
3340,18819445,-1,4,0,0,0,0,0,-3,0,0,0,3,7,-1,1000,-1,3,0,0,1706,19,660,0,0,2,0,12,5,-6,13,2049,168,263,323,0,0,0,-7,1,172,162,351,313,3,0,0,1,1,,,,,,
3341,18820427,-1,4,0,0,0,0,0,-2,0,0,0,3,7,-1,1000,-1,3,0,0,1708,20,660,0,1,1,-1,10,10,2,10,2041,143,263,323,0,0,0,-2,1,178,164,326,363,3,0,0,1,1,,,,,,
3342,18821408,-1,5,0,0,0,0,0,-1,0,0,0,3,7,-1,1000,-1,3,0,0,1708,20,659,0,0,1,0,9,9,9,5,2018,155,263,323,0,0,0,1,2,183,163,378,338,3,0,0,1,1,,,,,,
3343,18822390,-1,5,1,0,0,0,1,0,0,0,0,3,7,-1,1000,-1,3,0,0,1708,20,659,0,-1,1,0,0,5,12,7,2029,149,262,323,0,0,0,4,-3,186,163,392,350,3,0,0,1,1,,,,,,
3344,18823371,-1,5,1,0,0,0,1,0,0,0,0,3,7,-1,1000,-1,3,0,0,1707,9,659,0,-1,1,-1,3,-4,7,10,2021,145,262,323,0,0,0,2,7,185,165,385,307,3,0,0,1,1,,,,,,
3345,18825346,-1,5,1,0,0,0,1,0,0,0,0,3,7,-1,1000,-1,3,0,0,1707,9,658,1,-1,2,0,-3,5,12,6,2018,147,262,323,0,0,0,1,0,183,164,428,328,3,0,0,1,1,,,,,,
3346,18827322,-1,5,1,0,0,0,1,0,0,0,0,3,7,-1,1000,-1,3,0,0,1707,9,657,0,-1,1,1,4,6,5,8,2019,146,262,323,0,0,0,3,8,185,164,446,316,3,0,0,1,1,,,,,,
