loopIteration,time,axisP[0],axisP[1],axisP[2],axisI[0],axisI[1],axisI[2],axisD[0],axisD[1],axisF[0],axisF[1],axisF[2],rcCommand[0],rcCommand[1],rcCommand[2],rcCommand[3],setpoint[0],setpoint[1],setpoint[2],setpoint[3],vbatLatest,amperageLatest,rssi,gyroADC[0],gyroADC[1],gyroADC[2],gyroUnfilt[0],gyroUnfilt[1],gyroUnfilt[2],accSmooth[0],accSmooth[1],accSmooth[2],debug[0],debug[1],debug[2],debug[3],debug[4],debug[5],debug[6],debug[7],motor[0],motor[1],motor[2],motor[3],flightModeFlags,stateFlags,failsafePhase,rxSignalReceived,rxFlightChannelsValid,GPS_numSat,GPS_coord[0],GPS_coord[1],GPS_altitude,GPS_speed,GPS_ground_course
16,81493361,1,0,5,0,0,0,-4,-5,0,0,0,3,6,-1,1000,0,1,0,0,1641,85,555,2,0,0,4,-12,-39,65,131,2042,114,226,300,0,0,0,-10,9,208,163,429,316,1,7,0,1,1,9,128625207,128625207,9269,6,3421
128,81509181,2,1,0,0,0,0,5,-8,0,0,0,3,6,-1,1000,0,1,0,0,1649,450,559,-1,0,-1,-2,0,-2,-3,105,2053,114,214,307,-3,0,0,0,0,158,183,182,209,1,7,0,1,1,9,128625207,128625207,9269,6,3421
129,81510178,2,1,1,0,0,0,6,-6,0,0,0,3,6,-1,1000,0,1,0,0,1649,450,559,-1,5,0,-1,-27,8,15,105,2081,117,217,307,-3,0,0,0,-9,162,181,222,204,1,7,0,1,1,9,128625207,128625207,9269,6,3421
130,81511178,3,0,1,0,0,0,6,-7,0,0,0,3,6,-1,1000,0,1,0,0,1647,482,475,-2,3,0,-4,-15,3,7,105,2061,115,215,307,-6,0,0,0,-4,160,192,197,211,1,7,0,1,1,9,128625207,128625207,9269,6,3421
131,81512177,4,1,1,0,0,0,6,-5,0,0,0,3,6,-1,1000,0,1,0,0,1647,481,475,0,7,-2,-3,-19,0,-1,111,2087,118,216,307,-4,0,0,0,-11,166,185,249,208,1,7,0,1,1,9,128625207,128625207,9269,6,3421
132,81513175,3,2,1,0,0,0,3,-2,0,0,0,3,6,-1,1000,0,1,0,0,1647,482,474,-1,-1,-1,-3,-19,12,-3,108,2074,116,214,307,-5,0,0,6,-21,153,156,263,209,1,7,0,1,1,9,128625207,128625207,9269,6,3421
133,81514174,2,3,1,0,0,0,2,0,0,0,0,3,6,-1,1000,0,1,0,0,1646,465,474,-1,4,6,-3,-18,17,5,108,2082,122,215,310,-4,0,0,3,-5,160,177,250,248,1,7,0,1,1,9,128625207,128625207,9269,6,3421
134,81515173,1,3,1,0,0,0,1,0,0,0,0,3,6,-1,1000,0,1,0,0,1648,466,475,-1,1,-1,-6,-19,37,-7,98,2078,119,213,304,-4,0,0,4,9,170,178,256,268,1,7,0,1,1,9,128625207,128625207,9269,6,3421
135,81516171,1,3,1,0,0,0,1,-1,0,0,0,3,6,-1,1000,0,1,0,0,1648,466,475,-1,2,3,-2,-9,32,4,103,2080,120,217,307,-4,0,0,-4,0,162,177,293,259,1,7,0,1,1,9,128625207,128625207,9269,6,3421
136,81517168,1,3,1,0,0,0,2,-2,0,0,0,3,6,-1,1000,0,1,0,0,1648,466,475,-1,4,0,-5,-2,23,-1,100,2079,117,213,305,-4,0,0,-17,-6,159,177,314,264,1,7,0,1,1,9,128625207,128625207,9269,6,3421
137,81518164,1,2,1,0,0,0,2,-3,0,0,0,3,6,-1,1000,0,1,0,0,1648,466,475,-2,-2,0,-4,6,21,-6,101,2079,114,214,306,-4,0,0,-21,-4,149,177,343,263,1,7,0,1,1,9,128625207,128625207,9269,6,3421
138,81519157,2,1,1,0,0,0,4,-4,0,0,0,3,6,-1,1000,0,1,0,0,1647,454,475,-1,1,3,-3,3,13,-1,96,2079,115,213,307,-4,0,0,-19,-7,161,185,346,303,1,7,0,1,1,9,128625207,128625207,9269,6,3421
139,81520151,3,0,1,0,0,0,4,-5,0,0,0,3,6,-1,1000,0,1,0,0,1647,453,476,-1,-3,2,-4,7,12,-16,98,2079,113,211,306,-4,0,0,-20,2,156,192,384,283,1,7,0,1,1,9,128625207,128625207,9269,6,3421
140,81521144,2,1,1,0,0,0,1,-3,0,0,0,3,6,-1,1000,0,1,0,0,1647,454,476,-2,1,1,-3,13,27,-16,97,2079,113,215,306,-4,0,0,-19,-11,142,165,405,294,1,7,0,1,1,9,128625207,128625207,9269,6,3421
141,81522136,2,2,1,0,0,0,1,-2,0,0,0,3,6,-1,1000,0,1,0,0,1647,454,475,-1,0,2,-2,9,27,-4,97,2079,113,212,306,-4,0,0,-19,-9,152,177,434,289,1,7,0,1,1,9,128625207,128625207,9269,6,3421
142,81523127,1,1,1,0,0,0,-1,-3,0,0,0,3,6,-1,1000,0,1,0,0,1647,455,476,-1,-3,1,-4,20,26,-7,97,2079,113,214,306,-4,0,0,-11,-1,143,166,459,291,1,7,0,1,1,9,128625207,128625207,9269,6,3421
143,81524118,1,2,1,0,0,0,0,0,0,0,0,3,6,-1,1000,0,1,0,0,1646,453,475,-1,-1,4,-4,15,30,-2,115,2079,125,213,307,-4,0,0,-15,10,146,188,446,330,1,7,0,1,1,9,128625207,128625207,9269,6,3421
144,81525108,1,2,1,0,0,0,2,-1,0,0,0,3,6,-1,1000,0,1,0,0,1646,453,475,-1,-5,3,-4,21,19,6,106,2079,119,211,306,-4,0,0,-27,-3,137,177,492,311,1,7,0,1,1,9,128625207,128625207,9269,6,3421
256,81541004,1,2,0,0,0,0,1,1,0,0,0,3,6,-1,1000,0,1,0,0,1667,16,560,0,0,0,1,-1,-1,74,116,2064,123,280,297,1,0,0,0,0,168,158,175,163,1,7,0,1,1,9,128625207,128625207,9269,6,3421
257,81541998,0,1,0,0,0,0,0,0,0,0,0,3,6,-1,1000,0,1,0,0,1666,20,560,0,0,-2,3,-1,-1,74,116,2064,123,280,296,1,0,0,0,-5,168,149,172,203,1,7,0,1,1,9,128625207,128625207,9269,6,3421
258,81542992,1,1,0,0,0,0,0,-1,0,0,0,3,6,-1,1000,0,1,0,0,1666,20,560,0,2,-1,1,-7,2,78,116,2064,123,281,296,1,0,0,-2,-2,167,155,213,183,1,7,0,1,1,9,128625207,128625207,9269,6,3421
259,81543987,1,1,0,0,0,0,0,-2,0,0,0,3,6,-1,1000,0,1,0,0,1666,20,560,-1,-1,0,3,-1,2,64,116,2064,123,278,296,1,0,0,-2,-1,168,158,232,192,1,7,0,1,1,9,128625207,128625207,9269,6,3421
260,81544983,1,0,0,0,0,0,0,-2,0,0,0,3,6,-1,1000,0,1,0,0,1666,20,561,0,0,1,1,-3,7,69,116,2064,123,281,296,1,0,0,-2,1,167,158,262,186,1,7,0,1,1,9,128625207,128625207,9269,6,3421
261,81545979,1,0,0,0,0,0,0,-1,0,0,0,3,6,-1,1000,0,1,0,0,1666,20,560,0,2,0,2,4,-2,63,116,2064,123,278,296,1,0,0,0,-2,172,158,287,190,1,7,0,1,1,9,128625207,128625207,9269,6,3421
262,81546974,1,0,0,0,0,0,-1,0,0,0,0,3,6,-1,1000,0,1,0,0,1664,19,569,0,1,0,-1,0,2,72,114,2066,123,279,296,2,0,0,-1,0,175,158,273,181,1,7,0,1,1,9,128625207,128625207,9269,6,3421
263,81547969,0,0,-1,0,0,0,-3,1,0,0,0,3,6,-1,1000,0,1,0,0,1664,19,569,0,1,-1,0,4,-7,69,115,2065,123,277,296,1,0,0,8,3,172,151,320,186,1,7,0,1,1,9,128625207,128625207,9269,6,3421
264,81548963,-1,0,-1,0,0,0,-3,1,0,0,0,3,6,-1,1000,0,1,0,0,1664,19,569,0,1,0,0,3,-4,76,114,2065,123,278,296,1,0,0,0,-1,174,154,336,183,1,7,0,1,1,9,128625207,128625207,9269,6,3421
265,81549958,-1,0,-1,0,0,0,-3,0,0,0,0,3,6,-1,1000,0,1,0,0,1664,19,569,0,2,1,0,-1,-10,67,114,2065,123,277,296,1,0,0,-1,1,172,155,368,183,1,7,0,1,1,9,128625207,128625207,9269,6,3421
266,81550954,-1,0,-1,0,0,0,-3,0,0,0,0,3,6,-1,1000,0,1,0,0,1664,19,569,0,0,-1,0,-9,-12,74,114,2065,123,277,296,1,0,0,-3,1,172,156,392,182,1,7,0,1,1,9,128625207,128625207,9269,6,3421
267,81551951,-1,0,-1,0,0,0,-3,0,0,0,0,3,6,-1,1000,0,1,0,0,1664,19,569,0,2,1,0,-8,-9,70,112,2057,123,278,296,1,0,0,-2,1,172,154,420,181,1,7,0,1,1,9,128625207,128625207,9269,6,3421
268,81552949,-1,0,-1,0,0,0,-3,-1,0,0,0,3,6,-1,1000,0,1,0,0,1664,19,570,0,0,0,0,-13,-10,67,113,2061,123,276,296,1,0,0,-2,7,172,161,446,180,1,7,0,1,1,9,128625207,128625207,9269,6,3421
269,81553948,-2,0,-1,0,0,0,-4,0,0,0,0,3,6,-1,1000,0,1,0,0,1664,19,570,0,2,-1,0,-12,-6,72,111,2056,123,278,296,1,0,0,-1,0,168,149,473,179,1,7,0,1,1,9,128625207,128625207,9269,6,3421
270,81554948,-2,0,-1,0,0,0,-4,1,0,0,0,3,6,-1,1000,0,1,0,0,1661,12,571,0,0,0,0,-11,-8,74,119,2062,121,270,296,1,0,0,-1,3,175,155,464,178,1,7,0,1,1,9,128625207,128625207,9269,6,3421
271,81555948,-1,0,-1,0,0,0,-3,1,0,0,0,3,6,-1,1000,0,1,0,0,1661,12,571,0,2,0,0,-9,-3,77,114,2056,122,274,296,1,0,0,-2,-2,176,153,508,177,1,7,0,1,1,9,128625207,128625207,9269,6,3421
272,81556949,-1,0,-1,0,0,0,-3,1,0,0,0,3,6,-1,1000,0,1,0,0,1661,12,571,0,1,0,-1,-3,-4,72,115,2057,121,272,296,1,0,0,-1,0,179,158,526,176,1,7,0,1,1,9,128625207,128625207,9269,6,3421
273,81557950,-1,0,-1,0,0,0,-4,1,0,0,0,3,6,-1,1000,0,1,0,0,1662,162,571,0,1,0,0,-6,3,79,121,2056,121,273,296,1,0,0,-1,0,180,148,513,139,1,7,0,1,1,9,128625207,128625207,9269,6,3421
274,81559946,-1,0,-1,0,0,0,-3,2,0,0,0,3,6,-1,1000,0,1,0,0,1662,162,571,0,2,0,1,-2,2,74,118,2056,121,273,296,1,0,0,0,0,182,156,559,156,1,7,0,1,1,9,128625207,128625207,9269,6,3421
275,81561943,-1,0,-1,0,0,0,-3,1,0,0,0,3,6,-1,1000,0,1,0,0,1662,162,571,0,1,1,-1,-6,-1,77,119,2049,121,273,296,1,0,0,-4,0,176,151,576,146,1,7,0,1,1,9,128625207,128625207,9269,6,3421
276,81563940,-1,0,-1,0,0,0,-3,0,0,0,0,3,6,-1,1000,0,1,0,0,1661,164,571,1,1,1,0,-4,-3,74,117,2052,121,273,296,1,0,0,-2,0,182,156,573,191,1,7,0,1,1,9,128625207,128625207,9269,6,3421
277,81565936,-1,0,-1,0,0,0,-3,0,0,0,0,3,6,-1,1000,0,1,0,0,1661,164,571,0,1,1,0,-8,-6,73,119,2047,121,272,296,1,0,0,-3,-2,178,149,614,169,1,7,0,1,1,9,128625207,128625207,9269,6,3421
278,81567931,-1,0,-1,0,0,0,-3,1,0,0,0,3,6,-1,1000,0,1,0,0,1661,164,571,0,1,0,0,-10,-8,72,119,2048,121,273,296,1,0,0,2,1,179,147,633,180,1,7,0,1,1,9,128625207,128625207,9269,6,3421
279,81569928,0,-1,-2,0,0,0,-3,1,0,0,0,3,6,-1,1000,0,1,0,0,1661,164,572,0,2,1,1,-11,-8,72,119,2047,121,272,296,1,0,0,-1,-1,180,148,663,171,1,7,0,1,1,9,128625207,128625207,9269,6,3421
280,81571926,-1,0,-2,0,0,0,-3,1,0,0,0,3,6,-1,1000,0,1,0,0,1661,164,571,0,-1,1,0,-10,-7,77,121,2046,121,272,296,1,0,0,0,0,180,147,688,175,1,7,0,1,1,9,128625207,128625207,9269,6,3421
281,81573925,-1,0,-2,0,0,0,-3,1,0,0,0,3,6,-1,1000,0,1,0,0,1660,182,571,0,0,2,0,-10,-5,76,118,2048,119,272,297,1,0,0,0,2,182,147,675,213,1,7,0,1,1,9,128625207,128625207,9269,6,3421
282,81575924,-1,0,-2,0,0,0,-3,1,0,0,0,3,6,-1,1000,0,1,0,0,1660,182,572,0,0,2,0,-9,-5,78,119,2047,120,272,296,1,0,0,-3,-2,179,147,721,195,1,7,0,1,1,9,128625207,128625207,9269,6,3421
283,81577922,-1,0,-2,0,0,0,-3,1,0,0,0,3,6,-1,1000,0,1,0,0,1660,182,571,0,-1,2,-1,-2,-2,76,120,2046,119,272,296,1,0,0,2,0,186,154,738,204,1,7,0,1,1,9,128625207,128625207,9269,6,3421
284,81579920,-1,0,-2,0,0,0,-3,2,0,0,0,3,6,-1,1000,0,1,0,0,1660,182,571,-1,0,2,-1,-2,-3,77,121,2042,118,272,296,1,0,0,3,-1,182,149,769,200,1,7,0,1,1,9,128625208,128625208,9269,4,3421
285,81581917,-1,0,-2,0,0,0,-3,2,0,0,0,3,6,-1,1000,0,1,0,0,1660,182,571,1,-1,2,0,-2,-3,78,120,2044,118,272,296,1,0,0,3,0,185,150,793,202,1,7,0,1,1,9,128625208,128625208,9269,4,3421
286,81583915,-1,0,-3,0,0,0,-3,2,0,0,0,3,6,-1,1000,0,1,0,0,1660,182,571,0,0,2,0,1,-3,74,121,2043,118,272,296,1,0,0,0,0,180,150,821,201,1,7,0,1,1,9,128625208,128625208,9269,4,3421
287,81585911,-1,0,-3,0,0,0,-4,2,0,0,0,3,6,-1,1000,0,1,0,0,1660,182,571,0,0,2,0,-4,-4,78,122,2037,119,272,296,1,0,0,2,0,180,146,847,203,1,7,0,1,1,9,128625208,128625208,9269,4,3421
288,81587906,-1,0,-3,0,0,0,-4,2,0,0,0,3,6,-1,1000,0,1,0,0,1660,182,571,0,0,2,0,-5,-4,72,121,2040,118,272,296,1,0,0,-2,0,179,148,874,202,1,7,0,1,1,9,128625208,128625208,9269,4,3421
289,81589902,0,0,-3,0,0,0,-4,2,0,0,0,3,6,-1,1000,0,1,0,0,1660,182,571,0,0,2,0,-8,-2,71,122,2035,118,272,296,1,0,0,0,0,179,147,823,458,1,7,0,1,1,9,128625208,128625208,9269,4,3421
290,81592892,0,0,-3,0,0,0,-4,1,0,0,0,3,6,-1,1000,0,1,0,0,1660,182,571,0,-1,2,0,-10,-1,70,123,2032,119,272,296,1,0,0,0,2,178,147,888,331,1,7,0,1,1,9,128625208,128625208,9269,4,3421
291,81595881,1,0,-3,0,0,0,-3,1,0,0,0,3,6,-1,1000,0,1,0,0,1659,185,571,0,0,2,0,-9,1,72,121,2033,118,272,296,1,0,0,0,0,175,150,857,434,1,7,0,1,1,9,128625208,128625208,9269,4,3421
292,81598869,1,0,-3,0,0,0,-2,1,0,0,0,3,6,-1,1000,0,1,0,0,1659,185,571,0,0,2,0,-13,1,72,124,2030,119,272,296,1,0,0,2,1,181,152,912,382,1,7,0,1,1,9,128625208,128625208,9269,4,3421
293,81601858,1,0,-3,0,0,0,-2,1,0,0,0,3,6,-1,1000,0,1,0,0,1659,185,571,0,0,2,-1,-6,3,70,126,2033,120,272,296,1,0,0,7,0,181,151,924,407,1,7,0,1,1,9,128625208,128625208,9269,4,3421
294,81604847,1,0,-3,0,0,0,-2,1,0,0,0,3,6,-1,1000,0,1,0,0,1659,185,571,0,-1,2,1,0,4,72,125,2031,119,271,296,1,0,0,8,0,186,154,958,395,1,7,0,1,1,9,128625208,128625208,9269,4,3421
295,81607835,1,0,-3,0,0,0,-3,0,0,0,0,3,6,-1,1000,0,1,0,0,1659,185,571,0,0,2,0,2,1,73,125,2029,120,271,296,1,0,0,5,0,178,149,981,402,1,7,0,1,1,9,128625208,128625208,9269,4,3421
296,81610822,0,0,-3,0,0,0,-4,0,0,0,0,3,6,-1,1000,0,1,0,0,1658,183,571,0,0,3,-1,1,5,70,127,2029,113,272,296,1,0,0,6,-1,182,146,965,438,1,7,0,1,1,9,128625208,128625208,9269,4,3421
297,81613810,0,0,-3,0,0,0,-3,0,0,0,0,3,6,-1,1000,0,1,0,0,1658,183,571,0,-1,2,0,3,-1,75,126,2029,116,271,296,1,0,0,2,0,180,149,1013,419,1,7,0,1,1,9,128625208,128625208,9269,4,3421
298,81616799,-1,-1,-3,0,0,0,-4,-1,0,0,0,3,6,-1,1000,0,1,0,0,1658,183,571,0,1,2,0,-5,0,72,125,2027,114,272,296,1,0,0,3,3,177,146,1029,427,1,7,0,1,1,9,128625208,128625208,9269,4,3421
299,81619788,-1,-1,-3,0,0,0,-4,-1,0,0,0,3,6,-1,1000,0,1,0,0,1660,184,571,0,0,2,0,-1,-2,74,124,2026,111,270,296,1,0,0,2,1,178,147,1021,463,1,7,0,1,1,9,128625208,128625208,9269,4,3421
300,81622778,-1,-1,-3,0,0,0,-4,-1,0,0,0,3,6,-1,1000,0,1,0,0,1660,184,571,0,0,2,0,-6,1,74,124,2026,112,271,296,1,0,0,0,2,178,148,1065,444,1,7,0,1,1,9,128625208,128625208,9269,4,3421
301,81625769,0,-1,-3,0,0,0,-4,-1,0,0,0,3,6,-1,1000,0,1,0,0,1659,178,571,0,0,2,0,-3,-3,78,128,2026,109,269,296,1,0,0,1,2,177,151,1045,493,1,7,0,1,1,9,128625208,128625208,9269,4,3421
302,81628760,0,0,-3,0,0,0,-4,0,0,0,0,3,6,-1,1000,0,1,0,0,1659,178,571,0,-1,1,0,-2,2,76,136,2075,120,269,296,1,0,0,9,2,187,151,1095,469,1,7,0,1,1,9,128625208,128625208,9269,4,3421
303,81631750,0,1,-3,0,0,0,-4,0,0,0,0,3,6,-1,1000,0,1,0,0,1659,178,571,0,0,1,0,0,5,78,132,2050,114,269,296,1,0,0,4,2,181,152,1110,482,1,7,0,1,1,9,128625208,128625208,9269,4,3421
304,81634739,0,1,-3,0,0,0,-4,0,0,0,0,3,6,-1,1000,0,1,0,0,1659,178,571,0,0,0,0,-1,3,81,138,2076,121,268,296,1,0,0,9,2,185,150,1142,476,1,7,0,1,1,9,128625208,128625208,9269,4,3421
305,81637727,0,1,-3,0,0,0,-5,0,0,0,0,3,6,-1,1000,0,1,0,0,1659,178,570,0,-1,-1,0,4,1,74,142,2079,123,268,296,1,0,0,8,2,185,151,1089,799,1,7,0,1,1,9,128625208,128625208,9269,4,3421
306,81641710,0,1,-3,0,0,0,-5,-2,0,0,0,3,6,-1,1000,0,1,0,0,1659,178,571,0,0,1,0,2,0,77,140,2077,122,268,296,1,0,0,1,2,177,148,1155,636,1,7,0,1,1,9,128625208,128625208,9269,4,3421
307,81645694,0,1,-3,0,0,0,-6,-2,0,0,0,3,6,-1,1000,0,1,0,0,1659,178,571,0,0,0,0,3,-5,77,145,2083,123,268,296,1,0,0,1,2,177,148,1162,716,1,7,0,1,1,9,128625208,128625208,9269,4,3421
308,81649679,-1,2,-3,0,0,0,-6,-1,0,0,0,3,6,-1,1000,0,1,0,0,1659,178,571,0,0,0,0,1,-3,77,146,2086,122,268,296,1,0,0,2,5,175,148,1198,674,1,7,0,1,1,9,128625208,128625208,9269,4,3421
309,81653666,-1,1,-3,0,0,0,-5,-1,0,0,0,3,6,-1,1000,0,1,0,0,1658,176,571,0,0,0,0,2,-9,79,142,2084,122,268,296,1,0,0,1,-1,174,147,1180,735,1,7,0,1,1,9,128625208,128625208,9269,4,3421
310,81657653,-1,1,-3,0,0,0,-6,0,0,0,0,3,6,-1,1000,0,1,0,0,1658,176,571,0,1,0,0,-3,-1,80,144,2069,117,269,296,1,0,0,8,5,178,147,1229,708,1,7,0,1,1,9,128625208,128625208,9269,4,3421
311,81661633,-1,1,-3,0,0,0,-6,0,0,0,0,3,6,-1,1000,0,1,0,0,1658,176,571,0,0,0,0,-3,2,75,143,2054,115,268,296,1,0,0,1,-1,175,147,1244,724,1,7,0,1,1,9,128625208,128625208,9269,4,3421
312,81665614,-1,1,-3,0,0,0,-5,0,0,0,0,3,6,-1,1000,0,1,0,0,1658,176,571,0,0,0,0,-5,6,73,143,2061,116,268,296,1,0,0,7,2,185,153,1276,715,1,7,0,1,1,9,128625208,128625208,9269,4,3421
313,81669596,-1,1,-3,0,0,0,-5,1,0,0,0,3,6,-1,1000,0,1,0,0,1658,176,570,0,0,-1,0,-5,5,72,143,2051,114,268,296,1,0,0,10,0,187,151,1300,718,1,7,0,1,1,9,128625208,128625208,9269,4,3421
314,81673578,-1,1,-3,0,0,0,-5,1,0,0,0,3,6,-1,1000,0,1,0,0,1657,163,570,0,0,0,0,-5,7,73,139,2066,149,268,296,1,0,0,8,-1,186,151,1289,756,1,7,0,1,1,9,128625208,128625208,9269,4,3421
315,81677560,-1,1,-3,0,0,0,-6,1,0,0,0,3,6,-1,1000,0,1,0,0,1657,163,569,0,0,-1,0,-3,2,75,141,2058,131,268,296,1,0,0,10,0,180,145,1334,738,1,7,0,1,1,9,128625208,128625208,9269,4,3421
316,81681541,-1,1,-3,0,0,0,-6,0,0,0,0,3,6,-1,1000,0,1,0,0,1657,163,570,0,0,0,0,1,-3,72,145,2072,140,268,296,1,0,0,6,0,181,147,1351,748,1,7,0,1,1,9,128625208,128625208,9269,4,3421
317,81685521,-1,1,-3,0,0,0,-6,0,0,0,0,3,6,-1,1000,0,1,0,0,1657,163,570,0,0,0,0,0,-4,75,139,2038,133,268,296,1,0,0,4,1,174,145,1382,743,1,7,0,1,1,9,128625208,128625208,9269,4,3421
318,81689501,-2,1,-3,0,0,0,-6,-1,0,0,0,3,6,-1,1000,0,1,0,0,1657,163,570,0,1,0,0,-1,-6,82,142,2055,136,268,296,1,0,0,5,3,176,148,1406,748,1,7,0,1,1,9,128625208,128625208,9269,4,3421
319,81693476,-2,1,-3,0,0,0,-6,-1,0,0,0,3,6,-1,1000,0,1,0,0,1656,160,570,0,0,0,0,0,2,77,138,2044,127,268,296,1,0,0,4,2,174,146,1394,785,1,7,0,1,1,9,128625208,128625208,9269,4,3421
320,81697452,-2,1,-3,0,0,0,-6,0,0,0,0,3,6,-1,1000,0,1,0,0,1656,160,570,0,0,0,0,1,0,84,136,2039,130,268,296,1,0,0,7,0,178,146,1440,765,1,7,0,1,1,9,128625208,128625208,9269,4,3421
321,81701428,-2,1,-3,0,0,0,-6,0,0,0,0,3,6,-1,1000,0,1,0,0,1656,160,570,0,0,0,0,4,2,82,137,2041,128,268,296,1,0,0,6,1,180,151,1380,1159,1,7,0,1,1,9,128625208,128625208,9269,4,3421
322,81706398,-2,2,-3,0,0,0,-6,1,0,0,0,3,6,-1,1000,0,1,0,0,1656,160,570,0,-1,0,0,5,3,82,136,2040,129,268,296,1,0,0,8,0,182,149,1450,963,1,7,0,1,1,9,128625208,128625208,9269,4,3421
323,81711367,-2,2,-3,0,0,0,-6,1,0,0,0,3,6,-1,1000,0,1,0,0,1656,160,570,0,1,0,0,3,2,82,135,2035,127,268,296,1,0,0,8,0,181,149,1455,1062,1,7,0,1,1,9,128625208,128625208,9269,4,3421
