loopIteration,time,axisP[0],axisP[1],axisP[2],axisI[0],axisI[1],axisI[2],axisD[0],axisD[1],axisF[0],axisF[1],axisF[2],rcCommand[0],rcCommand[1],rcCommand[2],rcCommand[3],setpoint[0],setpoint[1],setpoint[2],setpoint[3],vbatLatest,amperageLatest,baroAlt,rssi,gyroADC[0],gyroADC[1],gyroADC[2],gyroUnfilt[0],gyroUnfilt[1],gyroUnfilt[2],accSmooth[0],accSmooth[1],accSmooth[2],motor[0],motor[1],motor[2],motor[3],eRPM[0],eRPM[1],eRPM[2],eRPM[3],flightModeFlags,stateFlags,failsafePhase,rxSignalReceived,rxFlightChannelsValid,GPS_numSat,GPS_coord[0],GPS_coord[1],GPS_altitude,GPS_speed,GPS_ground_course
0,11272473,5,3,1,0,0,0,-3,-1,0,0,0,10,1,2,1000,4,3,0,0,1670,252,-645,580,1,0,0,0,0,0,9,-47,2026,164,158,174,163,339,301,385,357,,,,,,,,,,,
1,11274441,5,4,1,0,0,0,-2,1,0,0,0,10,1,2,1000,4,3,0,0,1670,252,-645,580,1,0,1,0,9,-1,19,-47,2042,170,158,173,161,339,341,385,358,3,0,0,1,1,,,,,,
2,11276409,5,5,1,0,0,0,-1,1,0,0,0,10,1,2,1000,4,3,0,0,1670,252,-645,581,0,0,0,2,21,16,21,-47,2049,180,158,173,161,337,381,386,359,3,0,0,1,1,,,,,,
3,11278376,4,5,1,0,0,0,-2,1,0,0,0,10,1,2,1000,4,3,0,0,1670,252,-645,581,1,0,0,5,11,7,16,-47,2039,170,157,173,161,340,421,386,358,3,0,0,1,1,,,,,,
4,11280344,4,5,0,0,0,0,-3,2,0,0,0,10,1,2,1000,4,3,0,0,1669,251,-645,581,0,0,1,3,19,-1,9,-50,2044,167,151,174,161,339,422,426,357,3,0,0,1,1,,,,,,
5,11282312,5,5,0,0,0,0,-2,3,0,0,0,10,1,2,1000,4,3,0,0,1669,251,-645,581,0,0,-1,9,40,11,19,-48,2055,176,153,173,158,338,462,427,358,3,0,0,1,1,,,,,,
6,11284279,5,5,0,0,0,0,-3,2,0,0,0,10,1,2,1000,4,3,0,0,1671,242,-646,581,0,0,0,6,33,-10,7,-50,2049,173,157,173,159,338,462,467,361,3,0,0,1,1,,,,,,
7,11286241,4,5,0,0,0,0,-5,2,0,0,0,10,1,2,1000,4,3,0,0,1671,243,-646,581,0,-1,0,0,23,-8,12,-49,2032,154,154,172,161,340,502,469,362,3,0,0,1,1,,,,,,
8,11288203,5,5,0,0,0,0,-1,2,0,0,0,10,1,2,1000,4,3,0,0,1671,242,-646,581,0,0,1,-7,62,-4,19,-49,2076,188,154,171,157,337,465,501,5652345,3,0,0,1,1,,,,,,
9,11292133,5,5,0,0,0,0,-3,1,0,0,0,10,1,2,1000,4,3,0,0,1670,240,-645,581,-1,2,1,-4,41,-25,13,-53,2054,155,144,173,159,341,465,541,5652345,3,0,0,1,1,,,,,,
10,11296064,5,6,2,0,0,0,-4,4,0,0,0,10,1,2,1000,4,3,0,0,1670,241,-645,579,0,1,0,-11,26,-10,24,-49,2066,154,149,172,159,343,505,540,5652347,3,0,0,1,1,,,,,,
11,11299995,6,6,1,0,0,0,-1,3,0,0,0,10,1,2,1000,4,3,0,0,1670,240,-645,581,-1,1,0,-8,62,-13,23,-52,2084,186,145,172,157,339,545,541,5652346,3,0,0,1,1,,,,,,
12,11303925,5,6,2,0,0,0,-4,3,0,0,0,10,1,2,1000,4,3,0,0,1670,241,-645,580,0,1,-2,-4,20,-17,23,-50,2057,151,148,171,159,340,585,541,5652345,3,0,0,1,1,,,,,,
13,11307856,5,6,2,0,0,0,-3,2,0,0,0,10,1,2,1000,4,3,0,0,1670,242,-645,580,0,1,0,-2,30,-25,13,-51,2066,166,147,170,158,342,625,540,5652346,3,0,0,1,1,,,,,,
14,11311787,5,6,0,0,0,0,-2,4,0,0,0,10,1,2,1000,4,3,0,0,1670,242,-645,581,-1,1,-1,-6,44,-20,36,-50,2086,179,146,170,157,338,665,540,5652347,3,0,0,1,1,,,,,,
15,11315719,4,5,1,0,0,0,-4,1,0,0,0,10,1,2,1000,4,3,0,0,1670,242,-645,580,2,3,0,4,22,-29,7,-50,2053,157,146,170,160,341,705,539,5652347,3,0,0,1,1,,,,,,
16,11319651,4,6,1,0,0,0,-5,1,0,0,0,10,1,2,1000,4,3,0,0,1670,242,-645,581,-1,2,1,-12,41,-24,20,-50,2062,162,147,170,161,341,668,603,-15383,3,0,0,1,1,,,,,,
17,11325551,4,7,1,0,0,0,-4,4,0,0,0,10,1,2,1000,4,3,0,0,1670,242,-645,581,0,0,-1,1,49,-25,29,-50,2074,163,143,170,156,340,708,603,-15383,3,0,0,1,1,,,,,,
18,11331452,4,5,2,0,0,0,-5,0,0,0,0,10,1,2,1000,4,3,0,0,1669,241,-645,581,-1,1,1,-5,54,-48,31,-76,2068,137,140,171,158,340,711,643,-15384,3,0,0,1,1,,,,,,
19,11337353,5,7,2,0,0,0,-5,5,0,0,0,10,1,2,1000,4,3,0,0,1669,241,-645,581,0,-2,-1,-26,46,-22,40,-69,2077,144,141,170,156,340,751,644,-15384,3,0,0,1,1,,,,,,
20,11343255,5,6,2,0,0,0,-4,5,0,0,0,10,1,2,1000,4,3,0,0,1669,241,-645,581,0,1,0,-13,69,-39,39,-72,2085,146,139,171,154,339,791,640,-15383,3,0,0,1,1,,,,,,
21,11349160,5,6,1,0,0,0,-5,3,0,0,0,10,1,2,1000,4,3,0,0,1669,241,-645,582,0,1,0,-13,46,-25,27,-70,2062,146,143,170,158,338,831,639,-15385,3,0,0,1,1,,,,,,
22,11355065,5,6,2,0,0,0,-5,6,0,0,0,10,1,2,1000,4,3,0,0,1668,243,-644,582,-1,1,0,-13,45,-46,28,-57,2073,157,131,169,156,336,831,679,-15384,3,0,0,1,1,,,,,,
