loopIteration,time,axisP[0],axisP[1],axisP[2],axisI[0],axisI[1],axisI[2],axisD[0],axisD[1],axisF[0],axisF[1],axisF[2],rcCommand[0],rcCommand[1],rcCommand[2],rcCommand[3],setpoint[0],setpoint[1],setpoint[2],setpoint[3],vbatLatest,amperageLatest,baroAlt,rssi,gyroADC[0],gyroADC[1],gyroADC[2],gyroUnfilt[0],gyroUnfilt[1],gyroUnfilt[2],accSmooth[0],accSmooth[1],accSmooth[2],motor[0],motor[1],motor[2],motor[3],eRPM[0],eRPM[1],eRPM[2],eRPM[3],flightModeFlags,stateFlags,failsafePhase,rxSignalReceived,rxFlightChannelsValid,GPS_numSat,GPS_coord[0],GPS_coord[1],GPS_altitude,GPS_speed,GPS_ground_course
0,7796504,-2,10,3,0,0,0,-1,0,0,0,0,1,0,-3,1000,-1,7,0,0,1225,129,-274,711,1,0,-3,1,1,-4,52,-4,2033,208,180,207,158,302,230,286,228,,,,,,,,,,,
1,7798472,-3,11,4,0,0,0,-1,1,0,0,0,1,0,-3,1000,-1,7,0,0,1226,105,-274,711,1,-1,-3,2,3,6,49,5,2041,219,180,206,157,301,231,326,229,3,0,0,1,1,,,,,,
2,7800439,-2,11,0,0,0,0,0,0,0,0,0,1,0,-3,1000,-1,7,0,0,1226,104,-274,715,0,1,1,-3,12,14,42,-24,2017,218,180,208,158,301,271,326,230,3,0,0,1,1,,,,,,
3,7802407,-2,11,1,0,0,0,0,0,0,0,0,1,0,-3,1000,-1,7,0,0,1226,104,-274,713,1,0,-5,2,-1,11,48,-9,2030,222,181,208,159,301,311,325,230,3,0,0,1,1,,,,,,
4,7804375,-3,11,5,0,0,0,0,-1,0,0,0,1,0,-3,1000,-1,7,0,0,1225,106,-274,713,-4,-1,-3,-1,-3,7,43,-21,2047,235,171,209,157,301,313,365,231,3,0,0,1,1,,,,,,
5,7806342,-3,12,2,0,0,0,1,-1,0,0,0,1,0,-3,1000,-1,7,0,0,1224,105,-274,713,3,1,-3,6,-2,15,38,-13,2027,219,176,207,158,304,313,405,232,3,0,0,1,1,,,,,,
6,7808308,-3,12,-1,0,0,0,1,0,0,0,0,1,0,-3,1000,-1,7,0,0,1225,58,-274,713,2,0,-3,2,6,24,43,-5,2029,221,190,207,160,305,312,445,232,3,0,0,1,1,,,,,,
7,7810274,-2,13,4,0,0,0,1,0,0,0,0,1,0,-3,1000,-1,7,0,0,1225,58,-275,707,1,0,-8,17,0,24,33,-1,2045,204,184,206,157,306,352,446,233,3,0,0,1,1,,,,,,
8,7812239,-3,12,3,0,0,0,0,-1,0,0,0,1,0,-3,1000,-1,7,0,0,1224,59,-275,707,3,0,-5,12,0,14,33,-14,2042,207,187,207,157,307,353,409,265,3,0,0,1,1,,,,,,
9,7814203,-3,13,2,0,0,0,0,0,0,0,0,1,0,-3,1000,-1,7,0,0,1224,60,-275,706,3,0,-11,13,1,17,45,-11,2045,209,183,207,157,306,393,409,266,3,0,0,1,1,89,-154,-117,-146,234,80
10,7816168,-2,13,6,0,0,0,0,0,0,0,0,1,0,-3,1000,-1,7,0,0,1224,59,-275,703,2,-1,-9,23,-3,15,30,-3,2064,206,185,206,154,307,433,408,266,3,0,0,1,1,89,-154,-117,-146,234,80
11,7818133,-2,11,2,0,0,0,0,-1,0,0,0,1,0,-3,1000,-1,7,0,0,1221,60,-284,704,3,4,-11,19,2,14,30,-10,2043,197,160,209,156,307,434,408,306,3,0,0,1,1,89,-154,-117,-146,234,80
12,7820097,-3,10,2,0,0,0,-1,-1,0,0,0,1,0,-3,1000,-1,7,0,0,1221,60,-283,702,2,0,-13,15,4,16,29,-6,2042,196,172,207,155,306,474,408,305,3,0,0,1,1,89,-154,-117,-146,234,80
