loopIteration,time,axisP[0],axisP[1],axisP[2],axisI[0],axisI[1],axisI[2],axisD[0],axisD[1],axisF[0],axisF[1],axisF[2],rcCommand[0],rcCommand[1],rcCommand[2],rcCommand[3],setpoint[0],setpoint[1],setpoint[2],setpoint[3],vbatLatest,amperageLatest,baroAlt,rssi,gyroADC[0],gyroADC[1],gyroADC[2],gyroUnfilt[0],gyroUnfilt[1],gyroUnfilt[2],accSmooth[0],accSmooth[1],accSmooth[2],motor[0],motor[1],motor[2],motor[3],eRPM[0],eRPM[1],eRPM[2],eRPM[3],flightModeFlags,stateFlags,failsafePhase,rxSignalReceived,rxFlightChannelsValid,GPS_numSat,GPS_coord[0],GPS_coord[1],GPS_altitude,GPS_speed,GPS_ground_course
0,9554563,23,1,2,0,0,0,-3,3,0,0,0,10,1,1,1000,14,0,0,0,1145,164,-306,619,1,-1,0,1,0,3,6,-94,2030,164,158,246,224,214,211,347,354,,,,,,,,,,,
1,9556531,24,1,-1,0,0,0,-1,2,0,0,0,10,1,1,1000,14,0,0,0,1145,163,-306,622,0,-1,1,-4,5,4,15,-94,2039,188,158,247,224,214,251,348,355,3,0,0,1,1,,,,,,
2,9558498,24,2,1,0,0,0,0,4,0,0,0,10,1,1,1000,14,0,0,0,1146,128,-307,622,-4,-2,0,-5,11,-5,3,-100,2033,185,167,246,224,212,248,388,356,3,0,0,1,1,,,,,,
3,9560464,23,2,2,0,0,0,-3,4,0,0,0,10,1,1,1000,14,0,0,0,1145,129,-307,622,-2,-1,-1,-1,1,-6,16,-97,2042,179,139,247,223,212,250,428,357,3,0,0,1,1,,,,,,
4,9562429,24,1,-1,0,0,0,-2,1,0,0,0,10,1,1,1000,14,0,0,0,1145,129,-306,625,-3,0,-1,-22,6,7,9,-95,2026,203,152,246,224,210,290,429,358,3,0,0,1,1,,,,,,
5,9564393,22,1,2,0,0,0,-4,3,0,0,0,10,1,1,1000,14,0,0,0,1145,130,-307,621,-1,-1,-3,0,9,-2,12,-95,2036,174,144,246,222,210,330,430,358,3,0,0,1,1,,,,,,
6,9566357,23,3,0,0,0,0,-2,5,0,0,0,10,1,1,1000,14,0,0,0,1145,129,-308,624,-1,1,-1,-13,7,-9,30,-99,2055,198,148,247,222,211,370,429,359,3,0,0,1,1,,,,,,
7,9568321,23,3,0,0,0,0,0,4,0,0,0,10,1,2,1000,14,0,0,0,1146,194,-309,624,-1,-1,-3,-9,18,-12,17,-108,2045,182,161,247,221,212,369,469,360,3,0,0,1,1,,,,,,
8,9570284,22,5,2,0,0,0,-3,8,0,0,0,10,1,2,1000,14,0,0,0,1146,194,-310,622,0,-1,-1,-11,11,-17,24,-109,2052,156,155,247,222,213,332,501,-4792670,3,0,0,1,1,,,,,,
9,9574216,21,4,-1,0,0,0,-3,5,0,0,0,10,1,2,1000,14,0,0,0,1148,176,-309,622,2,-2,-2,-10,9,-17,17,-111,2049,151,168,247,221,215,333,541,-4792671,3,0,0,1,1,,,,,,
10,9578149,22,5,0,0,0,0,-2,8,0,0,0,10,1,3,1000,14,0,0,0,1148,175,-309,620,1,-2,-4,2,15,-10,27,-112,2073,163,160,248,218,213,373,540,-4792670,3,0,0,1,1,,,,,,
