loopIteration,time,axisP[0],axisP[1],axisP[2],axisI[0],axisI[1],axisI[2],axisD[0],axisD[1],axisF[0],axisF[1],axisF[2],rcCommand[0],rcCommand[1],rcCommand[2],rcCommand[3],setpoint[0],setpoint[1],setpoint[2],setpoint[3],vbatLatest,amperageLatest,baroAlt,rssi,gyroADC[0],gyroADC[1],gyroADC[2],gyroUnfilt[0],gyroUnfilt[1],gyroUnfilt[2],accSmooth[0],accSmooth[1],accSmooth[2],motor[0],motor[1],motor[2],motor[3],eRPM[0],eRPM[1],eRPM[2],eRPM[3],flightModeFlags,stateFlags,failsafePhase,rxSignalReceived,rxFlightChannelsValid,GPS_numSat,GPS_coord[0],GPS_coord[1],GPS_altitude,GPS_speed,GPS_ground_course
0,7026346,-3,10,-2,0,0,0,0,-3,0,0,0,1,1,-3,1000,-2,8,0,0,1211,58,-204,681,0,0,1,-1,0,-1,64,13,2027,189,153,168,149,303,228,274,207,,,,,,,,,,,
1,7028314,-4,9,-1,0,0,0,-2,-3,0,0,0,1,1,-3,1000,-2,8,0,0,1210,60,-204,682,-2,1,2,-3,-10,3,61,22,2044,192,152,167,148,303,228,314,207,3,0,0,1,1,,,,,,
2,7030283,-4,9,0,0,0,0,-1,-3,0,0,0,1,0,-3,1000,-2,8,0,0,1205,57,-205,683,-1,0,2,-2,-4,6,64,20,2043,196,168,167,147,302,226,314,247,3,0,0,1,1,,,,,,
3,7032252,-3,10,-2,0,0,0,2,-2,0,0,0,1,0,-3,1000,-2,8,0,0,1208,175,-214,683,-1,2,2,-2,-5,20,54,20,2038,167,161,169,148,304,226,314,287,3,0,0,1,1,,,,,,
4,7034220,-3,11,-2,0,0,0,-1,0,0,0,0,1,0,-3,1000,-2,8,0,0,1208,175,-214,682,-1,1,0,-10,-7,14,62,23,2031,174,164,168,150,303,266,314,286,3,0,0,1,1,,,,,,
5,7036189,-3,12,0,0,0,0,1,2,0,0,0,1,1,-3,1000,-2,8,0,0,1208,175,-214,680,0,1,0,-20,2,13,64,31,2058,170,162,166,148,304,306,313,286,3,0,0,1,1,,,,,,
6,7038158,-4,12,-3,0,0,0,2,3,0,0,0,1,1,-3,1000,-2,8,0,0,1207,177,-214,680,2,1,0,-11,3,9,60,25,2038,159,163,167,150,303,306,353,287,3,0,0,1,1,,,,,,
7,7040126,-3,12,-4,0,0,0,1,3,0,0,0,1,1,-3,1000,-2,8,0,0,1207,177,-214,680,0,0,-1,-5,8,19,69,18,2049,166,162,166,150,303,346,354,286,3,0,0,1,1,,,,,,
8,7042093,-3,13,-1,0,0,0,0,4,0,0,0,1,1,-3,1000,-2,8,0,0,1207,177,-215,677,1,0,-2,-9,8,20,80,44,2063,160,162,164,150,303,309,386,-3528634,3,0,0,1,1,,,,,,
9,7046029,-3,13,-1,0,0,0,1,3,0,0,0,1,1,-3,1000,-2,8,0,0,1207,177,-215,679,0,-1,0,-19,-3,11,66,23,2050,163,164,165,150,302,349,385,-3528634,3,0,0,1,1,,,,,,
10,7049966,-2,13,-3,0,0,0,2,6,0,0,0,1,1,-3,1000,-2,8,0,0,1206,176,-216,679,2,0,-1,-14,3,12,74,34,2036,156,163,164,151,302,348,425,-3528635,3,0,0,1,1,,,,,,
11,7053903,-2,14,-2,0,0,0,0,11,0,0,0,1,1,-3,1000,-2,8,0,0,1205,175,-216,678,-1,1,-1,-17,6,21,71,59,2060,190,163,162,149,300,347,465,-3528635,3,0,0,1,1,,,,,,
12,7057841,-1,14,-2,0,0,0,2,8,0,0,0,1,1,-3,1000,-2,8,0,0,1205,175,-216,678,0,0,0,-3,6,19,48,36,2040,173,165,161,149,300,387,464,-3528636,3,0,0,1,1,,,,,,
13,7061779,0,14,-3,0,0,0,2,7,0,0,0,1,1,-3,1000,-2,8,0,0,1205,175,-216,679,0,-1,1,-17,7,12,49,40,2033,181,166,162,152,300,427,464,-3528637,3,0,0,1,1,,,,,,
14,7065718,-1,15,-2,0,0,0,1,11,0,0,0,1,1,-3,1000,-2,8,0,0,1205,176,-216,678,1,0,-1,-15,8,24,72,53,2051,176,163,160,149,300,467,463,-3528636,3,0,0,1,1,,,,,,
15,7069657,-1,16,-2,0,0,0,3,13,0,0,0,1,1,-3,1000,-2,8,0,0,1204,175,-216,677,1,-2,-1,-14,7,32,74,50,2029,199,164,160,150,297,467,503,-3528635,3,0,0,1,1,,,,,,
16,7073595,0,17,-2,0,0,0,4,13,0,0,0,1,1,-3,1000,-2,8,0,0,1203,178,-216,676,2,0,0,-14,22,22,70,39,2030,177,163,163,150,298,467,466,-3528571,3,0,0,1,1,,,,,,
17,7079502,-1,16,-1,0,0,0,1,10,0,0,0,1,1,-3,1000,-2,8,0,0,1203,179,-215,675,2,-1,-1,-22,6,29,69,62,2012,188,164,160,151,297,507,465,-3528572,3,0,0,1,1,,,,,,
18,7085409,0,16,-2,0,0,0,3,12,0,0,0,1,1,-3,1000,-2,8,0,0,1203,179,-215,675,2,0,1,-24,23,18,79,47,2035,182,160,159,148,297,547,466,-3528573,3,0,0,1,1,,,,,,
19,7091315,1,17,-3,0,0,0,6,13,0,0,0,1,1,-3,1000,-2,8,0,0,1202,178,-215,674,3,0,-2,-23,24,22,78,55,2003,199,162,160,151,296,547,506,-3528572,3,0,0,1,1,,,,,,
20,7097220,1,16,-3,0,0,0,6,10,0,0,0,1,1,-3,1000,-2,8,0,0,1201,179,-216,675,2,-1,1,-23,27,8,81,25,2017,171,164,161,150,298,547,546,-3528572,3,0,0,1,1,,,,,,
21,7103126,0,16,-3,0,0,0,2,12,0,0,0,1,1,-3,1000,-2,8,0,0,1201,180,-216,675,2,0,0,-37,26,6,101,60,2014,180,162,157,150,299,587,545,-3528572,3,0,0,1,1,,,,,,
22,7109032,-1,17,-3,0,0,0,2,13,0,0,0,1,0,-3,1000,-2,8,0,0,1201,180,-216,675,3,-1,1,-29,36,3,106,43,2028,175,162,158,147,299,627,546,-3528571,3,0,0,1,1,,,,,,
23,7114937,-1,16,-4,0,0,0,4,10,0,0,0,1,0,-3,1000,-2,8,0,0,1201,180,-217,675,1,1,1,-21,39,12,84,36,2012,177,165,159,148,299,667,547,-3528570,3,0,0,1,1,,,,,,
24,7120841,-1,17,-4,0,0,0,1,10,0,0,0,1,0,-3,1000,-2,8,0,0,1201,180,-217,675,1,0,0,-33,23,-1,89,37,2006,170,165,158,150,298,630,643,31843,3,0,0,1,1,,,,,,
25,7128713,-2,18,-2,0,0,0,-1,13,0,0,0,1,0,-3,1000,-2,8,0,0,1200,182,-217,675,0,1,0,-28,24,6,86,60,2026,193,165,156,147,298,630,683,31844,3,0,0,1,1,,,,,,
26,7136584,-2,17,-3,0,0,0,-1,12,0,0,0,1,0,-3,1000,-2,8,0,0,1200,182,-217,676,0,0,2,-16,29,2,75,44,2006,181,165,156,149,298,670,684,31845,3,0,0,1,1,,,,,,
27,7144454,-2,17,-4,0,0,0,-1,11,0,0,0,1,0,-3,1000,-2,8,0,0,1200,182,-217,678,0,-1,3,-22,27,12,72,34,2005,187,166,158,149,297,710,684,31845,3,0,0,1,1,,,,,,
28,7152325,-2,18,-2,0,0,0,-1,12,0,0,0,1,0,-3,1000,-2,8,0,0,1200,182,-217,677,0,-1,-1,-21,28,3,79,43,2016,184,164,157,148,297,750,683,31845,3,0,0,1,1,,,,,,
29,7160196,-2,18,-1,0,0,0,-2,8,0,0,0,1,0,-3,1000,-2,8,0,0,1199,181,-217,677,-1,-1,0,-20,32,0,76,31,2027,181,165,157,146,298,750,723,31845,3,0,0,1,1,,,,,,
30,7168068,-1,18,-4,0,0,0,0,9,0,0,0,1,0,-3,1000,-2,8,0,0,1198,182,-217,677,3,0,0,-17,27,-1,94,26,2000,172,164,158,148,300,750,763,31844,3,0,0,1,1,,,,,,
31,7175940,-2,18,-4,0,0,0,-1,9,0,0,0,1,0,-3,1000,-2,8,0,0,1198,182,-217,676,1,-1,-2,-20,41,-2,103,33,2016,176,163,158,146,300,790,764,31844,3,0,0,1,1,,,,,,
32,7183811,-2,18,-2,0,0,0,-1,8,0,0,0,1,0,-3,1000,-2,8,0,0,1198,183,-217,674,2,0,-2,-5,34,0,91,39,2015,174,164,158,144,300,753,892,3608004,3,0,0,1,1,,,,,,
33,7191682,-2,17,-4,0,0,0,-3,7,0,0,0,1,0,-3,1000,-2,8,0,0,1199,207,-218,675,3,1,-2,-11,25,-12,96,30,2013,156,167,158,145,302,753,932,3608005,3,0,0,1,1,101,-151,-114,-135,208,80
34,7199552,-3,19,-3,0,0,0,-4,12,0,0,0,1,0,-3,1000,-2,8,0,0,1199,208,-219,674,2,0,-3,-11,35,-10,137,50,2040,163,161,156,142,302,793,932,3608004,3,0,0,1,1,101,-151,-114,-135,208,80
35,7207423,-1,20,-2,0,0,0,0,13,0,0,0,1,0,-3,1000,-2,8,0,0,1198,207,-220,673,1,1,-3,-11,41,3,114,28,2014,172,164,159,143,300,793,972,3608003,3,0,0,1,1,101,-151,-114,-135,208,80
36,7215294,-1,19,-4,0,0,0,-1,9,0,0,0,1,0,-3,1000,-2,8,0,0,1197,208,-221,674,2,-1,-3,-10,44,-15,122,11,2021,138,170,161,144,303,793,1012,3608004,3,0,0,1,1,101,-151,-114,-135,208,80
37,7223164,-2,19,-3,0,0,0,-3,13,0,0,0,1,0,-3,1000,-2,8,0,0,1201,207,-221,673,0,0,-4,-12,19,-17,124,46,2028,168,160,158,141,302,793,1052,3608004,3,0,0,1,1,101,-151,-114,-135,208,80
38,7231034,-3,20,-2,0,0,0,-3,16,0,0,0,1,0,-3,1000,-2,8,0,0,1201,208,-221,672,1,0,-2,-11,53,-16,147,43,2050,153,163,159,140,303,833,1053,3608004,3,0,0,1,1,101,-151,-114,-135,208,80
39,7238903,-2,20,-4,0,0,0,-1,16,0,0,0,1,0,-3,1000,-2,8,0,0,1201,208,-222,674,-1,-1,0,12,34,-8,112,14,2023,160,165,160,142,303,873,1054,3608005,3,0,0,1,1,101,-151,-114,-135,208,80
320,7183813,-3,10,-2,0,0,0,2,-4,0,0,0,1,0,-3,1000,-2,8,0,0,1210,188,-222,677,-1,1,0,0,1,-1,65,7,2045,182,151,169,157,304,230,274,209,3,0,0,1,1,101,-151,-114,-135,208,80
321,7185781,-2,10,0,0,0,0,1,-2,0,0,0,1,0,-3,1000,-2,8,0,0,1212,179,-222,677,-2,2,-1,-1,-17,-2,69,10,2048,190,142,169,156,304,230,314,209,3,0,0,1,1,101,-151,-114,-135,208,80
322,7187750,-2,12,0,0,0,0,2,3,0,0,0,1,0,-3,1000,-2,8,0,0,1212,179,-223,676,0,2,1,2,2,-3,94,16,2076,186,144,168,154,305,270,313,210,3,0,0,1,1,101,-151,-114,-135,208,80
323,7189719,-3,12,-3,0,0,0,1,2,0,0,0,1,0,-3,1000,-2,8,0,0,1211,178,-223,676,2,0,0,1,10,-9,86,11,2051,174,143,170,157,305,270,353,211,3,0,0,1,1,101,-151,-114,-135,208,80
