loopIteration,time,axisP[0],axisP[1],axisP[2],axisI[0],axisI[1],axisI[2],axisD[0],axisD[1],axisF[0],axisF[1],axisF[2],rcCommand[0],rcCommand[1],rcCommand[2],rcCommand[3],setpoint[0],setpoint[1],setpoint[2],setpoint[3],vbatLatest,amperageLatest,baroAlt,rssi,gyroADC[0],gyroADC[1],gyroADC[2],gyroUnfilt[0],gyroUnfilt[1],gyroUnfilt[2],accSmooth[0],accSmooth[1],accSmooth[2],motor[0],motor[1],motor[2],motor[3],eRPM[0],eRPM[1],eRPM[2],eRPM[3],flightModeFlags,stateFlags,failsafePhase,rxSignalReceived,rxFlightChannelsValid,GPS_numSat,GPS_coord[0],GPS_coord[1],GPS_altitude,GPS_speed,GPS_ground_course
0,16153283,-7,17,-7,0,0,0,0,1,0,0,0,1,0,-3,1000,-4,11,0,0,1563,188,-767,658,1,0,2,-1,-1,-2,87,36,2023,251,159,200,158,459,328,413,291,,,,,,,,,,,
1,16155252,-5,18,0,0,0,0,4,4,0,0,0,1,0,-3,1000,-4,11,0,0,1563,186,-768,652,1,1,-1,-3,-37,9,80,40,2062,251,159,202,153,460,368,412,292,3,0,0,1,1,,,,,,
2,16157221,-7,18,-1,0,0,0,-1,1,0,0,0,1,0,-3,1000,-4,11,0,0,1562,185,-767,652,5,1,0,3,-44,30,96,47,2069,241,159,200,152,464,369,452,293,3,0,0,1,1,,,,,,
3,16159189,-6,20,-4,0,0,0,2,4,0,0,0,1,0,-3,1000,-4,11,0,0,1563,161,-766,652,6,0,0,1,-15,25,79,46,2042,229,159,199,154,466,369,492,293,3,0,0,1,1,,,,,,
4,16161158,-5,19,-1,0,0,0,4,3,0,0,0,1,0,-3,1000,-4,11,0,0,1563,159,-767,647,6,-1,-5,-17,-49,24,70,35,2084,246,159,202,147,466,409,491,291,3,0,0,1,1,,,,,,
5,16163128,-7,20,0,0,0,0,-3,3,0,0,0,1,0,-3,1000,-4,11,0,0,1563,161,-767,647,7,0,5,6,7,18,110,93,2063,227,159,196,156,469,449,490,290,3,0,0,1,1,,,,,,
6,16165098,-5,20,-6,0,0,0,4,5,0,0,0,1,0,-3,1000,-4,11,0,0,1563,160,-768,654,5,0,1,13,-21,13,73,3,2055,239,160,203,153,469,489,491,292,3,0,0,1,1,,,,,,
7,16167067,-6,20,1,0,0,0,1,4,0,0,0,1,0,-3,1000,-4,11,0,0,1563,159,-767,645,7,0,-7,-11,-34,19,62,58,2057,216,160,199,151,469,529,492,291,3,0,0,1,1,,,,,,
8,16169035,-8,19,-2,0,0,0,-3,5,0,0,0,1,0,-3,1000,-4,11,0,0,1564,165,-766,645,11,1,-3,10,-20,29,67,71,2088,235,160,198,149,469,530,455,323,3,0,0,1,1,,,,,,
9,16172971,-6,20,-4,0,0,0,2,4,0,0,0,1,0,-3,1000,-4,11,0,0,1564,164,-767,643,8,0,-9,3,-34,35,46,37,2071,231,163,202,154,469,570,455,324,3,0,0,1,1,,,,,,
