loopIteration,time,axisP[0],axisP[1],axisP[2],axisI[0],axisI[1],axisI[2],axisD[0],axisD[1],axisD[2],axisF[0],axisF[1],axisF[2],rcCommand[0],rcCommand[1],rcCommand[2],rcCommand[3],setpoint[0],setpoint[1],setpoint[2],setpoint[3],vbatLatest,amperageLatest,baroAlt,rssi,gyroADC[0],gyroADC[1],gyroADC[2],gyroUnfilt[0],gyroUnfilt[1],gyroUnfilt[2],accSmooth[0],accSmooth[1],accSmooth[2],motor[0],motor[1],motor[2],motor[3],eRPM[0],eRPM[1],eRPM[2],eRPM[3],flightModeFlags,stateFlags,failsafePhase,rxSignalReceived,rxFlightChannelsValid,GPS_numSat,GPS_coord[0],GPS_coord[1],GPS_altitude,GPS_speed,GPS_ground_course
0,6975906,4,19,-5,0,0,0,1,3,-7,0,0,0,1,1,-3,1000,4,13,0,0,1566,205,-250,676,1,-1,6,-2,-1,6,114,-20,2053,286,148,259,217,419,267,457,316,,,,,,,,,,,
1,6977874,6,18,-4,0,0,0,5,-2,0,0,0,0,1,1,-3,1000,4,13,0,0,1564,201,-197,675,2,-5,6,0,-7,-2,99,-27,1997,286,145,250,223,421,266,454,356,3,0,0,1,1,,,,,,
2,6979837,6,18,1,0,0,0,0,-1,-1,0,0,0,1,1,-3,1000,4,13,0,0,1564,200,-196,671,3,-3,5,-10,-3,-8,79,-7,2026,249,151,255,225,429,306,456,354,3,0,0,1,1,,,,,,
3,6981800,4,18,-5,0,0,0,-2,1,-6,0,0,0,1,1,-3,1000,4,13,0,0,1564,201,-197,677,1,-4,12,-5,41,1,162,-25,1979,293,138,252,224,426,346,457,354,3,0,0,1,1,,,,,,
4,6983762,7,18,-4,0,0,0,5,0,0,0,0,0,1,1,-3,1000,4,13,0,0,1564,200,-197,675,0,-4,1,8,-14,-3,87,-16,2049,289,149,253,219,423,386,457,355,3,0,0,1,1,,,,,,
5,6985725,7,17,0,0,0,0,2,-4,0,0,0,0,1,1,-3,1000,4,13,0,0,1563,199,-198,676,-3,-3,6,4,-2,-11,121,-77,2014,261,104,255,221,427,388,497,354,3,0,0,1,1,,,,,,
6,6987688,6,17,-4,0,0,0,-2,-1,-9,0,0,0,1,1,-3,1000,4,13,0,0,1561,200,-251,677,-1,2,5,7,-3,-4,141,-49,2106,272,109,277,213,426,392,495,394,3,0,0,1,1,,,,,,
7,6989654,90,14,5,-2,1,1,-1,-3,-12,40,-1,0,1,1,-3,1000,4,13,0,0,1565,198,-242,677,-2,0,5,5,-2,-7,131,-64,2058,265,100,261,208,428,378,495,409,3,0,0,1,1,,,,,,
8,6991620,91,14,11,-2,1,1,4,-5,-1,40,-1,0,1,1,-3,1000,4,13,0,0,1564,197,-242,677,-8,0,7,-2,16,-63,141,-141,2090,296,57,279,210,424,381,535,410,3,0,0,1,1,,,,,,
64,7007399,7,18,5,0,0,0,3,-2,-1,0,0,0,1,1,-3,1000,4,13,0,0,1565,205,-250,676,-1,0,-2,-1,1,5,95,-35,2055,200,148,254,175,430,266,455,322,3,0,0,1,1,,,,,,
65,7009368,6,18,0,0,0,0,-2,-4,-9,0,0,0,1,1,-3,1000,4,13,0,0,1565,206,-250,681,0,-1,1,-26,27,5,134,-35,2022,228,139,254,182,426,306,454,321,3,0,0,1,1,,,,,,
66,7011338,4,19,-1,0,0,0,-2,1,-3,0,0,0,1,1,-3,1000,4,13,0,0,1564,205,-249,681,0,0,-1,-18,32,3,120,-32,2038,220,108,254,178,422,308,494,320,3,0,0,1,1,,,,,,
67,7013308,6,19,3,0,0,0,3,-3,-1,0,0,0,1,1,-3,1000,4,13,0,0,1562,206,-231,679,-1,-5,-1,-22,27,8,100,-44,1982,224,156,253,185,422,305,497,360,3,0,0,1,1,,,,,,
68,7015277,5,19,-1,0,0,0,-2,-2,-8,0,0,0,1,1,-3,1000,4,13,0,0,1562,207,-231,683,-1,-1,4,-27,41,0,156,-38,1979,248,128,253,184,418,345,497,360,3,0,0,1,1,,,,,,
69,7017246,5,19,-1,0,0,0,0,-1,-1,0,0,0,1,1,-3,1000,4,13,0,0,1562,207,-231,683,0,-3,-5,-49,50,3,112,-41,1986,218,142,253,183,419,385,498,359,3,0,0,1,1,,,,,,
70,7019214,5,20,1,0,0,0,-1,2,-5,0,0,0,1,1,-3,1000,4,13,0,0,1561,208,-230,682,-2,-2,-2,-32,80,-21,122,-27,1993,259,122,257,183,416,389,538,360,3,0,0,1,1,,,,,,
71,7021181,7,19,-3,0,0,0,2,-3,-6,0,0,0,1,1,-3,1000,4,13,0,0,1560,207,-231,683,2,-3,-1,-43,46,-2,114,-35,1978,233,196,257,187,419,384,578,360,3,0,0,1,1,,,,,,
72,7023149,6,19,0,0,0,0,-4,1,-2,0,0,0,1,1,-3,1000,4,13,0,0,1561,142,-230,684,-3,-2,-2,-38,51,-15,115,-56,1987,224,91,259,183,421,389,541,424,3,0,0,1,1,,,,,,
73,7027085,7,20,-1,0,0,0,-1,1,-4,0,0,0,1,1,-3,1000,4,13,0,0,1561,142,-230,684,1,-2,-1,-30,50,-1,108,-62,1979,236,141,258,179,419,429,542,424,3,0,0,1,1,,,,,,
74,7031020,8,21,-3,0,0,0,0,2,-4,0,0,0,1,1,-3,1000,4,13,0,0,1561,142,-231,686,-2,-2,-4,-31,12,-3,133,-59,2001,266,116,260,183,415,469,542,425,3,0,0,1,1,,,,,,
75,7034956,8,21,0,0,0,0,-2,1,1,0,0,0,1,1,-3,1000,4,13,0,0,1561,141,-231,682,1,-2,-5,-56,37,-9,62,-60,1975,202,129,257,182,420,509,541,423,3,0,0,1,1,,,,,,
76,7038892,6,23,-4,0,0,0,-8,7,-8,0,0,0,1,1,-3,1000,4,13,0,0,1561,143,-231,687,0,-2,4,-26,61,-1,172,-64,1965,231,115,259,182,421,549,542,423,3,0,0,1,1,,,,,,
77,7042827,9,23,-6,0,0,0,2,5,0,0,0,0,1,1,-3,1000,4,13,0,0,1562,279,-232,686,0,-3,0,-48,59,-27,102,-72,1966,270,174,263,184,417,543,582,423,3,0,0,1,1,,,,,,
78,7046763,8,22,0,0,0,0,-3,4,1,0,0,0,1,1,-3,1000,4,13,0,0,1562,278,-231,681,0,-1,2,-44,27,-7,73,-53,1943,192,151,261,186,422,583,581,422,3,0,0,1,1,,,,,,
79,7050700,8,22,-4,0,0,0,-5,5,-6,0,0,0,1,1,-3,1000,4,13,0,0,1562,278,-231,685,3,-1,6,-55,101,-6,139,-70,1933,258,153,261,187,420,623,581,420,3,0,0,1,1,,,,,,
80,7054636,8,23,-6,0,0,0,-3,9,-2,0,0,0,1,1,-3,1000,4,13,0,0,1561,277,-230,684,2,-3,4,-55,75,-28,97,-30,1938,253,162,261,186,415,619,544,516,3,0,0,1,1,,,,,,
81,7060540,10,22,0,0,0,0,2,6,4,0,0,0,1,1,-3,1000,4,13,0,0,1561,275,-230,679,4,0,3,-65,68,-29,54,-50,1947,233,165,260,186,418,659,544,516,3,0,0,1,1,,,,,,
82,7066445,7,22,-4,0,0,0,-7,9,-9,0,0,0,1,1,-3,1000,4,13,0,0,1561,277,-229,686,3,-2,11,-71,97,-29,134,-45,1881,248,157,258,192,418,699,543,514,3,0,0,1,1,,,,,,
83,7072351,8,22,-8,0,0,0,-1,9,-1,0,0,0,1,1,-3,1000,4,13,0,0,1561,278,-229,687,4,-1,1,-56,92,-40,114,-47,1941,261,157,260,185,416,739,542,515,3,0,0,1,1,,,,,,
84,7078257,9,21,-2,0,0,0,1,7,1,0,0,0,1,1,-3,1000,4,13,0,0,1560,277,-229,687,-3,-3,6,-65,105,-85,134,-106,1925,277,123,266,187,413,745,582,516,3,0,0,1,1,,,,,,
85,7084162,8,20,-4,0,0,0,-1,4,-6,0,0,0,1,1,-3,1000,4,13,0,0,1559,278,-230,687,4,0,4,-55,90,-43,128,-49,1926,245,175,259,186,420,741,622,516,3,0,0,1,1,,,,,,
86,7090068,6,20,-6,0,0,0,-6,8,-3,0,0,0,1,1,-3,1000,4,13,0,0,1559,279,-230,689,-1,-1,2,-71,122,-64,163,-77,1911,244,146,262,188,420,781,621,516,3,0,0,1,1,,,,,,
87,7095974,7,20,-2,0,0,0,-1,6,1,0,0,0,1,1,-3,1000,4,13,0,0,1559,278,-230,685,1,-1,1,-50,91,-46,97,-53,1950,229,166,259,182,424,821,622,517,3,0,0,1,1,,,,,,
88,7101880,8,20,-5,0,0,0,-2,6,-9,0,0,0,1,1,-3,1000,4,13,0,0,1559,277,-230,689,-1,0,6,-66,116,-53,173,-70,1929,290,155,260,189,420,784,750,3551457,3,0,0,1,1,,,,,,
89,7109755,7,19,-5,0,0,0,-6,4,-1,0,0,0,1,1,-3,1000,4,13,0,0,1558,276,-228,690,-3,2,3,-64,92,-47,130,-110,1939,222,106,258,186,424,782,790,3551456,3,0,0,1,1,,,,,,
90,7117630,6,19,-2,0,0,0,-7,6,-4,0,0,0,1,1,-3,1000,4,13,0,0,1557,277,-228,690,-4,0,4,-62,121,-58,155,-68,1951,288,121,259,187,420,787,830,3551457,3,0,0,1,1,,,,,,
91,7125504,8,17,-5,0,0,0,-4,0,-6,0,0,0,1,1,-3,1000,4,13,0,0,1557,276,-228,693,-4,2,3,-60,95,-48,133,-103,1934,309,114,261,190,415,827,831,3551456,3,0,0,1,1,,,,,,
92,7133377,8,17,-4,0,0,0,-6,3,-3,0,0,0,1,1,-3,1000,4,13,0,0,1557,276,-228,691,-4,1,1,-72,109,-58,135,-85,1938,257,118,259,192,418,867,831,3551455,3,0,0,1,1,,,,,,
93,7141251,7,18,-3,0,0,0,-7,4,-5,0,0,0,1,1,-3,1000,4,13,0,0,1557,277,-228,690,-2,0,4,-49,121,-39,145,-83,1939,274,114,259,189,420,907,830,3551455,3,0,0,1,1,,,,,,
94,7149125,7,19,-7,0,0,0,-4,5,-7,0,0,0,1,1,-3,1000,4,13,0,0,1556,273,-228,689,0,-2,2,-60,119,-49,144,-44,1929,281,166,260,191,420,902,870,3551456,3,0,0,1,1,,,,,,
95,7156998,7,17,-2,0,0,0,-6,-1,1,0,0,0,1,1,-3,1000,4,13,0,0,1556,271,-226,683,0,1,-3,-63,85,-59,33,-63,1903,222,148,258,193,424,942,870,3551454,3,0,0,1,1,,,,,,
96,7164872,5,18,-4,0,0,0,-10,4,-9,0,0,0,1,1,-3,1000,4,13,0,0,1556,273,-227,687,0,-2,12,-68,130,-44,160,-61,1895,245,149,257,195,426,905,1030,7118141,3,0,0,1,1,,,,,,
97,7174714,6,18,-7,0,0,0,-5,3,-3,0,0,0,1,1,-3,1000,4,13,0,0,1556,272,-228,687,1,1,-4,-54,92,-53,81,-62,1918,244,151,262,193,421,945,1031,7118141,3,0,0,1,1,,,,,,
98,7184555,8,18,-3,0,0,0,-3,3,0,0,0,0,1,1,-3,1000,4,13,0,0,1555,270,-229,687,-6,-3,4,-63,92,-93,126,-123,1906,253,112,266,193,421,951,1071,7118142,10,2,0,1,1,,,,,,
99,7194395,8,18,-2,0,0,0,-8,3,-6,0,0,0,1,1,-3,1000,4,13,0,0,1554,271,-229,688,0,3,0,-53,86,-49,95,-84,1912,216,131,259,192,425,950,1111,7118142,10,2,0,1,1,,,,,,
100,7204236,8,20,-8,0,0,0,-6,10,-9,0,0,0,1,1,-3,1000,4,13,0,0,1554,273,-231,695,-5,-1,2,-41,116,-74,212,-103,1934,283,113,261,189,421,990,1110,7118145,10,2,0,1,1,,,,,,
101,7214077,10,19,-1,0,0,0,-3,6,4,0,0,0,1,1,-3,1000,4,13,0,0,1554,271,-231,686,-2,0,-9,-47,51,-60,32,-93,1948,198,134,259,186,422,1030,1111,7118144,10,2,0,1,1,,,,,,
102,7223917,9,18,-2,0,0,0,-9,5,-9,0,0,0,1,1,-3,1000,4,13,0,0,1554,272,-231,690,-4,1,9,-56,118,-62,144,-109,1880,233,120,259,193,423,1070,1112,7118143,10,2,0,1,1,119,33,0,-46,10,1
103,7233756,8,18,-8,0,0,0,-8,5,-6,0,0,0,1,1,-3,1000,4,13,0,0,1553,270,-230,691,2,3,1,-57,105,-70,84,-58,1912,209,165,252,193,423,1065,1152,7118143,10,2,0,1,1,119,33,0,-46,10,1
104,7243596,10,20,-4,0,0,0,-3,9,0,0,0,0,1,1,-3,1000,4,13,0,0,1552,271,-231,690,-6,-2,4,-58,114,-78,123,-109,1896,278,106,260,192,417,1070,1115,7118335,10,2,0,1,1,119,33,0,-46,10,1
105,7255404,11,20,-2,0,0,0,-3,7,-4,0,0,0,1,1,-3,1000,4,13,0,0,1552,270,-231,691,1,2,3,-46,103,-81,103,-83,1901,256,135,254,198,415,1110,1116,7118334,10,2,0,1,1,119,33,0,-46,10,1
106,7267211,9,21,-8,0,0,0,-7,14,-9,0,0,0,1,1,-3,1000,4,13,0,0,1552,271,-231,697,-4,-1,6,-58,147,-77,201,-96,1881,290,111,257,194,413,1150,1116,7118335,10,2,0,1,1,119,33,0,-46,10,1
107,7279019,9,22,-2,0,0,0,-4,13,3,0,0,0,1,1,-3,1000,4,13,0,0,1551,269,-231,696,-7,1,4,-59,144,-100,145,-162,1892,303,73,259,196,406,1151,1156,7118334,10,2,0,1,1,119,33,0,-46,10,1
12,65,35,35,-27,8,0,1,6,40,0,1,-1,-1,0,1,-4,23,0,0,0,0,1567,0,0,2,3,-3,0,9,-11,1,6,-4,-18,115,136,115,115,12,2,80,2,10,2,0,1,1,119,33,0,-46,10,1
13,64,34,35,-30,8,0,1,6,40,5,1,-1,-1,0,1,-4,23,0,0,0,0,1567,-1,1,4,6,-1,-6,-2,-3,-11,21,-4,-23,134,133,116,117,7,42,80,1,10,2,0,1,1,119,33,0,-46,10,1
14,64,34,37,-27,8,0,1,7,46,6,1,-1,-1,0,1,-4,23,0,0,0,0,1567,-1,0,1,3,-2,-2,9,-5,21,25,1,14,87,135,114,114,11,82,79,1,10,2,0,1,1,119,33,0,-46,10,1
15,65,35,38,-27,8,0,1,10,45,4,1,-1,-1,0,1,-4,23,0,0,0,0,1567,-1,-1,2,4,-1,-3,23,-22,14,19,-3,-1,136,138,114,119,7,122,78,3,10,2,0,1,1,119,33,0,-46,10,1
16,66,34,37,-29,8,0,1,7,43,4,1,-1,-1,0,1,-4,23,0,0,0,0,1566,-3,-2,2,5,-2,-2,16,-43,13,22,0,6,96,152,113,116,8,120,41,227,10,2,0,1,1,119,33,0,-46,10,1
17,2035,33,39,-26,8,0,1,3,49,8,1,-1,-1,0,1,-4,23,0,0,0,0,1564,0,9,3,2,-4,-1,19,-33,41,16,6,47,156,196,102,116,8,120,48,267,10,2,0,1,1,119,33,0,-46,10,1
18,4005,35,39,-29,8,0,1,10,47,1,1,-1,-1,0,1,-4,23,0,0,0,0,1564,-1,9,8,1,-2,3,17,-34,20,42,-22,42,193,176,107,116,6,160,47,268,10,2,0,1,1,119,33,0,-46,10,1
19,5975,34,38,-27,8,0,1,8,45,10,1,-1,-1,0,1,-4,23,0,0,0,0,1564,-2,10,4,2,-2,-6,23,-53,38,-42,-8,12,131,189,105,118,4,200,48,268,10,2,0,1,1,119,33,0,-46,10,1
20,7944,33,38,-26,8,0,1,2,47,4,1,-1,-1,0,1,-4,23,0,0,0,0,1564,0,10,3,1,-2,6,13,-17,34,40,3,28,146,178,105,116,8,240,48,266,10,2,0,1,1,119,33,0,-46,10,1
21,9914,34,38,-31,8,0,1,7,48,3,1,-1,-1,0,1,-4,23,0,0,0,0,1563,-1,10,2,7,-1,0,15,-19,38,-10,46,7,146,238,103,119,10,234,88,265,34,13,0,0,0,119,33,0,-46,10,1
22,11885,37,37,-25,8,0,1,12,46,10,1,-1,-1,0,1,-4,23,0,0,0,0,1564,64,8,3,-3,-3,3,10,-26,12,18,-63,17,184,180,115,116,8,236,128,264,34,13,0,0,0,119,33,0,-46,10,1
23,13856,34,36,-26,8,0,1,4,46,2,1,-1,-1,0,1,-4,23,0,0,0,0,1564,66,9,6,4,-1,7,11,-13,11,26,-4,-52,147,204,108,120,10,276,129,262,34,13,0,0,0,119,33,0,-46,10,1
24,15826,35,36,-32,8,0,1,8,48,1,1,-1,-1,0,1,-4,23,0,0,0,0,1564,67,9,12,-1,-3,7,22,9,16,95,-35,9,222,185,110,113,6,239,385,-3613666,34,13,0,0,0,119,33,0,-46,10,1
25,19765,35,36,-24,8,0,1,10,48,12,1,-1,-1,0,1,-4,23,0,0,0,0,1563,66,9,12,-7,-3,9,10,13,-37,67,-84,-6,204,138,120,115,3,242,425,-3613667,34,13,0,0,0,119,33,0,-46,10,1
26,23705,35,35,-26,8,0,1,7,46,-2,1,-1,-1,0,1,-4,23,0,0,0,0,1563,65,9,17,-4,-2,20,4,51,-15,107,-78,-32,245,158,114,118,5,282,424,-3613668,34,13,0,0,0,119,33,0,-46,10,1
27,27645,33,34,-30,8,0,1,3,47,5,1,-1,-1,0,1,-4,23,0,0,0,0,1564,-23,10,18,-2,0,15,2,36,-26,80,-60,-19,185,139,114,118,9,277,464,-3613667,34,13,0,0,0,119,33,0,-46,10,1
28,31584,34,34,-25,8,0,1,9,47,7,1,-1,-1,0,1,-4,23,0,0,0,0,1564,-24,9,13,-6,-2,17,20,31,-3,57,-68,30,191,151,113,109,13,317,464,-3613665,34,13,0,0,0,119,33,0,-46,10,1
29,35524,34,33,-26,8,0,1,7,44,3,1,-1,-1,0,1,-4,23,0,0,0,0,1564,-25,10,15,-3,0,17,12,22,-15,72,-66,-15,222,144,115,118,7,357,463,-3613666,34,13,0,0,0,119,33,0,-46,10,1
30,39464,32,32,-28,8,0,1,4,46,3,1,-1,-1,0,1,-4,23,0,0,0,0,1564,-24,10,17,-4,0,18,-3,60,-9,86,-67,-21,187,145,113,115,9,397,464,-3613665,34,13,0,0,0,119,33,0,-46,10,1
31,43403,32,31,-24,8,0,1,6,46,8,1,-1,-1,0,1,-4,23,0,0,0,0,1563,-23,10,17,-7,1,18,-1,60,-40,71,-102,-10,233,123,117,115,5,397,504,-3613665,34,13,0,0,0,119,33,0,-46,10,1
32,47331,33,31,-27,8,0,1,46,47,10,0,-4,-1,0,1,-4,23,0,0,0,0,1563,-23,11,29,-6,-1,22,-4,59,-17,78,-73,0,236,125,114,170,5,397,505,-3613668,34,13,0,0,0,119,33,0,-46,10,1
576,7259349,7,17,-4,0,0,0,5,-4,-8,0,0,0,1,1,-3,1000,4,13,0,0,1563,194,-232,676,-1,0,5,-1,1,3,85,-18,2042,250,148,250,246,418,270,456,314,34,13,0,0,0,119,33,0,-46,10,1
577,7261317,7,16,-4,0,0,0,2,-7,1,0,0,0,1,1,-3,1000,4,13,0,0,1563,194,-231,672,2,0,-3,-10,-13,-5,32,-18,2014,198,150,250,250,415,310,457,312,34,13,0,0,0,119,33,0,-46,10,1
578,7263284,6,17,-3,0,0,0,2,0,-5,0,0,0,1,1,-3,1000,4,13,0,0,1563,195,-233,671,-1,0,8,9,22,1,104,-13,2062,201,146,249,242,420,350,457,313,34,13,0,0,0,119,33,0,-46,10,1
579,7265252,7,16,-6,0,0,0,4,-5,-3,0,0,0,1,1,-3,1000,4,13,0,0,1562,193,-233,672,2,-1,2,-5,24,-30,80,-24,2026,185,188,251,251,422,346,497,312,34,13,0,0,0,119,33,0,-46,10,1
580,7267221,7,15,-2,0,0,0,2,-6,-2,0,0,0,1,1,-3,1000,4,13,0,0,1562,193,-233,669,-1,1,7,-30,31,-17,41,-18,2025,149,174,249,250,428,386,496,312,34,13,0,0,0,115,0,-17,-34,14,4
581,7269190,6,15,-3,0,0,0,-2,-4,-5,0,0,0,1,1,-3,1000,4,13,0,0,1563,163,-233,669,2,3,4,-16,50,-7,52,15,2025,157,188,243,248,426,386,536,316,34,13,0,0,0,115,0,-17,-34,14,4
582,7271153,7,15,-4,0,0,0,1,-7,-4,0,0,0,1,1,-3,1000,4,13,0,0,1563,164,-234,670,-2,2,6,-20,50,-6,59,-1,2040,174,180,246,247,424,426,537,317,34,13,0,0,0,115,0,-17,-34,14,4
583,7273118,10,13,-1,0,0,0,4,-13,-1,0,0,0,1,1,-3,1000,4,13,0,0,1562,161,-236,672,-3,3,5,-23,49,-51,73,-68,2032,169,188,250,246,427,424,577,316,34,13,0,0,0,115,0,-17,-34,14,4
584,7275084,8,12,-3,0,0,0,-2,-11,-7,0,0,0,1,1,-3,1000,4,13,0,0,1561,164,-234,672,0,3,5,-14,35,2,55,8,2036,138,165,239,245,429,428,540,636,34,13,0,0,0,115,0,-17,-34,14,4
585,7279020,7,12,-5,0,0,0,-1,-10,-5,0,0,0,1,1,-3,1000,4,13,0,0,1561,165,-235,673,-1,3,0,9,25,-27,71,-30,2044,155,173,243,240,425,468,537,637,34,13,0,0,0,115,0,-17,-34,14,4
586,7282957,9,11,-1,0,0,0,4,-13,-1,0,0,0,1,1,-3,1000,4,13,0,0,1562,201,-236,673,-3,0,2,-3,13,-44,62,-64,2040,177,171,245,242,425,470,577,637,34,13,0,0,0,115,0,-17,-34,14,4
587,7286895,8,10,0,0,0,0,-2,-12,-6,0,0,0,1,1,-3,1000,4,13,0,0,1562,201,-235,673,2,1,4,1,19,-33,62,-47,2006,149,169,243,244,427,510,576,635,34,13,0,0,0,115,0,-17,-34,14,4
588,7290833,6,10,-5,0,0,0,-3,-12,-7,0,0,0,1,1,-3,1000,4,13,0,0,1561,198,-234,673,5,0,3,1,17,1,63,5,2023,145,194,238,243,427,509,616,636,34,13,0,0,0,115,0,-17,-34,14,4
589,7294770,8,10,0,0,0,0,4,-14,0,0,0,0,1,1,-3,1000,4,13,0,0,1560,200,-236,673,-3,0,2,-7,34,-81,55,-97,2014,188,160,249,243,425,512,656,636,34,13,0,0,0,115,0,-17,-34,14,4
590,7298708,8,10,0,0,0,0,2,-14,-8,0,0,0,1,1,-3,1000,4,13,0,0,1560,199,-236,675,0,1,9,-18,44,-27,87,-46,2012,190,172,242,246,425,552,655,634,0,42,1,1,1,115,0,-17,-34,14,4
591,7302654,57,10,-37,-2,-1,0,-4,-14,-3,-3,40,0,6,1,-3,1000,4,13,0,0,1555,200,-235,675,-1,0,5,-12,39,-52,71,-68,2015,188,165,239,269,427,577,655,594,0,42,1,1,1,115,0,-17,-34,14,4
592,7306601,56,12,-38,-2,-1,0,-4,-9,1,-3,40,0,6,1,-3,1000,4,13,0,0,1556,205,-234,674,0,0,6,-17,50,-28,80,-40,2013,197,141,240,256,424,578,695,593,0,42,1,1,1,115,0,-17,-34,14,4
704,7322336,7,18,2,0,0,0,8,1,6,0,0,0,1,1,-3,1000,4,13,0,0,1563,205,-232,676,-1,0,-3,-2,0,-2,89,-45,2040,192,148,284,176,417,263,442,318,0,42,1,1,1,115,0,-17,-34,14,4
705,7324305,7,17,3,0,0,0,5,-3,2,0,0,0,1,1,-3,1000,4,13,0,0,1562,207,-232,677,0,1,-2,0,13,-9,95,-52,2040,162,148,286,177,417,260,482,317,0,42,1,1,1,115,0,-17,-34,14,4
706,7326275,7,17,-1,0,0,0,3,-2,1,0,0,0,1,1,-3,1000,4,13,0,0,1562,207,-232,682,0,1,1,-21,36,6,149,-48,2030,201,141,285,177,417,300,481,316,0,42,1,1,1,115,0,-17,-34,14,4
707,7328245,6,18,3,0,0,0,3,1,8,0,0,0,1,1,-3,1000,4,13,0,0,1562,208,-232,676,1,1,-6,16,-3,-1,88,-28,2054,136,148,285,176,420,340,482,316,0,42,1,1,1,115,0,-17,-34,14,4
708,7330214,8,18,1,0,0,0,8,-1,1,0,0,0,1,1,-3,1000,4,13,0,0,1564,217,-233,675,3,-1,-2,5,36,12,125,-18,2022,181,187,283,177,419,337,522,316,0,42,1,1,1,115,0,-17,-34,14,4
709,7332184,7,17,1,0,0,0,3,-4,6,0,0,0,1,1,-3,1000,4,13,0,0,1563,216,-233,677,1,3,-2,2,6,-22,89,-64,2038,113,141,287,178,422,335,562,315,0,42,1,1,1,115,0,-17,-34,14,4
710,7334154,6,17,2,0,0,0,3,0,5,0,0,0,1,1,-3,1000,4,13,0,0,1562,219,-233,677,1,1,-2,10,23,34,123,-23,2032,162,147,283,175,422,341,602,318,0,42,1,1,1,115,0,-17,-34,14,4
711,7336119,5,18,1,0,0,0,2,0,4,0,0,0,1,1,-3,1000,4,13,0,0,1562,220,-234,678,0,2,-5,28,7,28,127,-44,2036,151,142,287,173,418,381,605,319,0,42,1,1,1,115,0,-17,-34,14,4
712,7338083,7,17,1,0,0,0,6,-4,7,0,0,0,1,1,-3,1000,4,13,0,0,1562,219,-233,677,-1,1,-4,-4,7,13,98,-33,2047,178,148,284,176,418,344,989,3677234,0,42,1,1,1,115,0,-17,-34,14,4
713,7342016,5,16,4,0,0,0,0,-3,6,0,0,0,1,1,-3,1000,4,13,0,0,1562,220,-233,677,3,0,-3,16,6,3,132,-10,2035,151,147,284,177,422,384,988,3677232,0,42,1,1,1,115,0,-17,-34,14,4
714,7345949,5,16,-2,0,0,0,3,-1,0,0,0,0,1,1,-3,1000,4,13,0,0,1562,221,-234,683,-1,-1,4,15,40,11,191,-45,2043,206,140,285,175,420,424,989,3677234,0,42,1,1,1,115,0,-17,-34,14,4
715,7349881,7,15,2,0,0,0,8,-6,10,0,0,0,1,1,-3,1000,4,13,0,0,1561,219,-236,684,-5,2,1,4,29,-40,148,-110,2039,210,135,289,179,419,423,1029,3677236,0,42,1,1,1,115,0,-17,-34,14,4
716,7353810,7,16,4,0,0,0,4,-3,3,0,0,0,1,1,-3,1000,4,13,0,0,1561,219,-236,683,-5,0,10,-10,41,-20,183,-73,2023,183,135,286,178,426,463,1030,3677234,0,42,1,1,1,115,0,-17,-34,14,4
717,7357737,-28,29,-3,0,0,0,7,-4,43,0,-1,1,4,1,-3,1000,4,13,0,0,1561,219,-236,683,-5,2,5,1,39,-30,163,-73,2064,200,195,285,172,446,453,1031,3677234,0,42,1,1,1,115,0,-17,-34,14,4
718,7361665,-28,29,-6,0,0,0,8,-2,45,0,-1,1,4,1,-3,1000,4,13,0,0,1561,220,-236,686,-4,1,2,9,29,-23,208,-73,2057,207,164,284,171,443,493,1030,3677235,0,42,1,1,1,115,0,-17,-34,14,4
719,7365593,-26,28,-2,0,0,0,13,-7,52,0,-1,1,4,1,-3,1000,4,13,0,0,1562,367,-237,685,-9,-1,2,2,13,-53,189,-149,2060,229,163,290,171,441,495,1070,3677236,0,42,1,1,1,115,0,-17,-34,14,4
720,7369520,-27,28,-4,0,0,0,6,-6,41,0,-1,1,4,1,-3,1000,4,13,0,0,1562,368,-237,688,-4,-1,8,6,43,-39,228,-111,2012,220,160,287,175,444,535,1071,3677234,0,42,1,1,1,115,0,-17,-34,14,4
