loopIteration,time,axisP[0],axisP[1],axisP[2],axisI[0],axisI[1],axisI[2],axisD[0],axisD[1],axisD[2],axisF[0],axisF[1],axisF[2],rcCommand[0],rcCommand[1],rcCommand[2],rcCommand[3],setpoint[0],setpoint[1],setpoint[2],setpoint[3],vbatLatest,amperageLatest,baroAlt,rssi,gyroADC[0],gyroADC[1],gyroADC[2],gyroUnfilt[0],gyroUnfilt[1],gyroUnfilt[2],accSmooth[0],accSmooth[1],accSmooth[2],motor[0],motor[1],motor[2],motor[3],eRPM[0],eRPM[1],eRPM[2],eRPM[3],flightModeFlags,stateFlags,failsafePhase,rxSignalReceived,rxFlightChannelsValid,GPS_numSat,GPS_coord[0],GPS_coord[1],GPS_altitude,GPS_speed,GPS_ground_course
0,8507973,6,13,1,0,0,0,0,3,6,0,0,0,1,0,-3,1000,3,9,0,0,1233,176,-437,671,-1,0,-3,1,0,-2,60,-25,2049,188,154,240,148,304,216,319,246,,,,,,,,,,,
1,8509941,4,13,3,0,0,0,-5,2,3,0,0,0,1,0,-3,1000,3,9,0,0,1233,178,-437,671,-1,-1,-2,6,3,-7,82,-1,2040,188,154,240,150,309,256,320,245,3,0,0,1,1,,,,,,
2,8511908,6,13,-1,0,0,0,1,1,0,0,0,0,1,0,-3,1000,3,9,0,0,1232,179,-438,671,3,-1,-1,5,-9,-5,67,6,2029,196,211,240,150,311,253,360,245,3,0,0,1,1,,,,,,
3,8513876,6,13,1,0,0,0,-1,2,5,0,0,0,1,0,-3,1000,3,9,0,0,1237,138,-437,671,1,-4,-1,5,-5,-9,77,-4,2002,192,181,204,151,311,253,359,285,3,0,0,1,1,,,,,,
4,8515844,5,15,1,0,0,0,0,8,1,0,0,0,1,0,-3,1000,3,9,0,0,1237,138,-438,671,2,-3,2,17,6,-9,104,-3,2034,189,195,221,149,314,293,360,285,3,0,0,1,1,,,,,,
5,8517811,6,16,-1,0,0,0,2,7,2,0,0,0,1,0,-3,1000,3,9,0,0,1241,139,-438,671,2,-4,1,10,11,-19,110,4,2018,192,213,211,150,314,290,400,285,3,0,0,1,1,,,,,,
6,8519779,4,15,2,0,0,0,-2,4,5,0,0,0,1,0,-3,1000,3,9,0,0,1241,139,-438,668,2,-3,-1,-1,6,-7,71,17,2007,156,208,215,150,316,330,399,284,3,0,0,1,1,,,,,,
7,8521747,5,16,0,0,0,0,2,8,-1,0,0,0,1,0,-3,1000,3,9,0,0,1240,141,-438,668,6,-2,0,10,9,-7,96,49,1991,191,238,208,149,314,329,439,284,3,0,0,1,1,,,,,,
8,8523716,6,17,-1,0,0,0,1,8,4,0,0,0,1,0,-3,1000,3,9,0,0,1243,211,-447,667,3,-3,0,4,5,-4,64,29,1996,173,236,215,149,316,325,436,247,3,0,0,1,1,,,,,,
4112,144,-44,35,-39,149,-108,-160,122,40,1969,-1,1,3,0,-5,-3,0,0,0,0,0,1235,0,1,0,-1,2,1,0,5,6,-11,9,33,48,43,53,47,8,8,80,1,3,0,0,1,1,,,,,,
4113,144,-43,33,-42,149,-108,-160,126,40,1963,-1,1,3,0,-5,-3,0,0,0,0,0,1239,1,1,1,3,-1,1,4,5,4,-5,15,6,24,75,51,46,9,6,120,1,3,0,0,1,1,,,,,,
4114,144,-41,34,-42,149,-108,-160,127,42,1970,-1,1,3,0,-5,-3,0,0,0,0,0,1238,0,0,1,0,0,0,-1,-2,7,-17,6,19,74,61,52,47,5,3,160,2,3,0,0,1,1,,,,,,
4115,143,-43,35,-40,149,-108,-160,122,42,1969,-1,1,3,0,-5,-3,0,0,0,0,0,1238,1,0,-1,2,-1,0,19,15,8,-2,40,3,22,70,50,47,9,43,160,1,3,0,0,1,1,,,,,,
4116,143,-43,35,-44,149,-108,-160,126,42,1965,-1,1,3,0,-5,-3,0,0,0,0,0,1238,2,0,3,-1,1,2,6,3,7,19,4,5,84,64,50,49,7,83,159,3,3,0,0,1,1,,,,,,
4117,143,-42,34,-42,149,-108,-160,126,42,1972,-1,1,3,0,-5,-3,0,0,0,0,0,1238,1,0,0,1,0,-4,-7,-12,-1,-37,22,13,36,70,50,48,5,123,159,1,3,0,0,1,1,,,,,,
