loopIteration,time,axisP[0],axisP[1],axisP[2],axisI[0],axisI[1],axisI[2],axisD[0],axisD[1],axisD[2],axisF[0],axisF[1],axisF[2],rcCommand[0],rcCommand[1],rcCommand[2],rcCommand[3],setpoint[0],setpoint[1],setpoint[2],setpoint[3],vbatLatest,amperageLatest,baroAlt,rssi,gyroADC[0],gyroADC[1],gyroADC[2],gyroUnfilt[0],gyroUnfilt[1],gyroUnfilt[2],accSmooth[0],accSmooth[1],accSmooth[2],motor[0],motor[1],motor[2],motor[3],eRPM[0],eRPM[1],eRPM[2],eRPM[3],flightModeFlags,stateFlags,failsafePhase,rxSignalReceived,rxFlightChannelsValid,GPS_numSat,GPS_coord[0],GPS_coord[1],GPS_altitude,GPS_speed,GPS_ground_course
10,9648595,1,17,-6,0,0,0,5,1,-2,0,0,0,1,0,-3,1000,-1,12,0,0,1204,86,-396,712,1,1,0,-13,5,-19,103,56,2044,217,139,237,190,345,427,423,-4827973,3,0,0,1,1,,,,,,
11,9652532,0,16,-1,0,0,0,2,-2,-3,0,0,0,1,0,-3,1000,-1,12,0,0,1204,86,-395,708,4,0,-1,-5,5,-8,92,112,2036,184,153,233,191,349,467,424,-4827973,3,0,0,1,1,,,,,,
12,9656468,0,15,-7,0,0,0,5,-4,-10,0,0,0,1,0,-3,1000,-1,12,0,0,1204,86,-395,714,1,0,5,-7,19,-16,103,29,1990,229,146,238,193,347,507,424,-4827972,3,0,0,1,1,,,,,,
13,9660405,0,15,-6,0,0,0,5,-2,-1,0,0,0,1,0,-3,1000,-1,12,0,0,1204,86,-394,711,2,0,-5,-21,18,0,66,71,2027,172,147,236,189,346,547,423,-4827972,3,0,0,1,1,,,,,,
14,9664342,-1,15,-3,0,0,0,6,-3,-6,0,0,0,1,0,-3,1000,-1,12,0,0,1205,121,-394,711,0,0,0,-12,31,-14,86,60,2025,217,146,237,187,343,549,463,-4827971,3,0,0,1,1,,,,,,
15,9668278,0,15,-7,0,0,0,7,-5,-8,0,0,0,1,0,-3,1000,-1,12,0,0,1205,120,-394,715,0,0,-1,-21,12,-7,89,44,2011,236,146,239,192,342,589,463,-4827972,38,3,0,0,1,,,,,,
16,9672215,-1,15,-3,0,0,0,3,-3,-2,0,0,0,1,0,-3,1000,-1,12,0,0,1205,120,-393,710,0,1,-4,-47,23,-13,94,113,2048,199,146,236,189,343,552,527,-9671948,38,3,0,0,1,,,,,,
17,9678120,-1,16,-5,0,0,0,7,-2,-11,0,0,0,1,0,-3,1000,-1,12,0,0,1207,111,-393,710,5,-1,-3,-28,31,-4,85,67,1965,180,146,236,189,341,552,567,-9671947,38,3,0,0,1,,,,,,
18,9684024,1,16,-8,0,0,0,10,-3,-6,0,0,0,1,0,-3,1000,-1,12,0,0,1207,110,-393,711,1,1,-5,-37,17,-7,83,84,2023,227,148,241,190,338,592,567,-9671948,38,3,0,0,1,,,,,,
19,9689928,-1,16,-2,0,0,0,3,-3,-3,0,0,0,1,0,-3,1000,-1,12,0,0,1207,111,-393,705,5,1,-9,-41,12,-7,98,152,2026,170,150,235,189,341,632,568,-9671949,38,3,0,0,1,,,,,,
20,9695831,-1,16,-5,0,0,0,5,-4,-13,0,0,0,1,0,-3,1000,-1,12,0,0,1207,112,-393,710,3,2,-2,-20,23,9,80,53,1960,198,147,238,191,342,672,568,-9671948,38,3,0,0,1,,,,,,
21,9701734,4,20,-7,0,0,2,7,-4,-14,0,4,0,1,0,-3,1000,-1,12,0,0,1207,112,-394,710,5,0,-6,-33,9,11,99,98,1988,221,176,237,193,341,669,608,-9671949,38,3,0,0,1,,,,,,
22,9707637,3,21,-3,0,0,2,3,-2,-13,0,4,0,1,0,-3,1000,-1,12,0,0,1211,113,-393,709,-1,2,-5,-27,29,9,89,88,2021,239,137,239,189,339,671,648,-9671948,38,3,0,0,1,,,,,,
23,9713539,3,21,-6,0,0,2,5,-4,-19,0,4,0,1,0,-3,1000,-1,12,0,0,1211,113,-393,713,1,1,-2,-24,16,6,81,52,1959,242,155,238,194,338,711,648,-9671947,38,3,0,0,1,,,,,,
24,9719442,1,21,-6,0,0,2,2,-4,-14,0,4,0,1,0,-3,1000,-1,12,0,0,1211,113,-392,713,0,1,-4,-42,29,11,78,83,1983,221,144,238,190,337,674,744,-4812225,38,3,0,0,1,,,,,,
25,9727314,1,22,-5,0,0,2,3,-2,-17,0,4,0,1,0,-3,1000,-1,12,0,0,1211,112,-393,713,-1,0,-1,-10,29,12,82,52,1970,231,146,236,187,337,714,743,-4812225,38,3,0,0,1,,,,,,
26,9735186,2,22,-7,0,0,2,5,-3,-17,0,4,0,1,0,-3,1000,-1,12,0,0,1211,112,-394,716,-1,0,-2,-15,26,16,83,55,1973,256,148,240,190,335,754,744,-4812224,38,3,0,0,1,,,,,,
27,9743057,1,21,-4,0,0,2,-1,-6,-13,0,4,0,1,0,-3,1000,-1,12,0,0,1211,112,-393,712,0,0,-4,-38,16,10,59,89,1964,215,149,236,188,335,794,744,-4812226,38,3,0,0,1,,,,,,
28,9750928,1,22,-5,0,0,2,1,-2,-18,0,4,0,1,0,-3,1000,-1,12,0,0,1211,113,-394,713,1,0,-1,-16,26,1,111,61,1980,235,143,236,188,337,834,745,-4812225,38,3,0,0,1,,,,,,
29,9758798,2,21,-8,0,0,2,5,-4,-17,0,4,0,1,0,-3,1000,-1,12,0,0,1211,112,-393,716,-1,0,-1,-21,22,15,70,54,1972,260,149,240,190,335,874,745,-4812224,38,3,0,0,1,,,,,,
30,9766669,2,21,-5,0,0,2,1,-5,-13,0,4,0,1,0,-3,1000,-1,12,0,0,1211,111,-393,712,-1,0,-4,-32,27,7,66,73,1975,213,148,238,189,335,914,744,-4812225,38,3,0,0,1,,,,,,
31,9774540,2,21,-5,0,0,2,1,-3,-17,0,4,0,1,0,-3,1000,-1,12,0,0,1211,111,-393,713,0,0,1,-15,20,4,84,62,1969,236,145,237,190,336,954,745,-4812225,38,3,0,0,1,,,,,,
32,9782410,2,21,-7,0,0,2,2,-5,-17,0,4,0,1,0,-3,1000,-1,12,0,0,1206,112,-392,713,0,2,-1,-23,24,-10,76,65,1967,211,133,251,187,338,955,743,-4812262,38,3,0,0,1,,,,,,
33,9792249,2,22,-6,0,0,2,1,-2,-14,0,4,0,1,0,-3,1000,-1,12,0,0,1206,112,-392,712,-1,1,-1,-9,32,-9,91,72,1993,214,139,244,185,337,995,743,-4812263,38,3,0,0,1,,,,,,
34,9802087,2,22,-6,0,0,2,3,-2,-16,0,4,0,1,0,-3,1000,-1,12,0,0,1206,112,-392,712,0,1,0,1,22,-9,77,65,1967,212,135,246,186,337,1035,743,-4812261,38,3,0,0,1,,,,,,
35,9811925,2,20,-7,0,0,2,3,-8,-15,0,4,0,1,0,-3,1000,-1,12,0,0,1206,111,-391,713,1,2,0,-20,13,-4,56,59,1955,224,139,246,186,336,1075,744,-4812262,38,3,0,0,1,,,,,,
36,9821762,2,22,-5,0,0,2,1,-2,-13,0,4,0,1,0,-3,1000,-1,12,0,0,1206,111,-392,712,1,0,-2,-17,35,-5,110,90,2005,208,133,245,184,337,1115,744,-4812263,38,3,0,0,1,,,,,,
37,9831600,2,22,-6,0,0,2,4,-2,-17,0,4,0,1,0,-3,1000,-1,12,0,0,1205,110,-392,712,2,0,-1,-16,48,-1,76,64,1956,196,136,246,184,337,1114,784,-4812264,38,3,0,0,1,,,,,,
38,9841438,3,22,-8,0,0,2,5,-3,-16,0,4,0,1,0,-3,1000,-1,12,0,0,1204,111,-393,712,3,0,0,-16,34,-14,84,72,1975,204,161,250,186,339,1112,824,-4812263,38,3,0,0,1,,,,,,
39,9851275,2,23,-5,0,0,2,1,0,-12,0,4,0,1,0,-3,1000,-1,12,0,0,1204,112,-393,708,3,1,-3,-16,44,-8,99,118,1994,178,149,246,185,341,1152,825,-4812263,38,3,0,0,1,,,,,,
40,9861111,2,23,-6,0,0,2,2,0,-17,0,4,0,1,0,-3,1000,-1,12,0,0,1204,112,-393,711,2,0,3,-5,36,-11,91,62,1966,191,155,246,185,341,1115,985,-9703479,38,3,0,0,1,,,,,,
41,9872915,3,22,-9,0,0,2,3,-2,-15,0,4,0,1,0,-3,1000,-1,12,0,0,1204,111,-393,712,2,-1,-1,-19,44,-11,91,90,1979,195,154,250,187,340,1155,986,-9703479,38,3,0,0,1,,,,,,
42,9884718,1,21,-5,0,0,2,-1,-4,-10,0,4,0,1,0,-3,1000,-1,12,0,0,1197,112,-402,713,3,0,-4,-12,39,-14,104,84,1964,188,206,269,160,341,1153,986,-9703477,38,3,0,0,1,,,,,,
43,9896522,0,20,-2,0,0,2,-1,-4,-12,0,4,0,1,0,-3,1000,-1,12,0,0,1197,113,-402,711,2,0,-2,-12,45,-15,103,121,1981,188,180,257,172,344,1193,985,-9703476,38,3,0,0,1,,,,,,
44,9908326,2,20,-6,0,0,2,3,-4,-16,0,4,0,1,0,-3,1000,-1,12,0,0,1197,112,-402,715,2,0,-1,-17,37,-8,112,68,1959,228,193,267,168,342,1233,985,-9703476,38,3,0,0,1,,,,,,
45,9920131,0,21,-4,0,0,2,-2,-1,-9,0,4,0,1,0,-3,1000,-1,12,0,0,1198,170,-401,715,-1,0,-1,-17,34,-5,96,96,1994,223,149,261,169,339,1232,1025,-9703477,38,3,0,0,1,,,,,,
46,9931936,1,21,-3,0,0,2,0,-1,-14,0,4,0,1,0,-3,1000,-1,12,0,0,1198,171,-402,714,1,-1,2,0,38,-8,103,76,1971,225,170,262,168,341,1272,1026,-9703476,38,3,0,0,1,,,,,,
47,9943740,2,20,-7,0,0,2,3,-5,-14,0,4,0,1,0,-3,1000,-1,12,0,0,1198,170,-401,718,0,0,1,-7,28,4,87,67,1958,267,162,264,172,340,1312,1026,-9703476,52,2,0,0,-2,,,,,,
48,9955545,1,19,-2,0,0,2,-1,-5,-8,0,4,0,1,0,-3,1000,-1,12,0,0,1198,171,-400,713,0,1,-3,-25,32,-9,89,116,1994,210,166,262,168,340,1352,1025,-9703477,52,2,0,0,-2,,,,,,
384,9813924,-4,17,3,0,0,0,-2,4,-3,0,0,0,1,0,-3,1000,-1,12,0,0,1199,158,-411,726,1,0,0,1,1,3,94,17,2042,253,171,231,148,339,227,316,223,52,2,0,0,-2,,,,,,
385,9815893,-2,16,-2,0,0,0,4,2,-9,0,0,0,1,0,-3,1000,-1,12,0,0,1199,156,-411,731,0,-1,4,12,9,3,106,-6,2041,309,170,233,150,339,267,315,225,52,2,0,0,-2,,,,,,
386,9817862,-3,15,0,0,0,0,1,1,1,0,0,0,1,0,-3,1000,-1,12,0,0,1200,162,-411,731,-5,-1,2,0,-3,-8,105,-47,2041,264,116,235,150,337,266,355,226,52,2,0,0,-2,,,,,,
387,9819830,-3,15,3,0,0,0,0,1,-4,0,0,0,1,0,-3,1000,-1,12,0,0,1200,163,-411,728,-1,0,4,7,5,7,120,11,2058,282,144,232,149,342,306,355,227,52,2,0,0,-2,,,,,,
388,9821799,-3,14,-3,0,0,0,2,1,-9,0,0,0,1,0,-3,1000,-1,12,0,0,1200,163,-410,735,-4,-1,7,-3,4,-5,138,-58,2025,319,129,236,152,340,346,354,227,52,2,0,0,-2,,,,,,
389,9823769,-3,15,1,0,0,0,0,2,0,0,0,0,1,0,-3,1000,-1,12,0,0,1200,163,-411,730,-1,0,-1,-2,8,10,110,-6,2071,257,136,234,148,337,386,353,227,52,2,0,0,-2,,,,,,
390,9825739,-4,15,2,0,0,0,-2,-1,-6,0,0,0,1,0,-3,1000,-1,12,0,0,1200,163,-410,729,-2,-1,7,16,10,-2,124,-21,2033,288,132,231,150,340,426,353,227,52,2,0,0,-2,,,,,,
391,9827710,-4,15,-2,0,0,0,0,-3,-6,0,0,0,1,0,-3,1000,-1,12,0,0,1201,93,-410,729,3,0,3,6,-4,-7,112,-8,2028,247,166,232,152,345,425,393,226,52,2,0,0,-2,,,,,,
392,9829681,-4,16,3,0,0,0,-2,1,1,0,0,0,1,0,-3,1000,-1,12,0,0,1201,93,-410,723,1,0,-1,-9,-1,-6,129,33,2097,248,149,229,147,345,388,617,4922935,52,2,0,0,-2,,,,,,
393,9833620,-4,18,1,0,0,0,-1,3,-8,0,0,0,1,0,-3,1000,-1,12,0,0,1201,93,-411,727,1,-1,7,20,7,-7,130,-36,2034,247,155,229,150,346,428,617,4922936,52,2,0,0,-2,,,,,,
394,9837560,-3,17,-1,0,0,0,1,0,-2,0,0,0,1,0,-3,1000,-1,12,0,0,1201,92,-411,728,1,1,-1,-4,-7,-7,100,-4,2058,273,155,232,152,344,468,616,4922936,52,2,0,0,-2,,,,,,
395,9841500,-6,16,5,0,0,0,-6,-1,1,0,0,0,1,0,-3,1000,-1,12,0,0,1201,94,-410,723,2,1,1,-4,7,-3,127,54,2069,235,156,227,151,347,508,617,4922936,52,2,0,0,-2,,,,,,
396,9845439,-5,17,0,0,0,0,-1,2,-7,0,0,0,1,0,-3,1000,-1,12,0,0,1199,93,-304,722,1,7,-1,-5,4,8,121,20,2078,185,130,242,146,347,510,617,4922976,52,2,0,0,-2,,,,,,
397,9849379,-4,18,0,0,0,0,1,2,0,0,0,0,1,0,-3,1000,-1,12,0,0,1198,94,-305,722,0,3,0,-8,-3,-14,123,16,2073,225,142,236,151,345,508,657,4922975,52,2,0,0,-2,,,,,,
398,9853319,-6,18,3,0,0,0,-4,0,-1,0,0,0,1,0,-3,1000,-1,12,0,0,1198,95,-306,719,1,5,2,-2,12,12,133,65,2085,191,140,236,150,349,548,658,4922975,52,2,0,0,-2,,,,,,
399,9857258,-5,17,-1,0,0,0,-1,0,-6,0,0,0,1,0,-3,1000,-1,12,0,0,1198,95,-305,723,-1,5,5,6,1,-9,123,-1,2039,227,139,237,153,349,588,658,4922975,52,2,0,0,-2,,,,,,
400,9861198,-5,17,1,0,0,0,-3,4,0,0,0,0,1,0,-3,1000,-1,12,0,0,1198,95,-305,720,0,4,0,-20,7,-8,121,34,2081,182,138,237,147,347,551,914,-15481,52,2,0,0,-2,,,,,,
401,9867106,-6,17,2,0,0,0,-5,3,-3,0,0,0,1,0,-3,1000,-1,12,0,0,1199,59,-305,720,1,4,2,-5,28,-6,127,20,2061,190,138,234,146,345,552,954,-15480,52,2,0,0,-2,,,,,,
402,9873013,-4,16,-1,0,0,0,0,1,-3,0,0,0,1,0,-3,1000,-1,12,0,0,1199,58,-305,723,1,5,1,-9,9,-3,115,11,2067,224,140,237,149,343,592,954,-15479,52,2,0,0,-2,,,,,,
403,9878921,-6,16,1,0,0,0,-5,2,1,0,0,0,1,0,-3,1000,-1,12,0,0,1199,59,-304,720,1,3,-2,-31,22,-2,112,48,2065,177,138,233,146,342,632,953,-15481,52,2,0,0,-2,,,,,,
404,9884830,-6,18,1,0,0,0,-3,8,-3,0,0,0,1,0,-3,1000,-1,12,0,0,1199,60,-305,721,1,3,1,-6,21,10,149,14,2083,200,134,233,144,343,672,952,-15480,52,2,0,0,-2,,,,,,
405,9890739,-4,18,-1,0,0,0,1,5,-2,0,0,0,1,0,-3,1000,-1,12,0,0,1198,61,-306,721,3,2,1,-19,23,-15,127,15,2058,189,166,236,147,345,670,992,-15479,52,2,0,0,-2,,,,,,
406,9896647,-5,18,1,0,0,0,-5,4,0,0,0,0,1,0,-3,1000,-1,12,0,0,1196,60,-329,722,2,-1,1,-11,20,-17,130,9,2064,230,143,210,147,344,673,994,-15439,52,2,0,0,-2,,,,,,
407,9902556,-5,19,0,0,0,0,-2,7,-3,0,0,0,1,0,-3,1000,-1,12,0,0,1196,60,-329,724,3,-1,3,-11,29,-22,137,-9,2059,209,151,222,146,344,713,993,-15439,52,2,0,0,-2,,,,,,
408,9908465,-3,19,-1,0,0,0,2,6,-2,0,0,0,1,0,-3,1000,-1,12,0,0,1196,59,-329,726,1,-1,2,-12,24,-17,134,-10,2076,246,147,218,146,342,676,1281,-4969642,52,2,0,0,-2,,,,,,
409,9916342,-4,20,1,0,0,0,-2,7,0,0,0,0,1,0,-3,1000,-1,12,0,0,1196,60,-329,724,3,-1,0,-5,29,-20,146,8,2069,207,149,219,147,342,716,1281,-4969643,52,2,0,0,-2,,,,,,
410,9924220,-5,20,1,0,0,0,-1,4,-2,0,0,0,1,0,-3,1000,-1,12,0,0,1195,59,-328,724,2,-1,1,-6,43,-17,142,-6,2075,208,148,217,145,343,717,1321,-4969644,52,2,0,0,-2,,,,,,
411,9932098,-5,19,0,0,0,0,0,0,-3,0,0,0,1,0,-3,1000,-1,12,0,0,1193,60,-340,723,3,1,0,-4,38,-40,139,4,2051,192,133,237,146,345,716,1320,-4969604,52,2,0,0,-2,,,,,,
412,9939975,-5,21,1,0,0,0,-1,5,-1,0,0,0,1,0,-3,1000,-1,12,0,0,1193,60,-341,721,2,-1,-1,-11,51,-26,175,19,2101,189,137,226,142,344,756,1320,-4969605,52,2,0,0,-2,,,,,,
413,9947853,-5,22,1,0,0,0,0,6,-4,0,0,0,1,0,-3,1000,-1,12,0,0,1193,60,-342,722,3,0,2,16,38,-35,162,-2,2078,190,135,229,143,343,796,1319,-4969603,52,2,0,0,-2,,,,,,
414,9955731,-4,20,0,0,0,0,0,-1,-4,0,0,0,1,0,-3,1000,-1,12,0,0,1193,59,-341,724,2,0,0,-10,36,-36,132,1,2055,211,137,228,145,342,836,1320,-4969605,52,2,0,0,-2,,,,,,
415,9963608,-5,20,3,0,0,0,-2,1,-1,0,0,0,1,0,-3,1000,-1,12,0,0,1192,60,-341,724,-1,2,3,1,40,-26,150,22,2101,228,119,226,142,342,837,1360,-4969605,52,2,0,0,-2,,,,,,
416,9971486,-6,20,3,0,0,0,0,3,-6,0,0,0,1,0,-3,1000,-1,12,0,0,1192,61,-341,726,-1,1,3,13,36,-42,150,-10,2072,219,128,226,141,342,800,1680,344,52,2,0,0,-2,,,,,,
417,9981332,-5,20,1,0,0,0,1,1,-4,0,0,0,1,0,-3,1000,-1,12,0,0,1192,60,-341,726,-1,-1,1,0,37,-39,144,6,2085,237,126,229,143,342,840,1680,343,52,2,0,0,-2,,,,,,
418,9991179,-7,19,5,0,0,0,-3,0,1,0,0,0,1,0,-3,1000,-1,12,0,0,1192,61,-341,721,0,1,-1,9,42,-42,157,58,2098,198,130,225,142,345,880,1682,343,52,2,0,0,-2,,,,,,
419,10001021,-7,18,4,0,0,0,-2,-1,-7,0,0,0,1,0,-3,1000,-1,12,0,0,1192,62,-341,723,-1,1,3,3,37,-42,138,-7,2053,217,128,226,144,345,920,1684,344,52,2,0,0,-2,,,,,,
420,10010863,-6,18,1,0,0,0,0,-1,-5,0,0,0,1,0,-3,1000,-1,12,0,0,1191,63,-342,724,3,0,0,5,17,-38,150,34,2065,216,163,225,148,346,918,1724,344,52,2,0,0,-2,,,,,,
421,10020706,-7,19,6,0,0,0,-3,1,-1,0,0,0,1,0,-3,1000,-1,12,0,0,1191,64,-342,719,1,-1,-2,14,30,-41,152,59,2101,189,147,222,145,348,958,1723,343,1,2,0,1,1,,,,,,
422,10030549,-6,19,4,0,0,0,-1,-2,-8,0,0,0,1,0,-3,1000,-1,12,0,0,1195,63,-342,719,5,-1,0,14,37,-38,145,25,2037,156,160,224,145,351,958,1763,344,1,2,0,1,1,,,,,,
423,10040391,-6,19,3,0,0,0,-1,-1,-4,0,0,0,1,0,-3,1000,-1,12,0,0,1195,63,-342,720,3,1,-4,0,32,-45,148,42,2068,176,154,225,147,349,998,1764,343,1,2,0,1,1,,,,,,
424,10050232,-7,20,7,0,0,0,-4,3,-3,0,0,0,1,0,-3,1000,-1,12,0,0,1195,64,-342,716,5,-1,-3,7,37,-37,179,89,2095,155,155,222,141,351,961,2116,-4985353,1,2,0,1,1,,,,,,
425,10062042,-4,20,2,0,0,0,2,2,-10,0,0,0,1,0,-3,1000,-1,12,0,0,1195,62,-342,721,4,0,1,9,42,-37,175,36,2081,217,154,225,146,349,1001,2115,-4985352,1,2,0,1,1,,,,,,
426,10073852,-5,20,3,0,0,0,-4,1,0,0,0,0,1,0,-3,1000,-1,12,0,0,1195,62,-342,717,4,0,-8,0,23,-42,128,62,2060,126,156,224,144,348,1041,2116,-4985354,1,2,0,1,1,,,,,,
427,10085661,-6,20,7,0,0,0,-5,1,-4,0,0,0,1,0,3,1000,-1,12,0,0,1195,63,-342,714,6,-1,-2,-1,37,-27,172,93,2085,170,156,222,145,352,1081,2116,-4985355,1,2,0,1,1,,,,,,
428,10097471,-4,21,1,0,0,0,3,5,-10,0,0,0,1,0,3,1000,-1,12,0,0,1195,62,-342,722,3,1,0,17,44,-36,179,21,2068,205,156,227,148,351,1121,2117,-4985352,1,2,0,1,1,,,,,,
429,10109277,-5,22,5,0,0,0,-1,6,1,0,0,0,1,0,3,1000,-1,12,0,0,1192,61,-351,721,4,-6,-1,7,33,-45,165,62,2026,188,161,159,146,353,1117,2116,-4985312,1,2,0,1,1,,,,,,
8,5,-1,3,40,-1,0,-1,3,0,-1,-4,-6,0,0,0,0,0,0,0,0,-1,1202,1,4,8,-3,-1,0,28,-6,0,0,-3,3,54,94,55,53,1,5,0,4,1,2,0,1,1,,,,,,
9,4,0,2,34,-1,0,-1,6,-1,-5,-4,-6,0,0,0,0,0,0,0,0,-1,1202,1,5,13,-3,1,1,15,-10,-2,17,-35,-26,100,95,57,58,-1,45,0,5,1,2,0,1,1,,,,,,
10,5,-1,4,38,-1,0,-1,3,5,4,-4,-6,0,0,0,0,0,0,0,0,-1,1202,1,4,9,-2,-1,-4,13,-4,-16,10,14,36,38,91,55,51,-2,8,384,-5001438,1,2,0,1,1,,,,,,
24,199,172,117,-161,-113,40,1968,1,1,0,0,3,0,-7,0,0,0,0,0,-1,-2,1201,0,3,0,0,4,18,6,8,-7,-41,-23,0,51,48,49,52,80,0,4,0,1,2,0,1,1,,,,,,
25,200,172,116,-163,-113,40,1968,0,-3,4,0,3,0,-7,0,0,0,0,0,-1,-2,1200,2,2,0,2,4,19,2,0,-20,-39,-48,-11,24,58,52,55,85,-2,44,-1,27,84,0,0,0,,,,,,
26,200,170,117,-162,-113,40,1968,-2,0,-2,0,3,0,-7,0,18,0,0,0,-1,-2,1199,1,4,0,2,5,18,7,10,-6,-49,4,7,48,53,47,49,85,-1,84,-1,27,84,0,0,0,1,1,0,40,2,1
27,201,171,118,-166,-113,40,1968,4,1,-2,0,3,0,-7,0,18,0,0,0,-1,-2,1197,2,-14,-1,2,9,16,4,5,4,-45,-7,6,-1,64,97,53,90,2,83,39,27,84,0,0,0,1,1,0,40,2,1
28,202,170,118,-160,-113,40,1968,-1,1,6,0,3,0,-7,0,28,0,0,0,-1,-2,1197,2,-14,-7,2,6,11,-15,-15,23,-55,60,46,-11,60,70,49,91,42,84,38,27,84,0,0,0,1,1,0,40,2,1
29,202,169,117,-159,-113,40,1968,-1,0,-3,0,3,0,-7,0,28,0,0,0,-1,-2,1197,3,-14,-5,3,8,19,6,2,13,-41,24,-1,-6,58,80,53,92,82,84,39,27,84,0,0,0,1,1,0,40,2,1
30,203,169,116,-162,-113,40,1968,3,0,-2,0,3,1,-7,0,28,0,0,0,0,-2,1197,2,-13,-1,1,7,15,-17,4,16,-79,-8,-10,-8,59,80,56,89,122,83,39,27,84,0,0,0,1,1,0,40,2,1
832,10034379,-3,16,10,0,0,0,-1,2,6,0,0,2,1,0,59,1000,-1,12,7,0,1201,111,-420,725,1,0,-2,1,0,-4,80,-4,2061,238,235,290,148,339,245,333,219,27,84,0,0,0,1,1,0,40,2,1
833,10036347,-4,16,13,0,0,0,-2,2,3,0,0,2,1,0,59,1000,-1,12,7,0,1201,111,-420,725,0,0,1,27,-2,-11,87,6,2065,238,230,289,147,337,285,333,221,27,84,0,0,0,1,1,0,40,2,1
834,10038315,-4,15,11,0,0,0,-2,-2,2,0,0,2,1,0,59,1000,-1,12,8,0,1201,111,-420,727,-1,1,0,6,4,-14,55,-34,2019,238,233,294,154,337,325,333,221,51,0,0,0,-2,1,1,0,40,2,1
8,13,-9,18,-8,0,0,6,6,-2,40,1,0,1,3,0,-2,4,4,0,0,0,1202,0,0,0,0,-3,1,0,-3,-8,15,-3,19,148,193,148,145,6,2,1,80,51,0,0,0,-2,1,1,0,40,2,1
9,51,36,18,-12,0,0,4,6,-3,80,1,0,2,9,0,-2,4,4,0,0,0,1202,0,-1,8,8,-3,1,1,-3,-5,14,-4,23,169,198,143,157,-24,-7,1,78,51,0,0,0,-2,1,1,0,40,2,1
10,90,38,18,-15,0,0,4,11,-6,77,1,0,2,9,0,-2,4,4,0,0,0,1201,-2,-2,8,9,-4,2,4,15,-8,15,-41,-53,114,195,146,158,-19,-8,41,77,51,0,0,0,-2,1,1,0,40,2,1
