loopIteration,time,axisP[0],axisP[1],axisP[2],axisI[0],axisI[1],axisI[2],axisD[0],axisD[1],axisF[0],axisF[1],axisF[2],rcCommand[0],rcCommand[1],rcCommand[2],rcCommand[3],setpoint[0],setpoint[1],setpoint[2],setpoint[3],vbatLatest,amperageLatest,baroAlt,rssi,gyroADC[0],gyroADC[1],gyroADC[2],gyroUnfilt[0],gyroUnfilt[1],gyroUnfilt[2],accSmooth[0],accSmooth[1],accSmooth[2],motor[0],motor[1],motor[2],motor[3],eRPM[0],eRPM[1],eRPM[2],eRPM[3],flightModeFlags,stateFlags,failsafePhase,rxSignalReceived,rxFlightChannelsValid,GPS_numSat,GPS_coord[0],GPS_coord[1],GPS_altitude,GPS_speed,GPS_ground_course
0,6784196,-3,21,-5,0,0,0,-2,7,0,0,0,11,1,1,1000,-1,12,0,0,1524,47,-224,643,1,-2,4,-2,-1,1,117,29,2037,283,158,242,160,437,303,423,296,,,,,,,,,,,
1,6786164,0,20,-2,0,0,0,4,5,0,0,0,11,1,1,1000,-1,12,0,0,1524,45,-223,638,1,-1,0,-15,-36,-4,95,29,2062,304,161,245,156,436,343,425,296,3,0,0,1,1,,,,,,
2,6788129,-1,19,0,0,0,0,0,1,0,0,0,11,1,1,1000,-1,12,0,0,1524,46,-222,637,2,0,4,-30,5,0,69,47,2013,278,165,240,162,437,383,426,294,3,0,0,1,1,,,,,,
3,6790094,-1,21,-4,0,0,0,0,9,0,0,0,11,1,1,1000,-1,12,0,0,1524,47,-224,642,1,-2,6,4,-7,-9,145,33,2062,291,156,241,156,437,423,427,295,3,0,0,1,1,,,,,,
4,6792059,1,21,-3,0,0,0,4,6,0,0,0,11,1,1,1000,-1,12,0,0,1522,46,-130,641,1,-4,5,-12,-7,-29,81,42,2016,273,177,262,165,441,424,426,335,3,0,0,1,1,,,,,,
5,6794024,-1,21,0,0,0,0,-1,6,0,0,0,11,1,1,1000,-1,12,0,0,1522,47,-129,639,1,-5,9,-12,12,-19,117,78,2028,269,168,249,165,443,464,427,334,3,0,0,1,1,,,,,,
6,6795988,0,22,-5,0,0,0,2,8,0,0,0,11,1,1,1000,-1,12,0,0,1522,47,-129,646,2,-4,11,3,15,-28,107,28,2015,271,171,254,162,443,504,427,335,3,0,0,1,1,,,,,,
7,6797953,1,23,-3,0,0,0,4,8,0,0,0,11,1,1,1000,-1,12,0,0,1522,46,-130,641,-1,-3,2,12,-12,-14,113,48,2046,280,171,252,162,442,544,426,336,3,0,0,1,1,,,,,,
8,6799919,-1,20,-1,0,0,0,0,2,0,0,0,11,1,1,1000,-1,12,0,0,1522,47,-129,640,1,-2,11,-24,9,-11,79,67,2000,266,175,251,165,444,507,458,3408181,3,0,0,1,1,,,,,,
9,6803853,-1,21,-6,0,0,0,0,8,0,0,0,11,1,1,1000,-1,12,0,0,1520,48,-100,640,-1,1,8,-5,-3,16,99,63,2049,251,183,251,159,445,507,457,3408221,3,0,0,1,1,,,,,,
10,6807786,-1,21,-3,0,0,0,3,5,0,0,0,11,1,1,1000,-1,12,0,0,1520,47,-101,635,-1,1,6,-27,-23,-7,72,62,2042,269,186,252,160,444,547,457,3408222,3,0,0,1,1,,,,,,
11,6811720,-4,18,-2,0,0,0,-3,1,0,0,0,11,1,1,1000,-1,12,0,0,1520,49,-99,636,0,1,8,-24,8,0,69,95,2007,252,188,248,164,445,587,456,3408221,3,0,0,1,1,,,,,,
12,6815654,-3,20,-6,0,0,0,0,7,0,0,0,11,1,2,1000,-1,12,0,0,1520,49,-101,639,-1,-1,9,-11,-11,2,104,51,2049,260,180,250,157,445,627,457,3408223,3,0,0,1,1,,,,,,
13,6819587,-1,20,-3,0,0,0,3,4,0,0,0,11,1,2,1000,-1,12,0,0,1519,48,-103,639,-4,-1,8,-24,-8,-12,88,54,2023,270,201,253,161,445,626,497,3408224,3,0,0,1,1,,,,,,
14,6823519,-3,20,-1,0,0,0,0,4,0,0,0,11,1,2,1000,-1,12,0,0,1517,49,-21,640,-1,-2,9,-16,-3,-23,105,37,2035,293,180,238,159,442,628,499,3408264,3,0,0,1,1,,,,,,
