loopIteration,time,axisP[0],axisP[1],axisP[2],axisI[0],axisI[1],axisI[2],axisD[0],axisD[1],axisF[0],axisF[1],axisF[2],rcCommand[0],rcCommand[1],rcCommand[2],rcCommand[3],setpoint[0],setpoint[1],setpoint[2],setpoint[3],vbatLatest,amperageLatest,baroAlt,rssi,gyroADC[0],gyroADC[1],gyroADC[2],gyroUnfilt[0],gyroUnfilt[1],gyroUnfilt[2],accSmooth[0],accSmooth[1],accSmooth[2],motor[0],motor[1],motor[2],motor[3],eRPM[0],eRPM[1],eRPM[2],eRPM[3],flightModeFlags,stateFlags,failsafePhase,rxSignalReceived,rxFlightChannelsValid,GPS_numSat,GPS_coord[0],GPS_coord[1],GPS_altitude,GPS_speed,GPS_ground_course
0,8879316,8,20,2,0,0,0,1,3,0,0,0,11,1,2,1000,5,13,0,0,1166,147,-417,626,0,-1,0,0,-1,3,113,-20,2043,234,148,275,175,313,195,350,248,,,,,,,,,,,
1,8881285,8,18,0,0,0,0,2,-2,0,0,0,11,1,2,1000,5,13,0,0,1166,147,-416,628,0,0,1,-15,1,2,94,-20,2020,248,148,275,177,312,235,349,248,3,0,0,1,1,,,,,,
2,8883254,8,18,1,0,0,0,1,-2,0,0,0,11,1,2,1000,5,13,0,0,1166,147,-415,627,0,1,-6,-15,-10,-5,92,-20,2016,239,147,275,179,311,275,350,247,3,0,0,1,1,,,,,,
3,8885222,8,21,3,0,0,0,1,8,0,0,0,11,1,2,1000,5,13,0,0,1165,148,-415,625,-2,0,-3,-12,-6,-13,102,26,2018,297,131,272,178,308,277,390,247,3,0,0,1,1,,,,,,
4,8887191,8,20,0,0,0,0,-1,3,0,0,0,11,1,2,1000,6,13,0,0,1164,146,-415,625,2,2,-5,-11,-9,12,91,-3,2017,243,149,272,178,307,275,430,246,3,0,0,1,1,,,,,,
5,8889160,9,20,2,0,0,0,0,3,0,0,0,11,1,2,1000,5,13,0,0,1164,146,-416,622,-2,2,-10,8,-16,13,89,11,2018,273,142,272,178,305,315,431,247,3,0,0,1,1,,,,,,
6,8891128,9,20,4,0,0,0,0,1,0,0,0,11,1,2,1000,5,13,0,0,1164,145,-416,622,0,1,-3,-15,-32,5,82,4,2028,259,146,272,177,306,355,431,247,3,0,0,1,1,,,,,,
7,8893097,8,19,2,0,0,0,-3,0,0,0,0,11,1,2,1000,5,13,0,0,1168,144,-415,623,2,1,-5,-4,-33,23,80,4,2023,235,138,271,177,308,355,471,246,3,0,0,1,1,,,,,,
8,8895066,9,19,4,0,0,0,-2,1,0,0,0,11,1,2,1000,6,13,0,0,1167,145,-415,623,-2,1,-4,-11,-33,21,86,9,2025,262,139,269,177,308,356,434,278,3,0,0,1,1,,,,,,
9,8899003,8,20,2,0,0,0,-2,1,0,0,0,11,1,2,1000,6,13,0,0,1166,144,-415,622,2,2,-5,-5,-29,40,73,20,2024,257,145,270,177,308,355,474,278,3,0,0,1,1,,,,,,
10,8902943,9,17,2,0,0,0,0,-4,0,0,0,11,1,2,1000,6,13,0,0,1166,143,-413,622,-1,2,-9,13,-47,33,46,14,1997,277,143,269,178,307,395,469,278,3,0,0,1,1,,,,,,
11,8906885,9,18,5,0,0,0,-1,-1,0,0,0,11,1,2,1000,6,13,0,0,1166,143,-414,619,1,2,-6,-2,-65,35,59,17,2022,247,145,269,176,309,435,469,277,3,0,0,1,1,,,,,,
12,8910828,8,19,3,0,0,0,-4,0,0,0,0,11,1,2,1000,6,13,0,0,1166,143,-414,622,0,1,-4,-12,-25,38,73,15,2003,250,142,269,176,310,475,468,276,3,0,0,1,1,,,,,,
13,8914771,9,19,3,0,0,0,0,-1,0,0,0,11,1,2,1000,6,13,0,0,1165,141,-414,622,1,0,-6,-7,-35,41,73,19,2012,262,172,268,176,310,473,508,277,3,0,0,1,1,,,,,,
14,8918713,9,18,5,0,0,0,-3,-2,0,0,0,11,1,2,1000,6,13,0,0,1165,140,-414,620,0,1,-4,-19,-44,38,53,17,1998,247,159,267,175,309,513,508,275,3,0,0,1,1,,,,,,
15,8922656,10,18,4,0,0,0,-2,-2,0,0,0,11,1,2,1000,6,13,0,0,1165,140,-414,621,1,0,-7,-5,-42,40,73,18,2006,252,165,267,176,312,553,507,275,3,0,0,1,1,,,,,,
16,8926599,10,19,4,0,0,0,-1,-1,0,0,0,11,1,2,1000,6,13,0,0,1165,140,-414,620,-1,0,-4,-5,-43,24,61,17,2013,259,162,267,175,311,516,571,-4470877,3,0,0,1,1,,,,,,
4052,155,-55,43,-19,157,-98,-175,120,40,1968,0,1,-1,0,-2,4,0,0,0,0,1172,-1,3,0,-1,2,1,-2,0,-9,13,0,15,48,51,42,48,0,0,1,80,3,0,0,1,1,,,,,,
4053,155,-54,43,-19,157,-98,-175,121,41,1968,0,1,-1,0,-2,4,0,0,0,0,1171,-2,3,-1,-2,2,0,-2,25,-7,16,16,15,62,49,41,47,-2,0,41,81,3,0,0,1,1,,,,,,
4054,154,-53,42,-19,157,-98,-175,122,35,1968,0,1,-1,0,-2,4,0,0,0,0,1171,-3,3,-1,-1,1,1,-1,11,-13,-10,8,6,67,53,41,49,-2,40,41,81,3,0,0,1,1,,,,,,
4055,155,-54,42,-19,157,-98,-175,119,36,1968,0,1,-1,0,-2,4,0,0,0,0,1171,-2,3,-1,-1,2,-2,-7,16,-6,-1,12,-10,50,53,41,52,-2,80,38,81,3,0,0,1,1,,,,,,
4056,157,-54,42,-19,157,-98,-175,121,37,1968,0,1,-1,0,-2,4,0,0,0,0,1171,-2,3,-2,-1,0,2,1,1,-9,2,10,16,63,51,42,46,0,120,39,82,3,0,0,1,1,,,,,,
4057,158,-54,42,-20,157,-98,-175,119,36,1968,0,1,-1,0,-2,4,0,0,0,0,1170,-4,2,-2,0,2,0,-3,-14,1,4,11,3,49,55,40,48,1,119,79,82,3,0,0,1,1,,,,,,
4058,160,-55,43,-19,157,-98,-175,119,39,1968,0,1,-1,0,-2,4,0,0,0,0,1169,-2,2,-2,-1,0,0,-2,6,-2,3,24,9,61,41,40,47,1,121,119,81,3,0,0,1,1,,,,,,
4059,162,-54,42,-19,157,-98,-175,122,35,1968,0,1,-1,0,-2,4,0,0,0,0,1169,-2,1,-1,-1,2,4,5,-18,-4,-13,17,8,71,51,40,46,-1,84,215,4486979,3,0,0,1,1,,,,,,
4060,2132,-54,41,-20,157,-98,-175,121,35,1968,0,1,-1,0,-2,4,0,0,0,0,1169,-2,2,-1,-1,0,-1,-12,5,10,-7,20,-3,65,46,40,48,-2,124,215,4486978,3,0,0,1,1,,,,,,
4061,4103,-55,43,-18,157,-98,-175,121,42,1968,0,1,-1,0,-2,4,0,0,0,0,1170,15,3,-2,-3,1,1,-1,6,11,-13,46,3,98,25,37,47,-4,127,255,4486977,3,0,0,1,1,,,,,,
4062,6074,-55,43,-20,157,-98,-175,123,43,1968,0,1,-1,0,-2,4,0,0,0,0,1169,13,2,-3,0,0,0,-2,4,21,-5,48,0,98,55,38,47,-7,125,295,4486977,3,0,0,1,1,,,,,,
4063,8046,-55,43,-21,157,-98,-175,124,42,1968,0,1,-1,0,-2,4,0,0,0,0,1169,13,2,-3,-1,0,-7,5,0,17,-23,47,-19,109,43,37,49,-9,165,294,4486978,3,0,0,1,1,,,,,,
4064,10018,-55,43,-18,157,-98,-175,124,43,1968,0,1,-1,0,-2,4,0,0,0,0,1169,13,2,-5,0,0,0,-6,-16,22,-22,47,5,91,50,37,47,-8,205,295,4486978,3,0,0,1,1,,,,,,
4065,11989,-55,43,-20,157,-98,-175,121,43,1968,0,1,-1,0,-2,4,0,0,0,0,1169,13,2,-3,0,0,-1,-22,-3,16,-14,47,-18,94,45,37,50,-7,245,295,4486978,3,0,0,1,1,,,,,,
4066,13961,-56,42,-19,157,-98,-175,119,42,1968,0,1,-1,0,-2,4,0,0,0,0,1167,15,8,-3,1,-1,0,-14,-12,33,-13,53,-15,92,27,29,48,-7,245,294,4487018,3,0,0,1,1,,,,,,
4067,15934,-55,43,-19,157,-98,-175,121,44,1968,0,1,-1,0,-2,4,0,0,0,0,1166,14,8,-3,1,0,0,-14,-26,23,-23,64,-16,122,47,32,49,-9,245,257,4487146,3,0,0,1,1,,,,,,
4068,19875,-56,43,-20,157,-98,-175,120,42,1968,0,1,-1,0,-2,4,0,0,0,0,1166,14,9,-3,1,1,-4,-7,-24,25,-24,58,-34,103,40,30,49,-9,285,257,4487147,3,0,0,1,1,,,,,,
4069,23816,-56,43,-18,157,-98,-175,121,43,1968,0,1,-1,0,-2,4,0,0,0,0,1166,14,9,-5,1,1,-2,8,-52,31,-34,61,-21,106,44,30,50,-9,325,258,4487147,3,0,0,1,1,,,,,,
4070,27756,-56,43,-19,157,-98,-175,119,45,1968,0,1,-1,0,-2,4,0,0,0,0,1166,14,10,-4,2,2,1,-7,-36,35,-27,59,-34,94,39,30,48,-8,365,258,4487146,3,0,0,1,1,,,,,,
4071,31697,-56,43,-21,157,-98,-175,120,44,1968,0,1,-1,0,-2,4,0,0,0,0,1167,-15,10,-4,3,0,-1,-3,-46,44,-23,76,-27,105,57,30,49,-8,365,298,4487145,3,0,0,1,1,,,,,,
4072,35638,-56,44,-19,157,-98,-175,121,46,1968,0,1,-1,0,-2,4,0,0,0,0,1166,-17,10,-4,0,1,0,-3,-47,30,-33,60,-30,113,53,31,48,-9,363,338,4487145,3,0,0,1,1,,,,,,
