loopIteration,time,axisP[0],axisP[1],axisP[2],axisI[0],axisI[1],axisI[2],axisD[0],axisD[1],axisF[0],axisF[1],axisF[2],rcCommand[0],rcCommand[1],rcCommand[2],rcCommand[3],setpoint[0],setpoint[1],setpoint[2],setpoint[3],vbatLatest,amperageLatest,baroAlt,rssi,gyroADC[0],gyroADC[1],gyroADC[2],gyroUnfilt[0],gyroUnfilt[1],gyroUnfilt[2],accSmooth[0],accSmooth[1],accSmooth[2],motor[0],motor[1],motor[2],motor[3],eRPM[0],eRPM[1],eRPM[2],eRPM[3],flightModeFlags,stateFlags,failsafePhase,rxSignalReceived,rxFlightChannelsValid,GPS_numSat,GPS_coord[0],GPS_coord[1],GPS_altitude,GPS_speed,GPS_ground_course
0,7885289,1,16,1,0,0,0,-3,1,0,0,0,10,1,1,1000,1,13,0,0,1228,164,-422,610,0,0,0,1,0,0,114,-34,2037,227,168,225,158,318,224,321,238,,,,,,,,,,,
1,7887257,-1,15,0,0,0,0,-6,-4,0,0,0,10,1,1,1000,1,13,0,0,1228,166,-421,611,-1,2,1,-17,14,-7,113,-18,2011,227,172,224,162,321,264,323,240,3,6,0,1,1,10,126911984,776362398,9256,1,1509
2,7889220,0,15,1,0,0,0,-2,-1,0,0,0,10,1,1,1000,1,13,0,0,1228,165,-421,610,0,1,0,-5,6,6,109,-41,2056,240,171,225,159,319,304,326,241,3,6,0,1,1,10,126911984,776362398,9256,1,1509
3,7891183,-1,14,0,0,0,0,-4,-2,0,0,0,10,1,1,1000,1,13,0,0,1228,165,-421,612,1,2,2,-2,18,6,115,-29,2028,234,170,225,160,318,344,326,240,3,6,0,1,1,10,126911984,776362398,9256,1,1509
4,7893146,-1,14,0,0,0,0,-4,-2,0,0,0,10,1,1,1000,1,13,0,0,1228,166,-421,612,0,2,-2,3,21,4,111,-32,2026,229,170,224,162,320,384,326,241,3,6,0,1,1,10,126911984,776362398,9256,1,1509
5,7895110,0,16,3,0,0,0,-2,3,0,0,0,10,1,2,1000,1,13,0,0,1227,164,-422,610,-4,0,-2,-1,25,-20,109,-14,2025,282,177,222,161,318,385,366,239,3,6,0,1,1,10,126911984,776362398,9256,1,1509
6,7897075,-1,15,1,0,0,0,-6,-1,0,0,0,10,1,2,1000,1,13,0,0,1226,165,-421,611,2,4,0,4,3,12,120,-30,2036,216,168,223,161,320,384,406,241,3,6,0,1,1,10,126911984,776362398,9256,1,1509
7,7899041,0,16,2,0,0,0,0,3,0,0,0,10,1,2,1000,1,13,0,0,1225,166,-422,611,-3,1,-2,-3,35,-26,107,-10,2025,295,198,220,162,316,383,446,242,3,6,0,1,1,4,0,3,1,80,7
64,7916775,2,17,2,0,0,0,1,5,0,0,0,10,1,2,1000,1,13,0,0,1229,241,-422,609,0,-1,-2,-1,0,-2,98,-29,2022,233,158,256,163,318,224,318,237,3,6,0,1,1,4,0,3,1,80,7
65,7918743,1,15,2,0,0,0,-3,-2,0,0,0,10,1,2,1000,1,13,0,0,1228,240,-422,610,1,1,-2,0,-11,5,97,-49,2036,191,153,259,162,323,227,358,237,3,6,0,1,1,4,0,3,1,80,7
