loopIteration,time,axisP[0],axisP[1],axisP[2],axisI[0],axisI[1],axisI[2],axisD[0],axisD[1],axisD[2],axisF[0],axisF[1],axisF[2],rcCommand[0],rcCommand[1],rcCommand[2],rcCommand[3],setpoint[0],setpoint[1],setpoint[2],setpoint[3],vbatLatest,amperageLatest,baroAlt,rssi,gyroADC[0],gyroADC[1],gyroADC[2],gyroUnfilt[0],gyroUnfilt[1],gyroUnfilt[2],accSmooth[0],accSmooth[1],accSmooth[2],motor[0],motor[1],motor[2],motor[3],eRPM[0],eRPM[1],eRPM[2],eRPM[3],flightModeFlags,stateFlags,failsafePhase,rxSignalReceived,rxFlightChannelsValid,GPS_numSat,GPS_coord[0],GPS_coord[1],GPS_altitude,GPS_speed,GPS_ground_course
10,7304213,3,12,2,0,0,0,-4,-3,-3,0,0,0,1,1,-3,1000,3,9,0,0,1176,192,-300,717,8,-1,-4,22,-1,34,58,4,1936,161,237,237,143,307,327,546,-3655807,3,0,0,1,1,,,,,,
11,7308151,5,13,-2,0,0,0,-1,-1,0,0,0,0,1,1,-3,1000,3,9,0,0,1176,191,-300,720,5,0,-7,8,-5,14,83,14,1995,219,236,240,144,304,367,547,-3655807,3,0,0,1,1,,,,,,
12,7312088,4,13,4,0,0,0,-7,-1,7,0,0,0,1,1,-3,1000,3,9,0,0,1176,192,-300,713,7,2,-11,24,-19,19,30,50,1963,122,239,237,145,308,407,547,-3655808,3,0,0,1,1,,,,,,
13,7316026,4,13,3,0,0,0,-5,-1,-2,0,0,0,1,1,-3,1000,3,9,0,0,1176,193,-300,716,6,0,-2,19,-9,19,58,-8,1949,170,234,237,145,309,447,546,-3655807,3,0,0,1,1,,,,,,
14,7319964,4,12,-2,0,0,0,-4,-2,-1,0,0,0,1,1,-3,1000,3,9,0,0,1176,193,-300,721,6,1,-6,6,-1,28,72,16,1958,194,234,241,147,304,487,547,-3655807,3,0,0,1,1,,,,,,
15,7323901,4,11,3,0,0,0,-4,-2,5,0,0,0,1,1,-3,1000,3,9,0,0,1177,175,-300,721,1,0,-4,7,6,14,63,-45,1964,185,179,243,145,301,489,587,-3655807,3,0,0,1,1,,,,,,
16,7327838,4,12,2,0,0,0,-3,0,-1,0,0,0,1,1,-3,1000,3,9,0,0,1176,177,-300,721,5,-1,-6,11,13,20,75,18,1949,201,230,239,144,300,489,550,-3655743,3,0,0,1,1,,,,,,
17,7333743,2,12,0,0,0,0,-7,-3,2,0,0,0,1,1,-3,1000,3,9,0,0,1175,176,-299,721,3,0,-6,7,-9,20,68,-28,1956,161,179,238,143,300,486,590,-3655743,3,0,0,1,1,,,,,,
24,71,-50,2,0,3,1,40,1,0,-1,3,0,0,-2,2,0,0,0,0,0,0,1178,1,-3,2,0,-3,0,8,5,-29,28,2,-19,54,52,54,56,80,1,0,0,3,0,0,1,1,,,,,,
25,71,-49,2,-4,3,1,40,5,4,-7,3,0,0,-2,2,0,0,0,0,0,0,1178,0,-4,6,-2,-3,4,16,6,-31,80,-15,15,115,50,55,54,78,41,1,2,3,0,0,1,1,,,,,,
26,70,-49,1,-4,3,1,40,1,2,-1,3,0,0,-2,2,0,0,0,0,0,0,1176,-2,31,5,-2,-5,2,11,1,-25,51,-10,-23,84,45,26,54,79,41,0,42,3,0,0,1,1,,,,,,
27,70,-50,0,1,3,1,40,-1,-1,-1,3,0,0,-2,2,0,0,0,0,0,0,1175,0,31,6,-6,-3,3,13,17,-38,62,-21,38,94,24,43,52,83,45,40,44,3,0,0,1,1,,,,,,
28,64,-50,0,-3,3,1,40,3,-2,-6,3,0,0,-2,2,0,0,0,0,0,0,1175,1,32,11,-5,-4,6,-5,14,-34,66,-52,-19,130,33,35,54,80,85,44,45,3,0,0,1,1,,,,,,
29,57,-49,0,-3,3,1,40,2,-1,1,3,0,0,-2,2,0,0,0,0,0,0,1175,0,31,9,-6,-3,0,-6,5,-39,55,-36,30,100,27,40,49,77,125,44,44,3,0,0,1,1,,,,,,
30,51,-49,1,0,3,1,40,0,0,-1,3,0,0,-2,2,0,0,0,0,0,0,1175,0,31,7,-5,-4,4,27,7,-33,65,-22,18,93,32,35,51,81,88,140,3687577,3,0,0,1,1,,,,,,
31,2013,-48,1,-3,3,1,40,3,-1,-5,3,0,0,-2,2,0,0,0,0,0,0,1173,-1,-51,7,-5,0,2,9,8,-53,66,-31,49,96,38,82,49,81,90,137,3687617,3,0,0,1,1,,,,,,
32,3973,-49,1,-1,3,1,40,0,0,1,3,0,0,-2,2,0,0,0,0,0,0,1173,-1,-50,4,-4,0,-1,8,3,-38,22,-26,9,51,35,57,50,79,130,138,3687617,3,0,0,1,1,,,,,,
33,5934,-50,1,0,3,1,40,0,3,-2,3,0,0,-2,2,0,0,0,0,0,0,1173,-1,-51,5,-6,-2,2,12,13,-40,59,-35,41,71,34,67,47,81,170,137,3687618,3,0,0,1,1,,,,,,
34,7896,-49,2,-3,3,1,40,2,3,-2,3,0,0,-2,2,0,0,0,0,0,0,1173,-2,-52,8,-5,-3,1,8,5,-30,77,-30,55,108,33,63,47,78,210,136,3687618,3,0,0,1,1,,,,,,
35,9858,-50,0,0,3,1,40,-2,-4,3,3,0,0,-2,2,0,0,0,0,0,0,1173,-1,-51,4,-5,-1,-2,10,9,-37,7,-19,0,35,35,64,52,80,250,137,3687617,3,0,0,1,1,,,,,,
36,11819,-50,-2,0,3,1,40,0,-6,-1,3,0,0,-2,2,0,0,0,0,0,0,1172,1,-50,5,-4,-1,1,13,-5,-27,43,-38,12,43,35,64,48,81,250,177,3687617,3,0,0,1,1,,,,,,
37,13780,-50,-2,-2,3,1,40,1,-2,1,3,0,0,-2,2,0,0,0,0,0,0,1172,1,-51,7,-5,-1,-1,-4,3,-28,64,-33,44,76,30,67,48,78,290,178,3687618,3,0,0,1,1,,,,,,
38,15740,-51,-1,1,3,1,40,-2,0,4,3,0,0,-2,2,0,0,0,0,0,0,1172,1,-52,3,-3,-2,-3,26,-4,-39,47,-20,43,18,33,63,47,80,253,306,7390897,3,0,0,1,1,,,,,,
39,19669,-51,-2,-1,3,1,40,0,-3,-1,3,0,0,-2,2,0,0,0,0,0,0,1172,2,-51,5,-6,0,1,23,10,-39,43,-49,10,58,33,64,50,80,293,305,7390898,44,129,-25,2,16,,,,,,
40,23598,-50,-3,-2,3,1,40,2,-5,2,3,0,0,-2,2,0,0,0,0,0,0,1171,3,-52,6,-4,0,1,22,-26,-47,40,-61,26,30,51,64,49,80,292,345,7390898,44,129,-25,2,16,,,,,,
41,27526,-50,-1,-1,3,1,40,2,2,-3,3,0,0,-2,2,0,0,0,0,0,0,1172,-50,-51,5,-4,1,1,25,21,-36,46,-3,17,75,38,61,48,75,294,385,7390898,44,129,-25,2,16,0,-28,-28,40,2,3
42,31455,-50,-1,-4,3,1,40,4,-4,-3,3,0,0,-2,2,0,0,0,0,0,0,1171,-52,-51,4,-1,0,0,26,-1,-36,43,-26,13,45,90,61,50,77,292,425,7390897,44,129,-25,2,16,0,-28,-28,40,2,3
43,35384,-50,-2,-1,3,1,40,2,-7,2,3,0,0,-2,2,0,0,0,0,0,0,1170,-54,-52,4,-5,-1,0,21,-1,-42,49,-78,15,30,21,65,48,80,292,465,7390897,44,129,-25,2,16,0,-28,-28,40,2,3
44,39314,-50,-1,0,3,1,40,1,-4,-3,3,0,0,-2,2,0,0,0,0,0,0,1170,-54,-51,4,-3,0,3,30,-6,-35,63,-53,13,31,53,62,49,83,332,464,7390898,44,129,-25,2,16,0,-28,-28,40,2,3
45,43244,-49,0,-3,3,1,40,3,-2,-3,3,0,0,-2,2,0,0,0,0,0,0,1170,-55,-51,7,-4,-1,1,17,-2,-41,90,-70,42,69,32,63,45,80,372,464,7390897,44,129,-25,2,16,0,-28,-28,40,2,3
320,7438051,4,13,0,0,0,0,-1,2,4,0,0,0,1,1,-3,1000,3,9,0,0,1176,217,-334,719,0,0,-1,1,0,-2,60,-16,2031,197,152,223,148,290,206,307,232,44,129,-25,2,16,0,-28,-28,40,2,3
321,7440019,4,13,2,0,0,0,-1,1,2,0,0,0,1,1,-3,1000,3,9,0,0,1176,217,-334,718,-1,0,0,21,4,-2,60,-14,2032,197,155,222,149,294,246,307,232,44,129,-25,2,16,0,-28,-28,40,2,3
322,7441988,5,12,-1,0,0,0,3,1,0,0,0,0,1,1,-3,1000,3,9,0,0,1176,216,-334,721,-1,0,3,9,-3,-5,85,-18,2046,250,152,223,148,292,286,306,233,44,129,-25,2,16,0,-28,-28,40,2,3
323,7443957,4,12,2,0,0,0,0,1,5,0,0,0,1,1,-3,1000,3,9,0,0,1176,216,-333,718,0,0,-3,-5,-16,4,27,-16,2016,174,155,222,148,291,326,306,232,44,129,-25,2,16,0,-28,-28,40,2,3
324,7445926,3,12,4,0,0,0,-2,2,1,0,0,0,1,1,-3,1000,3,9,0,0,1175,217,-332,718,-1,1,-1,4,0,10,52,10,2047,218,145,222,147,290,329,346,233,44,129,-25,2,16,0,-28,-28,40,2,3
325,7447894,4,12,0,0,0,0,3,0,-1,0,0,0,1,1,-3,1000,3,9,0,0,1175,217,-333,723,-1,1,2,10,0,9,72,-18,2043,254,150,224,148,286,369,346,235,44,129,-25,2,16,0,-28,-28,40,2,3
326,7449863,5,11,2,0,0,0,2,-3,6,0,0,0,1,1,-3,1000,3,9,0,0,1175,216,-332,719,-1,2,-7,-1,-8,23,-2,-4,2032,209,152,224,147,285,409,345,233,44,129,-25,2,16,0,-28,-28,40,2,3
327,7451832,5,12,5,0,0,0,0,1,4,0,0,0,1,1,-3,1000,3,9,0,0,1175,216,-333,716,0,0,-1,17,-11,29,55,13,2062,210,152,223,147,290,449,345,233,44,129,-25,2,16,0,-28,-28,40,2,3
328,7453802,5,12,0,0,0,0,1,0,-2,0,0,0,1,1,-3,1000,3,9,0,0,1174,217,-333,716,5,1,-4,13,-8,31,25,44,2031,201,202,220,148,289,446,308,425,44,129,-25,2,16,0,-28,-28,40,2,3
329,7457740,5,11,1,0,0,0,0,-3,5,0,0,0,1,1,-3,1000,3,9,0,0,1173,214,-333,717,-1,1,-1,11,-15,32,32,-16,2046,185,145,222,147,288,445,348,425,44,129,-25,2,16,0,-28,-28,40,2,3
330,7461679,6,13,4,0,0,0,2,4,3,0,0,0,1,1,-3,1000,3,9,0,0,1173,214,-334,715,2,1,-2,21,-8,29,48,15,2078,180,175,219,146,291,485,348,426,4,0,0,0,-1,0,-28,-28,40,2,3
331,7465616,6,14,1,0,0,0,2,5,0,0,0,0,1,1,-3,1000,3,9,0,0,1173,214,-335,719,-1,1,1,29,-20,22,79,-5,2064,226,157,220,146,288,525,349,426,4,0,0,0,-1,0,-28,-28,40,2,3
332,7469554,5,14,4,0,0,0,-2,2,6,0,0,0,1,1,-3,1000,3,9,0,0,1173,214,-335,715,2,1,-3,5,-20,24,15,19,2044,151,168,218,148,288,565,348,425,4,0,0,0,-1,0,-28,-28,40,2,3
333,7473492,4,14,5,0,0,0,-1,4,0,0,0,0,1,1,-3,1000,3,9,0,0,1170,217,-326,716,0,2,-1,16,-16,17,64,-1,2066,183,158,219,146,287,564,349,465,4,0,0,0,-1,0,-28,-28,40,2,3
334,7477429,5,13,3,0,0,1,0,5,-5,0,4,1,1,1,-3,1000,3,9,0,0,1170,217,-326,715,-1,0,-2,15,-20,19,41,13,2057,169,204,204,175,353,562,352,463,4,0,0,0,-1,0,-28,-28,40,2,3
335,7481366,6,13,2,0,0,1,-1,5,1,0,4,1,1,1,-3,1000,3,9,0,0,1170,217,-326,715,0,1,-7,18,-37,14,50,6,2077,177,182,214,159,350,602,352,463,4,0,0,0,-1,0,-28,-28,40,2,3
336,7485304,4,13,8,0,0,1,-6,6,4,0,4,1,1,1,-3,1000,3,9,0,0,1168,220,-249,715,-1,-6,-2,16,-31,25,37,19,2067,229,216,175,173,348,605,355,503,4,0,0,0,-1,0,-28,-28,40,2,3
448,7501035,2,13,2,0,0,0,-3,1,-6,0,0,0,1,1,-3,1000,3,9,0,0,1177,141,-325,718,1,0,1,0,1,4,75,-16,2023,218,148,199,160,301,208,319,241,4,0,0,0,-1,0,-28,-28,40,2,3
449,7503004,4,13,-3,0,0,0,2,-1,-9,0,0,0,1,1,-3,1000,3,9,0,0,1177,140,-325,721,1,-1,2,-9,3,3,103,-16,2043,278,146,202,162,298,248,318,242,4,0,0,0,-1,0,-28,-28,40,2,3
450,7504973,4,13,0,0,0,0,0,1,-1,0,0,0,1,1,-3,1000,3,9,0,0,1176,138,-325,721,-4,0,1,-10,-13,6,92,-65,2033,251,95,203,161,296,248,358,243,4,0,0,0,-1,0,-28,-28,40,2,3
451,7506941,3,14,2,0,0,0,-3,3,-7,0,0,0,1,1,-3,1000,3,9,0,0,1176,138,-325,721,-1,-1,5,30,-4,13,122,-29,2040,253,119,200,159,300,288,358,242,4,0,0,0,-1,0,-28,-28,40,2,3
452,7508909,4,13,-3,0,0,0,-1,-2,-9,0,0,0,1,1,-3,1000,3,9,0,0,1176,138,-326,726,-2,1,5,7,-9,11,132,-56,2025,302,106,202,162,298,328,359,242,4,0,0,0,-1,0,-28,-28,40,2,3
453,7510876,3,12,1,0,0,0,-3,-3,-2,0,0,0,1,1,-3,1000,3,9,0,0,1176,139,-325,720,0,2,-1,-3,-12,15,64,-22,2011,223,117,201,159,299,368,359,242,4,0,0,0,-1,0,-28,-28,40,2,3
454,7512843,3,13,0,0,0,0,-1,2,-9,0,0,0,1,1,-3,1000,3,9,0,0,1175,141,-326,720,1,0,0,6,-7,25,111,-22,1987,269,112,198,158,295,370,399,243,4,0,0,0,-1,0,-28,-28,40,2,3
455,7514809,4,14,-4,0,0,0,1,1,-8,0,0,0,1,1,-3,1000,3,9,0,0,1174,138,-327,719,3,0,-1,0,0,15,90,20,1999,275,167,196,160,295,367,439,243,4,0,0,0,-1,0,-28,-28,40,2,3
456,7516783,3,13,1,0,0,0,-3,-4,-2,0,0,0,1,1,-3,1000,3,9,0,0,1174,138,-326,712,2,1,-6,4,-12,8,41,37,1974,214,144,196,163,300,330,695,3766507,4,0,0,0,-1,0,-28,-28,40,2,3
457,7520725,4,13,0,0,0,0,1,-1,-11,0,0,0,1,1,-3,1000,3,9,0,0,1174,138,-326,717,1,0,3,-8,0,8,60,-33,1961,244,155,195,164,301,370,695,3766508,4,0,0,0,-1,0,-28,-28,40,2,3
4,118,-3,1,0,-2,40,0,0,2,-4,0,1,5,2,0,0,0,0,0,1,6,1180,-1,3,1,0,-1,-8,-3,-6,54,-3,38,45,53,57,49,50,80,2,2,0,4,0,0,0,-1,0,-28,-28,40,2,3
5,117,-4,1,5,-2,40,0,-5,2,2,0,1,5,2,0,0,0,0,0,1,6,1179,-2,3,0,-6,-1,-8,-7,16,52,-10,2,69,60,-3,53,48,80,5,42,0,4,0,0,0,-1,0,-28,-28,40,2,3
6,116,-4,-1,4,-2,40,0,-4,-1,-6,0,1,5,2,0,0,0,0,0,1,6,1179,-1,3,4,-3,-2,-2,5,11,57,-11,-12,8,62,27,50,51,81,45,43,1,4,0,0,0,-1,0,-28,-28,40,2,3
7,116,-3,-3,1,-2,40,0,-1,-4,-2,0,1,5,2,0,0,0,0,0,1,6,1179,-2,5,5,-4,1,-8,-21,7,58,-19,-5,39,97,11,54,50,78,85,39,1,4,0,0,0,-1,0,-28,-28,40,2,3
8,119,-4,-2,5,-2,40,0,-4,-1,1,0,1,5,2,0,0,0,0,0,1,6,1179,-2,5,0,-2,-1,-8,-11,3,61,-30,21,42,34,21,50,48,82,125,38,0,4,0,0,0,-1,0,-28,-28,40,2,3
9,122,-4,-1,1,-2,40,0,-2,2,-8,0,1,5,2,0,0,0,0,0,1,6,1177,0,-25,1,-4,5,-10,-18,11,74,-9,10,90,35,16,79,45,82,124,37,40,4,0,0,0,-1,0,-28,-28,40,2,3
10,126,-3,-2,-1,-2,40,0,-1,-2,-2,0,1,5,2,0,0,0,0,0,1,6,1176,-3,-26,1,-3,2,-9,-16,11,63,-25,-2,66,36,35,64,48,83,121,0,328,4,0,0,0,-1,0,-28,-28,40,2,3
11,2097,-2,-3,4,-2,40,0,-2,-4,0,0,1,5,2,0,0,0,0,0,1,6,1176,-3,-26,-1,-2,4,-10,-22,5,67,-24,36,98,35,28,69,49,88,161,1,328,4,0,0,0,-1,0,-28,-28,40,2,3
12,4069,-3,-2,1,-2,40,0,-2,1,-7,0,1,5,2,0,0,0,0,0,1,6,1176,-2,-25,3,-4,3,-4,-25,17,71,18,-11,70,54,26,65,46,87,201,0,329,4,0,0,0,-1,0,-28,-28,40,2,3
13,6041,-3,-2,0,-2,40,0,-2,1,-1,0,1,5,2,0,0,0,0,0,1,6,1176,-2,-25,3,-3,2,-10,-20,20,72,4,12,103,47,24,69,45,84,241,1,329,4,0,0,0,-1,0,-28,-28,40,2,3
14,8012,-4,-4,3,-2,40,0,-3,-4,0,0,1,5,2,0,0,0,0,0,1,6,1177,63,-25,3,-6,3,-6,-23,37,66,7,-37,113,41,4,69,44,85,244,41,329,4,0,0,0,-1,0,-28,-28,40,2,3
15,9984,-3,-5,0,-2,40,0,0,-5,-5,0,1,5,2,0,0,0,0,0,1,6,1176,65,-25,4,0,1,-8,-18,13,66,2,9,94,41,66,68,43,86,243,81,328,4,0,0,0,-1,0,-28,-28,40,2,3
16,11956,-2,-5,1,-2,40,0,-2,-3,1,0,1,5,2,0,0,0,0,0,1,6,1178,56,-26,3,-5,3,-7,-24,11,57,3,-24,103,54,9,66,43,83,242,121,328,4,0,0,0,-1,0,-28,-28,40,2,3
17,13928,-4,-3,2,-2,40,0,-5,1,-3,0,1,5,2,0,0,0,0,0,1,6,1178,57,-27,2,-1,2,-4,-2,26,66,37,13,109,31,37,66,42,86,282,122,329,4,0,0,0,-1,0,-28,-28,40,2,3
18,15899,-3,-4,-2,-2,40,0,0,-2,-5,0,1,5,2,0,0,0,0,0,1,6,1178,56,-27,6,-4,1,-3,-25,26,65,34,-22,108,103,23,67,43,83,245,442,3798085,4,0,0,0,-1,0,-28,-28,40,2,3
19,19839,-2,-5,0,-2,40,0,-2,-2,2,0,1,5,2,0,0,0,0,0,1,6,1172,55,8,5,-2,1,-6,-12,27,61,33,-19,105,26,30,56,-2,85,245,442,3798085,4,0,0,0,-1,0,-28,-28,40,2,3
20,23778,-3,-5,5,-2,40,0,-7,-2,5,0,1,5,2,0,0,0,0,0,1,6,1172,55,8,1,-2,1,-8,-17,5,63,2,0,101,9,29,60,22,89,285,442,3798083,4,0,0,0,-1,0,-28,-28,40,2,3
21,27717,-3,-5,3,-2,40,0,-5,-1,-2,0,1,5,2,0,0,0,0,0,1,6,1171,54,9,2,2,0,-7,-9,15,71,23,14,76,-9,38,53,9,89,285,482,3798084,4,0,0,0,-1,0,-28,-28,40,2,3
22,31655,-3,-5,1,-2,40,0,-4,-2,2,0,1,5,2,0,0,0,0,0,1,6,1170,55,9,2,1,-1,-7,-14,6,80,8,15,88,11,50,55,18,87,281,522,3798084,4,0,0,0,-1,0,-28,-28,40,2,3
23,35593,-2,-4,4,-2,40,0,-4,-1,4,0,1,5,2,0,0,0,0,0,1,6,1170,55,9,-1,2,0,-10,6,-2,70,-12,21,92,-29,47,53,12,90,321,523,3798085,4,0,0,0,-1,0,-28,-28,40,2,3
24,39530,-2,-4,2,-2,40,0,-2,1,1,0,1,5,2,0,0,0,0,0,1,6,1170,54,9,0,1,0,-6,-7,-2,70,24,15,102,28,45,53,14,89,361,523,3798085,4,0,0,0,-1,0,-28,-28,40,2,3
25,43467,-3,-5,3,-2,40,0,-5,0,5,0,1,5,2,0,0,0,0,0,1,6,1170,55,9,-1,1,1,-10,-5,-6,57,-14,18,74,-33,44,53,12,87,401,524,3798084,4,0,0,0,-1,0,-28,-28,40,2,3
26,47403,-4,-6,4,-2,40,0,-6,0,3,0,1,5,2,0,0,0,0,0,1,6,1169,56,10,-1,1,0,-8,-4,8,73,6,24,100,-5,39,54,12,87,403,564,3798084,4,0,0,0,-1,0,-28,-28,40,2,3
704,7627005,4,13,-3,0,0,0,4,0,-5,0,0,0,1,1,-3,1000,3,9,0,0,1177,135,-343,717,0,0,3,-1,-1,3,71,-4,2029,234,148,235,213,293,206,308,232,4,0,0,0,-1,0,-28,-28,40,2,3
705,7628973,5,13,-4,0,0,0,5,0,0,0,0,0,1,1,-3,1000,3,9,0,0,1177,134,-343,716,0,1,-1,-3,-16,5,57,-4,2037,227,148,236,212,290,246,308,233,4,0,0,0,-1,0,-28,-28,40,2,3
706,7630942,3,12,-3,0,0,0,0,-1,-4,0,0,0,1,1,-3,1000,3,9,0,0,1177,135,-343,715,1,-1,5,10,-8,-1,84,27,2014,218,148,233,214,293,286,307,234,4,0,0,0,-1,0,-3,-3,40,0,3
707,7632911,4,12,-7,0,0,0,5,-3,-6,0,0,0,1,1,-3,1000,3,9,0,0,1177,134,-343,719,1,0,5,-14,-3,9,81,-11,2024,271,148,235,214,291,326,307,234,4,0,0,0,-1,0,-3,-3,40,0,3
708,7634881,5,12,-5,0,0,0,6,-1,-1,0,0,0,1,1,-3,1000,3,9,0,0,1176,133,-344,720,-2,-1,5,-6,-16,2,84,-23,2019,258,127,234,214,287,325,347,233,4,0,0,0,-1,0,-3,-3,40,0,3
709,7636851,4,14,-4,0,0,0,4,3,-5,0,0,0,1,1,-3,1000,3,9,0,0,1175,132,-344,719,-1,0,5,-8,9,5,95,18,2028,279,121,233,214,287,328,387,233,4,0,0,0,-1,0,-3,-3,40,0,3
710,7638822,3,13,-6,0,0,0,4,-3,-5,0,0,0,1,1,-3,1000,3,9,0,0,1179,133,-344,720,1,0,4,-6,-2,-1,82,-14,2019,239,148,231,213,288,326,427,232,4,0,0,0,-1,0,-3,-3,40,0,3
711,7640794,2,12,-3,0,0,0,3,-1,-6,0,0,0,1,1,-3,1000,3,9,0,0,1179,134,-343,719,0,1,4,-11,8,5,94,19,2039,250,134,231,211,289,289,811,-3829017,4,0,0,0,-1,2,-4,-2,-3,80,0
712,7644734,3,14,-6,0,0,0,5,2,-10,0,0,0,1,1,-3,1000,3,9,0,0,1179,134,-344,722,0,0,6,-3,2,3,132,2,2060,285,136,231,209,287,329,811,-3829015,4,0,0,0,-1,2,-4,-2,-3,80,0
713,7648675,2,13,-5,0,0,0,2,-2,-4,0,0,0,1,1,-3,1000,3,9,0,0,1179,133,-343,719,0,-1,0,-7,-2,0,61,10,2021,228,135,231,212,287,369,810,-3829016,4,0,0,0,-1,2,-4,-2,-3,80,0
714,7652616,2,12,-2,0,0,0,1,-5,-7,0,0,0,1,1,-3,1000,3,9,0,0,1178,136,-343,720,-2,1,3,-4,3,-3,99,-9,2056,238,121,233,210,290,374,850,-3829007,4,0,0,0,-1,2,-4,-2,-3,80,0
715,7656540,2,11,-6,0,0,0,4,-5,-11,0,0,0,1,0,-3,1000,3,9,0,0,1177,135,-342,720,3,-1,2,-2,-11,-6,68,37,2025,233,173,230,212,289,371,890,-3828999,4,0,0,0,-1,2,-4,-2,-3,80,0
716,7660464,3,10,-5,0,0,0,5,-6,-4,0,0,0,1,0,-3,1000,3,9,0,0,1177,134,-342,717,0,-1,-1,-23,-8,-11,58,14,2061,219,147,232,207,287,411,891,-3829000,4,0,0,0,-1,2,-4,-2,-3,80,0
717,7664387,2,10,-3,0,0,0,2,-6,-7,0,0,0,1,0,-3,1000,3,9,0,0,1177,135,-342,715,1,-2,1,12,1,-4,79,46,2047,206,161,230,210,291,451,891,-3829000,4,0,0,0,-1,2,-4,-2,-3,80,0
718,7668310,2,10,-7,0,0,0,4,-9,-11,0,0,0,1,1,-3,1000,3,9,0,0,1177,135,-343,719,0,0,3,4,-1,-8,90,17,2042,255,153,231,210,288,491,892,-3828999,4,0,0,0,-1,2,-4,-2,-3,80,0
719,7672232,2,8,-5,0,0,0,4,-12,-5,0,0,0,1,1,-3,1000,3,9,0,0,1176,136,-343,720,-3,-2,3,3,-24,-16,94,-30,2044,210,131,234,211,288,490,855,-3828583,4,0,0,0,-1,2,-4,-2,-3,80,0
720,7678121,2,10,-3,0,0,0,3,-4,-9,0,0,0,1,1,-3,1000,3,9,0,0,1176,136,-344,720,0,-2,4,6,-9,-7,136,-5,2077,232,140,231,207,291,530,857,-3828582,4,0,0,0,-1,2,-4,-2,-3,80,0
721,7683980,10,30,-8,0,0,1,1,-4,31,-1,0,1,1,1,-3,1000,3,9,0,0,1172,136,-344,720,-1,-2,3,4,-17,-6,114,-17,2064,239,141,233,255,276,545,913,-3828587,4,0,0,0,-1,2,-4,-2,-3,80,0
722,7689839,11,30,-10,0,0,1,1,-7,35,-1,0,1,1,1,-3,1000,3,9,0,0,1170,134,-268,720,-1,0,2,6,-15,-2,121,-23,2073,235,142,254,231,277,547,910,-3828547,4,0,0,0,-1,2,-4,-2,-3,80,0
