loopIteration,time,axisP[0],axisP[1],axisP[2],axisI[0],axisI[1],axisI[2],axisD[0],axisD[1],axisD[2],axisF[0],axisF[1],axisF[2],rcCommand[0],rcCommand[1],rcCommand[2],rcCommand[3],setpoint[0],setpoint[1],setpoint[2],setpoint[3],vbatLatest,amperageLatest,baroAlt,rssi,gyroADC[0],gyroADC[1],gyroADC[2],gyroUnfilt[0],gyroUnfilt[1],gyroUnfilt[2],accSmooth[0],accSmooth[1],accSmooth[2],motor[0],motor[1],motor[2],motor[3],eRPM[0],eRPM[1],eRPM[2],eRPM[3],flightModeFlags,stateFlags,failsafePhase,rxSignalReceived,rxFlightChannelsValid,GPS_numSat,GPS_coord[0],GPS_coord[1],GPS_altitude,GPS_speed,GPS_ground_course
26,3942,1,6,35,0,1,-1,2,6,-8,-6,2,0,0,0,0,0,0,-1,2,-5,1668,0,1,61,48,0,-71,12,14,-36,76,39,-34,196,207,159,165,0,76,4,38,143,104,-27,1,20,,,,,,
27,5909,2,7,35,0,1,-1,6,9,0,-6,2,0,0,0,0,0,0,-1,2,-5,1669,-188,0,60,43,-3,-72,-11,40,-2,28,57,-21,223,224,161,163,-9,74,44,39,143,104,-27,1,20,,,,,,
28,7876,1,6,41,0,1,-1,5,6,0,-6,2,0,0,0,0,0,0,-1,2,-5,1668,-186,-1,61,40,-1,-69,7,9,-55,59,-7,9,222,193,168,163,-7,82,84,38,143,104,-27,1,20,,,,,,
29,9844,-1,7,32,0,1,-1,1,10,-10,-6,2,0,0,0,0,0,0,-1,2,-5,1667,-185,1,60,52,1,-72,2,44,-5,36,108,-34,173,237,152,167,-7,78,124,37,143,104,-27,1,20,,,,,,
30,11813,2,7,34,0,1,-1,8,10,1,-6,2,0,0,0,0,0,0,-1,2,-5,1667,-187,0,54,42,-1,-78,-1,26,-32,19,50,43,203,224,159,157,-9,118,124,38,143,104,-27,1,20,,,,,,
31,13783,0,4,40,0,1,-1,2,5,0,-6,2,0,0,0,0,0,0,-1,2,-5,1667,-186,1,49,52,3,-71,-18,0,-14,-9,134,3,163,234,153,166,-2,158,121,37,143,104,-27,1,20,,,,,,
32,15755,-1,4,30,0,1,-1,0,9,-10,-6,2,0,0,0,0,0,0,-1,2,-5,1668,-139,2,49,58,0,-74,-6,27,47,18,181,-12,145,282,146,164,2,155,84,101,143,104,-27,1,20,,,,,,
33,19696,1,5,35,0,1,-1,6,9,3,-6,2,0,0,0,0,0,0,-1,2,-5,1667,-144,0,49,47,-1,-70,-16,6,-27,-4,88,-4,188,223,157,163,-5,157,124,101,143,104,-27,1,20,,,,,,
52,2,-109,22,17,-50,8,-2,0,8,40,-1,-3,-2,4,0,-8,3,-5,0,0,0,1671,0,-1,4,2,1,-2,3,2,8,-7,33,-1,173,226,156,157,6,3,14,6,143,104,-27,1,20,,,,,,
53,3,-110,23,11,-50,8,-2,-4,9,26,-1,-3,-2,4,0,-8,3,-5,0,0,0,1671,1,0,14,4,1,12,5,-5,9,36,-3,-75,173,219,155,161,5,43,13,7,143,104,-27,1,20,,,,,,
54,14,-19,-12,3,-28,9,17,2,13,21,39,-2,-1,4,0,-8,3,-5,0,0,0,1676,5,9,14,3,1,5,4,-1,7,13,13,-38,173,208,179,157,-7,80,10,64,143,104,-27,1,20,,,,,,
55,25,-18,-12,11,-28,9,17,4,12,35,39,-2,-1,4,0,-8,3,-5,0,0,0,1676,4,8,3,6,0,-3,-5,-72,14,-66,5,-26,99,225,165,157,-3,120,9,64,143,104,-27,1,20,,,,,,
56,37,-20,-13,11,-28,9,17,-3,8,25,39,-2,-1,4,0,-8,3,-5,0,0,0,1677,-126,10,4,8,1,1,11,-39,73,-20,9,-11,86,216,172,154,3,122,49,64,143,104,-27,1,20,,,,,,
57,48,-17,-12,4,-28,9,17,4,13,23,39,-2,-1,4,0,-8,3,-5,0,0,0,1676,-124,9,4,14,-3,-1,0,-33,27,-57,90,-41,128,298,164,160,1,117,89,65,143,104,-27,1,20,,,,,,
58,58,-16,-13,13,-28,9,17,3,9,34,39,-2,-1,4,0,-8,3,-5,0,0,0,1676,-125,8,-7,14,-2,-8,-12,-79,48,-131,65,-5,36,268,165,159,7,157,90,63,143,104,-27,1,20,,,,,,
59,68,-18,-12,9,-28,9,17,0,9,22,39,-2,-1,4,0,-8,3,-5,0,0,0,1676,-124,9,1,13,-1,9,1,14,38,-77,54,-96,82,278,163,165,7,120,186,-4837022,143,104,-27,1,20,,,,,,
60,2047,-17,-10,6,-28,9,17,5,14,26,39,-2,-1,4,0,-8,3,-5,0,0,0,1676,-125,8,-1,11,-1,-6,-4,-46,53,-79,59,1,77,271,168,156,1,160,185,-4837021,143,104,-27,1,20,,,,,,
61,4027,-17,-12,14,-28,9,17,1,8,31,39,-2,-1,4,0,-8,3,-5,0,0,0,1674,-128,273,-1,13,-9,4,-1,-16,37,-57,62,-125,121,268,114,167,-2,160,193,-4836981,143,104,-27,1,20,,,,,,
62,6007,-19,-11,7,-28,9,17,0,11,20,39,-2,-1,4,0,-8,3,-5,0,0,0,1673,-125,275,0,22,-8,-1,6,-39,72,-77,110,-105,44,289,133,162,2,156,233,-4836982,143,104,-27,1,20,,,,,,
63,7988,-18,-10,9,-28,9,17,4,13,30,39,-2,-1,4,0,-8,3,-5,0,0,0,1673,-127,274,-5,18,-7,-10,15,-85,50,-76,86,-60,84,278,125,154,-1,196,232,-4836981,143,104,-27,1,20,,,,,,
64,9970,-21,-13,13,-28,9,17,-2,6,28,39,-2,-1,4,0,-8,3,-5,0,0,0,1673,-126,276,-8,22,-3,-1,-7,-27,67,-119,140,-117,38,290,126,162,5,236,232,-4836981,143,104,-27,1,20,,,,,,
65,11951,-21,-12,6,-28,9,17,0,13,21,39,-2,-1,4,0,-8,3,-5,0,0,0,1673,-126,275,0,15,-7,-1,21,-43,76,-7,88,-73,117,275,128,156,-1,276,233,-4836979,143,104,-27,1,20,,,,,,
66,13932,-22,-13,12,-28,9,17,0,10,32,39,-2,-1,4,0,-8,3,-5,0,0,0,1671,-130,287,0,17,-15,2,7,-44,64,-111,113,-169,77,292,70,163,-3,274,232,-4836939,143,104,-27,1,20,,,,,,
67,15914,-23,-15,12,-28,9,17,-3,6,24,39,-2,-1,4,0,-8,3,-5,0,0,0,1671,-130,288,3,16,-10,10,-9,4,65,-81,99,-174,94,283,97,165,1,237,360,15895,143,104,-27,1,20,,,,,,
68,19864,-23,-13,7,-28,9,17,0,14,23,39,-2,-1,4,0,-8,3,-5,0,0,0,1671,-130,287,4,15,-12,4,20,-34,54,-41,106,-128,112,278,87,160,-4,277,361,15897,143,104,-27,1,20,,,,,,
69,23813,-23,-16,14,-28,9,17,0,5,31,39,-2,-1,4,0,-8,3,-5,0,0,0,1671,-131,288,-5,15,-10,0,-4,-12,61,-169,111,-168,52,287,89,162,-1,317,362,15895,143,104,-27,1,20,,,,,,
70,27730,-46,-12,11,-28,7,15,5,45,30,39,-1,-5,4,0,-8,3,-5,0,0,0,1661,-131,288,-5,15,-11,1,11,-22,57,-98,107,-148,91,275,116,161,27,291,323,15898,143,104,-27,1,20,,,,,,
71,31648,-46,-10,5,-28,7,15,4,52,24,39,-1,-5,4,0,-8,3,-5,0,0,0,1661,-130,286,2,16,-11,-2,26,30,62,-40,87,-141,117,272,107,161,23,331,323,15899,143,104,-27,1,20,,,,,,
72,35565,-45,-11,9,-28,7,15,7,49,33,39,-1,-5,4,0,-8,3,-5,0,0,0,1661,-131,286,-4,12,-10,-4,20,-18,51,-125,97,-129,76,283,109,158,23,371,324,15899,143,104,-27,1,20,,,,,,
40,1,-91,16,-17,-36,2,-1,3,5,40,0,-2,-1,2,0,-4,5,-3,0,0,0,1671,0,-1,10,1,2,-1,4,2,5,-11,-14,4,201,227,171,191,10,7,4,8,143,104,-27,1,20,,,,,,
41,0,-91,18,-23,-36,2,-1,2,11,29,0,-2,-1,2,0,-4,5,-3,0,0,0,1671,0,-2,18,2,1,8,19,6,6,49,-39,-14,221,218,171,193,6,47,5,8,143,104,-27,1,20,,,,,,
42,-2,-89,19,-23,-36,2,-1,5,11,36,0,-2,-1,2,-1,-4,5,-3,0,0,0,1675,1,-2,16,-1,3,2,1,20,-28,31,-19,-5,247,228,169,193,1,44,45,9,143,104,-27,1,20,,,,,,
43,-5,-89,17,-18,-36,2,-1,4,5,37,0,-2,-1,2,-1,-4,5,-3,0,0,0,1675,0,0,11,-4,3,8,-25,47,-10,-28,-5,-27,212,230,167,198,6,7,205,4868592,143,104,-27,1,20,,,,,,
44,1960,-90,20,-24,-36,2,-1,2,12,29,0,-2,-1,2,-1,-4,5,-3,0,0,0,1675,0,-2,17,1,0,8,9,14,-26,66,-38,-15,244,220,170,197,1,47,205,4868593,143,104,-27,1,20,,,,,,
45,3926,-88,20,-23,-36,2,-1,7,11,37,0,-2,-1,2,-1,-4,5,-3,0,0,0,1675,0,-3,13,-2,3,-3,-10,12,-31,5,-21,22,236,231,168,188,1,87,205,4868593,143,104,-27,1,20,,,,,,
46,5891,-88,18,-18,-36,2,-1,6,8,35,0,-2,-1,2,-1,-4,5,-3,0,0,0,1675,-1,-2,10,-1,3,11,-10,-4,-35,-21,-9,-17,218,228,168,196,5,127,206,4868591,143,104,-27,1,20,,,,,,
47,7856,-89,21,-24,-36,2,-1,3,15,28,0,-2,-1,2,0,-4,5,-3,0,0,0,1675,0,-4,19,2,1,5,16,28,-15,104,-29,13,265,217,169,192,1,167,205,4868592,143,104,-27,1,20,,,,,,
48,9822,-87,22,-21,-36,2,-1,9,14,37,0,-2,-1,2,0,-4,5,-3,0,0,0,1674,-3,-5,19,-7,-4,9,-4,3,-12,36,-69,-2,269,211,174,192,-3,166,245,4868594,143,104,-27,1,20,,,,,,
49,11783,-89,21,-17,-36,2,-1,3,11,33,0,-2,-1,2,0,-4,5,-3,0,0,0,1678,-2,-4,20,-5,3,7,12,9,-57,59,-75,45,248,197,176,191,-3,169,285,4868597,143,104,-27,1,20,,,,,,
50,13743,-89,23,-25,-36,2,-1,3,17,27,0,-2,-1,2,0,-4,5,-3,0,0,0,1678,-1,-5,29,-4,1,7,15,71,-31,154,-95,28,316,195,180,193,-6,209,286,4868599,143,104,-27,1,20,,,,,,
51,15702,-88,21,-19,-36,2,-1,7,13,38,0,-2,-1,2,0,-4,5,-3,0,0,0,1678,-2,-5,21,-9,2,1,10,4,-41,18,-85,50,240,209,177,190,-5,172,478,-15733,143,104,-27,1,20,,,,,,
52,19630,-90,20,-16,-36,2,-1,0,12,34,0,-2,-1,2,0,-4,5,-3,0,0,0,1677,1,-4,22,-4,7,6,19,51,-74,97,-66,63,261,202,182,191,2,177,518,-15734,143,104,-27,1,20,,,,,,
53,23558,-87,20,-16,-36,2,-1,5,12,44,0,-2,-1,2,0,-4,5,-3,0,0,0,1677,0,-5,20,-6,2,-12,10,-24,-64,59,-75,99,272,211,180,186,-2,217,517,-15735,143,104,-27,1,20,36,-10,-2,4,9,80
54,27487,-87,19,-9,-36,2,-1,4,7,44,0,-2,-1,2,0,-4,5,-3,0,0,0,1675,1,65,20,-4,-3,-5,16,19,-74,146,-82,14,304,207,145,195,-4,219,521,-15695,143,104,-27,1,20,36,-10,-2,4,9,80
55,31417,-89,21,-17,-36,2,-1,-1,12,33,0,-2,-1,2,0,-4,5,-3,0,0,0,1674,3,67,18,6,3,-10,19,-6,-96,103,5,17,237,226,151,193,2,215,561,-15695,0,7,0,0,1,36,-10,-2,4,9,80
56,35346,-88,22,-14,-36,2,-1,6,14,45,0,-2,-1,2,0,-4,5,-3,0,0,0,1674,1,67,12,-2,0,-20,21,41,-94,103,-38,79,279,222,148,188,-2,255,562,-15695,0,7,0,0,1,36,-10,-2,4,9,80
57,39275,-90,20,-9,-36,2,-1,0,9,41,0,-2,-1,2,0,-4,5,-3,0,0,0,1674,3,68,9,4,3,-5,17,-22,-93,70,40,28,230,233,146,197,5,295,561,-15696,0,7,0,0,1,36,-10,-2,4,9,80
58,43205,-90,22,-18,-36,2,-1,1,16,34,0,-2,-1,2,0,-4,5,-3,0,0,0,1674,3,67,18,3,1,-13,32,33,-88,176,-38,43,307,222,152,196,2,335,561,-15694,0,7,0,0,1,36,-10,-2,4,9,80
448,9800161,5,27,-2,0,0,0,7,3,6,0,0,0,1,0,-3,1000,2,18,0,0,1664,276,-479,733,-2,0,-3,-5,0,-4,128,-2,2051,260,158,321,192,545,330,551,350,0,7,0,0,1,36,-10,-2,4,9,80
449,9802130,4,26,6,0,0,0,4,-2,11,0,0,0,1,0,-3,1000,2,18,0,0,1664,277,-479,728,4,-1,-5,-20,12,-10,85,32,2044,226,162,318,197,551,370,550,348,0,7,0,0,1,36,-10,-2,4,9,80
450,9804100,3,26,-2,0,0,0,3,-2,-2,0,0,0,1,0,-3,1000,2,18,0,0,1663,279,-477,729,13,-5,-4,1,9,36,87,58,2004,160,178,312,192,557,368,590,347,0,7,0,0,1,36,-10,-2,4,9,80
451,9806063,98,0,39,24,1,7,8,-2,-7,40,4,2,1,0,-3,1000,2,18,0,0,1668,282,-466,729,8,-3,-4,-9,9,11,84,44,2018,197,169,300,194,458,363,594,347,0,7,0,0,1,36,-10,-2,4,9,80
452,9808020,99,-2,47,24,1,7,8,-7,3,40,4,2,1,0,-3,1000,2,18,0,0,1668,280,-465,719,9,-3,-6,-23,-26,13,-21,58,2018,107,178,303,193,463,403,596,346,0,7,0,0,1,36,-10,-2,4,9,80
453,9809978,96,-2,43,24,1,7,2,-7,-7,40,4,2,1,0,-3,1000,2,18,0,0,1667,281,-463,720,15,2,-4,-11,-4,-2,30,79,2014,91,173,294,191,471,403,636,346,0,7,0,0,1,36,-10,-2,4,9,80
454,9811935,99,0,39,24,1,7,10,-2,-4,40,4,2,1,0,-3,1000,2,18,0,0,1665,282,-504,718,10,2,-12,-19,-20,17,49,86,2073,90,246,363,186,476,399,631,386,0,7,0,0,1,36,-10,-2,4,9,80
455,9813892,97,-2,47,24,1,7,6,-8,1,40,4,2,1,0,-3,1000,2,18,0,0,1665,283,-503,709,17,4,-5,-23,-77,4,-27,131,2043,34,211,325,193,484,439,630,386,0,7,0,0,1,36,-10,-2,4,9,80
456,9815850,96,-1,40,24,1,7,5,-4,-9,40,4,2,1,0,-3,1000,2,18,0,0,1665,283,-502,719,12,0,-3,0,24,16,60,68,2012,91,222,345,193,481,479,630,385,0,7,0,0,1,36,-10,-2,4,9,80
512,9831659,3,28,-5,0,0,0,3,6,0,0,0,0,1,0,-3,1000,2,18,0,0,1667,235,-479,734,0,-1,1,-3,0,-3,144,-40,2032,309,158,314,203,536,330,556,350,0,7,0,0,1,36,-10,-2,4,9,80
513,9833628,5,27,1,0,0,0,5,2,8,0,0,0,1,0,-3,1000,2,18,0,0,1667,234,-479,728,1,0,-4,-16,34,-1,66,-40,2024,266,165,310,203,539,370,555,347,0,7,0,0,1,36,-10,-2,4,9,80
514,9835598,4,26,-2,0,0,0,1,0,-2,0,0,0,1,0,-3,1000,2,18,0,0,1667,236,-478,735,0,0,12,-16,10,1,119,-45,1959,286,155,311,209,539,410,554,348,0,7,0,0,1,36,-10,-2,4,9,80
515,9837568,2,25,3,0,0,0,1,-2,8,0,0,0,1,0,-3,1000,2,18,0,0,1667,236,-479,728,0,3,-3,-15,-45,-10,34,-42,1999,220,167,309,204,538,450,553,350,0,7,0,0,1,118,-11,-8,0,9,80
14,5,0,8,40,1,-2,-1,1,0,-6,-2,-5,0,0,0,0,0,0,0,1,0,1665,2,6,15,28,-6,-9,21,-31,-3,0,-2,6,164,204,164,163,4,9,0,5,0,7,0,0,1,118,-11,-8,0,9,80
15,4,1,9,34,1,-2,-1,5,5,-8,-2,-5,0,0,0,0,0,0,0,1,0,1665,2,5,21,23,-8,-8,33,3,-2,77,-16,38,217,197,168,159,-1,49,1,7,0,7,0,0,1,118,-11,-8,0,9,80
16,3,1,8,41,1,-2,-1,5,2,1,-2,-5,0,0,0,0,0,0,0,1,0,1664,-1,4,22,16,-4,-5,21,-28,-53,38,-89,33,194,146,166,159,-4,53,41,6,0,7,0,0,1,118,-11,-8,0,9,80
47,11,-62,18,-26,-25,8,-2,5,5,40,1,-2,-1,-3,0,-4,1,-9,0,0,0,1671,0,0,2,1,5,-1,-1,6,-12,69,-10,3,185,124,185,181,3,8,0,80,0,7,0,0,1,118,-11,-8,0,9,80
576,9863157,3,28,-6,0,0,0,0,6,-5,0,0,0,1,0,-3,1000,2,18,0,0,1669,176,-479,735,0,-1,4,0,-1,0,129,-41,2028,325,158,296,210,528,322,554,346,0,7,0,0,1,118,-11,-8,0,9,80
577,9865125,3,28,-3,0,0,0,2,3,3,0,0,0,1,0,-3,1000,2,18,0,0,1668,172,-479,735,-5,-3,4,-6,-20,26,131,-89,2028,327,127,304,209,523,320,594,347,0,7,0,0,1,118,-11,-8,0,9,80
578,9867092,2,28,-8,0,0,0,0,4,-6,0,0,0,1,0,-3,1000,2,18,0,0,1667,175,-478,735,6,-4,3,8,0,74,132,-35,2000,282,155,293,209,530,316,634,349,0,7,0,0,1,5,-3,-2,40,0,0
579,9869057,5,28,-9,0,0,0,4,6,-1,0,0,0,1,0,-3,1000,2,18,0,0,1666,171,-479,734,-1,-2,1,-7,-8,-1,130,-32,2014,353,159,302,210,525,312,674,352,0,7,0,0,1,5,-3,-2,40,0,0
580,9871017,5,25,-3,0,0,0,3,-3,2,0,0,0,1,0,-3,1000,2,18,0,0,1666,170,-477,728,2,-3,1,-21,11,46,39,-13,1982,288,162,294,211,529,352,677,351,0,7,0,0,1,5,-3,-2,40,0,0
581,9872976,4,24,-9,0,0,0,-1,0,-7,0,0,0,1,0,-3,1000,2,18,0,0,1666,171,-477,736,-2,-2,10,6,44,28,153,-41,1968,340,149,299,207,525,392,678,350,0,7,0,0,1,5,-3,-2,40,0,0
582,9874927,5,20,-14,0,0,1,1,0,-6,0,5,-1,1,0,-3,1000,2,18,0,0,1666,171,-477,736,-1,-3,1,-6,26,24,104,-82,1967,308,155,336,214,533,393,676,348,0,7,0,0,1,5,-3,-2,40,0,0
583,9876879,6,18,-7,0,0,1,3,-6,3,0,5,-1,1,0,-3,1000,2,18,0,0,1666,170,-476,728,-2,1,0,-34,-5,26,26,-53,1965,279,156,315,210,538,433,676,348,0,7,0,0,1,5,-3,-2,40,0,0
584,9878830,4,17,-8,0,0,1,-2,-6,-6,0,5,-1,1,0,-3,1000,2,18,0,0,1666,171,-475,731,1,-1,9,-5,37,24,76,-67,1930,293,150,325,216,538,396,996,-4946980,0,7,0,0,1,5,-3,-2,40,0,0
585,9882750,4,18,-14,0,0,1,0,-2,-6,0,5,-1,1,0,-3,1000,2,18,0,0,1666,170,-476,732,-3,-1,-1,-20,36,29,95,-60,1975,317,148,324,209,534,436,995,-4946979,0,7,0,0,1,5,-3,-2,40,0,0
0,44,-12,5,0,-4,-2,40,1,1,0,9,0,2,-5,10,0,0,0,0,0,-2,1670,129,0,2,-10,0,2,-7,-8,-63,-6,-94,24,186,134,196,184,8,10,80,0,0,7,0,0,1,5,-3,-2,40,0,0
1,43,-14,5,-3,-4,-2,40,-4,2,-11,9,0,2,-5,10,0,0,0,0,0,-2,1669,131,1,3,-4,3,3,2,-9,-14,2,-66,11,134,134,189,183,12,10,120,1,72,3,-2,1,1,5,-3,-2,40,0,0
2,41,-14,5,-8,-4,-2,40,-2,5,-9,9,0,2,-5,10,0,0,0,0,0,-2,1669,131,0,7,-10,2,-4,12,-28,-40,56,-91,40,204,136,196,181,6,50,121,4,72,3,-2,1,1,5,-3,-2,40,0,0
3,38,-13,4,2,-4,-2,40,0,1,1,9,0,2,-5,10,0,0,0,0,0,-2,1669,129,1,-5,-4,3,-5,-7,-54,-25,-80,-58,50,117,142,190,178,11,90,122,3,72,3,-2,1,1,5,-3,-2,40,0,0
4,35,-16,3,-4,-4,-2,40,-6,1,-13,9,0,2,-5,10,0,0,0,0,0,-2,1668,132,3,-4,3,0,-5,16,-43,46,-4,-28,17,82,139,184,178,15,88,162,2,72,3,-2,1,1,5,-3,-2,40,0,0
5,33,-16,3,-7,-4,-2,40,-3,2,-7,9,0,2,-5,10,0,0,0,0,0,-2,1666,129,-91,-4,0,1,-7,4,-58,8,-91,-43,65,98,178,224,178,18,84,157,42,72,3,-2,1,1,5,-3,-2,40,0,0
6,30,-17,0,3,-4,-2,40,-5,-6,0,9,0,2,-5,10,0,0,0,0,0,-2,1670,130,-92,-3,-9,2,-5,7,-56,33,-43,-124,93,102,112,209,176,18,91,120,394,72,3,-2,1,1,5,-3,-2,40,0,0
7,1995,-18,1,-6,-4,-2,40,-8,-2,-15,9,0,2,-5,10,0,0,0,0,0,-2,1670,131,-93,7,-7,1,0,7,-9,14,-14,-139,28,121,138,218,185,15,131,121,396,53,104,-27,1,31,5,-3,-2,40,0,0
8,3959,-16,1,-5,-4,-2,40,-2,-2,-4,9,0,2,-5,10,0,0,0,0,0,-2,1670,129,-93,3,-6,0,-16,24,-94,16,-47,-131,110,134,129,216,174,11,171,122,396,53,104,-27,1,31,5,-3,-2,40,0,0
9,5923,-17,1,2,-4,-2,40,-6,-4,-3,9,0,2,-5,10,0,0,0,0,0,-2,1669,130,-92,3,-13,-1,-6,21,-79,57,-21,-170,121,142,94,224,176,15,180,162,395,53,104,-27,1,31,5,-3,-2,40,0,0
10,7888,-18,3,-7,-4,-2,40,-6,1,-15,9,0,2,-5,10,0,0,0,0,0,-2,1667,129,-163,4,-9,12,-11,19,-76,62,-37,-156,195,93,67,264,170,19,178,157,435,53,104,-27,1,31,5,-3,-2,40,0,0
11,9852,-16,4,-2,-4,-2,40,0,1,0,9,0,2,-5,10,0,0,0,0,0,-2,1667,127,-164,-6,-10,4,-26,24,-135,62,-81,-163,213,94,86,242,165,18,218,158,435,53,104,-27,1,31,5,-3,-2,40,0,0
12,11816,-19,3,1,-4,-2,40,-6,-3,-7,9,0,2,-5,10,0,0,0,0,0,-2,1667,129,-163,-6,-10,11,-5,-2,-44,50,-73,-120,169,71,82,249,169,25,258,157,434,53,104,-27,1,31,5,-3,-2,40,0,0
175,0,-8,0,2,-2,40,1,0,3,-7,0,4,7,-5,0,0,0,0,0,0,0,1670,7,1,3,-2,17,-43,6,81,-34,9,52,-7,170,172,164,210,1,6,2,5,53,104,-27,1,31,5,-3,-2,40,0,0
176,1,-8,-1,9,-2,40,1,2,-2,6,0,4,7,-5,0,0,0,0,0,0,0,1669,3,0,3,-12,18,-41,-7,71,-54,1,-41,-7,177,114,173,208,-3,11,-35,389,53,104,-27,1,31,5,-3,-2,40,0,0
177,1970,-11,-2,8,-2,40,1,-4,-4,-6,0,4,7,-5,0,0,0,0,0,0,0,1670,109,2,4,1,14,-40,15,87,24,21,27,-21,110,143,170,205,3,14,5,390,53,104,-27,1,31,5,-3,-2,40,0,0
178,3938,-10,0,4,-2,40,1,3,1,-3,0,4,7,-5,0,0,0,0,0,0,0,1670,108,0,6,-3,14,-50,39,36,-24,74,-29,41,198,126,178,200,-2,54,6,392,53,104,-27,1,31,5,-3,-2,40,0,0
179,5906,-10,-2,11,-2,40,1,1,-6,3,0,4,7,-5,0,0,0,0,0,0,0,1670,107,1,-2,-5,14,-44,-2,104,7,-46,15,-6,100,143,172,206,5,94,5,390,53,104,-27,1,31,5,-3,-2,40,0,0
180,7875,-11,-2,7,-2,40,1,-2,-4,-7,0,4,7,-5,0,0,0,0,0,0,0,1669,111,2,-1,3,15,-47,26,70,-40,20,21,-10,93,134,166,201,7,92,45,390,53,104,-27,1,31,5,-3,-2,40,0,0
181,9843,-8,-2,7,-2,40,1,4,-4,1,0,4,7,-5,0,0,0,0,0,0,0,1668,107,1,-2,-3,14,-45,-1,109,-13,-10,36,-10,156,173,167,204,-1,87,85,391,53,104,-27,1,31,5,-3,-2,40,0,0
182,11810,-9,-3,12,-2,40,1,0,-9,0,0,4,7,-5,0,0,0,0,0,0,0,1668,108,1,-6,-1,16,-40,-24,100,-26,-39,66,-23,91,159,163,208,6,127,86,390,53,104,-27,1,31,5,-3,-2,40,0,0
183,13779,-9,-1,7,-2,40,1,0,-3,-6,0,4,7,-5,0,0,0,0,0,0,0,1668,109,1,2,1,12,-41,14,50,-18,36,23,-32,154,158,167,206,2,167,82,391,53,104,-27,1,31,5,-3,-2,40,0,0
184,15749,-7,-1,10,-2,40,1,3,-4,2,0,4,7,-5,0,0,0,0,0,0,0,1668,108,0,-4,-3,14,-47,-11,123,-11,-25,44,15,113,156,164,203,1,130,498,-4994184,53,104,-27,1,31,5,-3,-2,40,0,0
185,19687,-10,-1,12,-2,40,1,-3,-7,-2,0,4,7,-5,0,0,0,0,0,0,0,1667,112,2,-4,2,12,-42,12,73,28,13,52,17,106,157,171,202,1,136,538,-4994183,53,104,-27,1,31,5,-3,-2,40,0,0
