loopIteration,time,axisP[0],axisP[1],axisP[2],axisI[0],axisI[1],axisI[2],axisD[0],axisD[1],axisF[0],axisF[1],axisF[2],rcCommand[0],rcCommand[1],rcCommand[2],rcCommand[3],setpoint[0],setpoint[1],setpoint[2],setpoint[3],vbatLatest,amperageLatest,baroAlt,rssi,gyroADC[0],gyroADC[1],gyroADC[2],gyroUnfilt[0],gyroUnfilt[1],gyroUnfilt[2],accSmooth[0],accSmooth[1],accSmooth[2],motor[0],motor[1],motor[2],motor[3],eRPM[0],eRPM[1],eRPM[2],eRPM[3],flightModeFlags,stateFlags,failsafePhase,rxSignalReceived,rxFlightChannelsValid,GPS_numSat,GPS_coord[0],GPS_coord[1],GPS_altitude,GPS_speed,GPS_ground_course
0,11072358,-3,21,2,0,0,0,-2,5,0,0,0,10,2,1,1000,-2,11,0,0,1230,158,-870,618,0,-1,-2,0,-1,-1,87,4,2011,277,184,264,158,360,244,336,226,,,,,,,,,,,
1,11074326,-4,21,2,0,0,0,-3,6,0,0,0,10,2,1,1000,-2,11,0,0,1229,154,-870,618,1,0,-2,3,-7,11,104,9,2015,277,184,258,155,354,246,376,226,3,7,0,1,1,23,126911760,126911760,9295,5,1491
2,11076294,-3,19,0,0,0,0,-2,1,0,0,0,10,2,2,1000,-2,11,0,0,1229,154,-869,620,0,0,-5,6,-4,26,58,-13,1975,277,190,263,159,353,286,376,225,3,7,0,1,1,23,126911760,126911760,9295,5,1491
3,11078263,-3,20,2,0,0,0,-2,1,0,0,0,10,2,2,1000,-2,11,0,0,1229,154,-870,617,0,0,-6,6,-19,-7,91,9,2013,277,188,261,158,353,326,375,227,3,7,0,1,1,23,126911760,126911760,9295,5,1491
4,11080231,-3,16,2,0,0,0,-2,-3,0,0,0,10,2,2,1000,-2,11,0,0,1229,153,-868,617,-1,1,0,-22,-8,5,23,-4,1957,277,190,262,159,352,366,377,226,3,7,0,1,1,23,126911760,126911760,9295,5,1491
5,11082198,-4,18,-1,0,0,0,-5,6,0,0,0,9,2,9,1000,-2,11,0,0,1228,156,-868,616,2,1,-5,-10,16,21,98,75,1990,316,189,254,158,349,365,417,226,3,7,0,1,1,23,126911760,126911760,9295,5,1491
6,11084165,-4,17,1,0,0,0,-5,2,0,0,0,9,2,9,1000,-2,11,0,0,1227,151,-867,615,-3,0,0,-19,17,-8,53,44,1985,310,189,258,157,348,365,457,226,3,7,0,1,1,23,126911760,126911760,9295,5,1491
7,11086132,-3,13,1,0,0,0,-2,-8,0,0,0,9,2,8,1000,-2,11,0,0,1231,152,-868,618,1,-1,0,-12,-18,-15,47,-44,1966,241,189,265,158,352,365,497,226,3,7,0,1,1,23,126911760,126911760,9295,5,1491
8,11088099,-4,16,0,0,0,0,-6,2,0,0,0,9,2,8,1000,-2,11,1,0,1231,153,-869,619,-1,-2,-2,-3,29,-14,117,13,2015,275,182,261,153,352,328,529,-5551698,3,7,0,1,1,23,126911760,126911760,9295,5,1491
9,11092035,-3,18,1,0,0,0,-4,4,0,0,0,9,2,8,1000,-2,11,1,0,1231,152,-870,619,-1,0,2,3,7,5,88,-22,2005,258,181,261,150,353,368,528,-5551698,3,7,0,1,1,23,126911760,126911760,9295,5,1491
10,11095971,-3,16,1,0,0,0,-3,-4,0,0,0,9,2,8,1000,-2,11,1,0,1231,152,-869,620,0,0,-1,-1,0,-11,32,-17,1943,266,187,263,160,353,408,528,-5551697,3,7,0,1,1,23,126911760,126911760,9295,5,1491
11,61,6,5,1,2,0,40,0,-1,1,2,0,-2,4,0,0,0,0,0,-1,1226,0,1,5,0,0,-4,-11,-9,-7,17,11,17,163,164,163,163,0,80,0,0,3,7,0,1,1,23,126911760,126911760,9295,5,1491
12,61,6,4,0,2,0,40,1,0,1,2,0,-3,4,0,0,0,0,0,-1,1226,0,1,6,0,1,2,-16,13,12,20,10,26,163,160,162,158,0,120,0,0,3,7,0,1,1,23,126911760,126911760,9295,5,1491
13,61,6,5,-3,2,0,40,0,1,1,2,0,-3,4,0,0,0,0,0,-1,1226,0,0,9,0,-2,-4,-16,27,18,41,1,25,163,163,165,162,0,160,1,-1,3,7,0,1,1,23,126911760,126911760,9295,5,1491
14,59,5,6,1,2,0,40,0,-1,1,2,0,-3,4,0,0,0,0,0,-1,1226,1,0,5,0,1,-3,-4,-43,-19,39,29,37,163,164,162,162,0,200,2,1,3,7,0,1,1,23,126911760,126911760,9295,5,1491
15,57,6,3,0,2,0,40,2,-7,1,2,0,-3,4,0,0,0,0,0,-1,1225,3,-1,7,2,0,-2,-5,-37,4,29,-62,15,113,163,167,162,1,200,42,2,3,7,0,1,1,23,126911760,126911760,9295,5,1491
16,54,5,8,-2,2,0,40,-1,5,1,2,0,-3,4,0,0,0,0,0,-1,1225,4,-3,10,2,-3,-4,-8,12,17,118,-17,80,138,156,166,158,1,163,106,-5567667,3,7,0,1,1,23,126911760,126911760,9295,5,1491
17,2019,5,8,0,2,0,40,-1,2,1,2,0,-3,4,0,0,0,0,0,-1,1225,5,-3,8,1,0,-1,8,-25,16,61,-31,39,125,158,164,159,0,203,106,-5567667,3,7,0,1,1,23,126911760,126911760,9295,5,1491
18,3984,7,7,0,2,0,40,3,-5,1,2,0,-3,4,0,0,0,0,0,-1,1227,-4,-4,10,2,-1,-1,0,-29,-15,58,-104,39,79,162,173,159,5,203,146,-5567667,3,7,0,1,1,23,126911760,126911760,9295,5,1491
19,5949,6,9,0,2,0,40,0,4,1,2,0,-3,4,0,0,0,0,0,-1,1226,1,-3,10,0,0,-1,2,-11,-4,57,-21,56,131,158,166,160,3,203,186,-5567667,3,2,0,0,1,23,126911760,126911760,9295,5,1491
20,7915,6,10,0,2,0,40,1,5,1,2,0,-3,4,0,0,0,0,0,-1,1225,-3,-3,9,2,0,-2,6,-17,29,81,-32,46,134,160,165,158,-2,203,226,-5567668,3,2,0,0,1,23,126911760,126911760,9295,5,1491
21,9881,6,10,-2,2,0,40,1,2,1,2,0,-3,4,0,0,0,0,0,-1,1225,-3,-2,11,1,-1,-4,-10,-11,13,43,-40,25,138,164,167,164,-2,243,226,-5567668,3,2,0,0,1,23,126911760,126911760,9295,5,1491
22,11847,6,9,2,2,0,40,0,-1,1,2,0,-3,4,0,0,0,0,0,-1,1225,-3,-2,7,0,0,-6,1,-64,-3,47,-18,28,133,164,165,162,-2,283,226,-5567668,3,2,0,0,1,17,126911759,126911755,-3,10,2
23,13813,6,8,1,2,0,40,0,0,1,2,0,-3,4,0,0,0,0,0,-1,1225,-3,-1,9,0,0,-1,-6,-11,9,38,-30,20,135,162,164,163,-2,323,226,-5567668,3,2,0,0,1,17,126911759,126911755,-3,10,2
24,15802,-9,17,1,2,1,39,1,-2,1,42,0,-3,4,0,0,5,0,0,-1,1224,4,-1,9,0,0,-3,-3,-38,3,40,-22,24,131,162,166,198,28,379,219,-5567633,3,2,0,0,1,17,126911759,126911755,-3,10,2
192,11166827,-4,23,-2,0,0,0,-1,10,0,0,0,10,2,2,1000,-2,11,0,0,1229,117,-879,621,0,-2,0,1,-2,-3,87,58,2078,305,168,278,158,354,244,333,225,3,2,0,0,1,17,126911759,126911755,-3,10,2
193,11168794,-3,21,0,0,0,0,0,4,0,0,0,10,2,2,1000,-2,11,0,0,1228,114,-879,622,-2,-3,2,3,3,-17,83,19,2080,283,168,283,157,354,244,373,226,3,2,0,0,1,23,126911759,126911760,9295,1,1491
194,11170762,-3,18,0,0,0,0,1,-1,0,0,0,10,2,2,1000,-2,11,0,0,1228,113,-876,623,-2,0,0,-23,-37,-45,18,35,2021,294,174,278,161,354,284,372,225,3,2,0,0,1,23,126911759,126911760,9295,1,1491
195,11172730,-4,21,-1,0,0,0,-2,10,0,0,0,10,2,2,1000,-2,11,0,0,1228,113,-878,623,-1,-5,2,5,3,-8,137,42,2115,288,163,279,152,354,324,372,224,3,2,0,0,1,23,126911759,126911760,9295,1,1491
196,11174698,-3,20,-1,0,0,0,0,6,0,0,0,10,2,2,1000,-2,11,0,0,1227,107,-877,622,0,-2,2,-8,0,3,96,41,2062,295,168,278,156,352,325,412,224,3,2,0,0,1,23,126911759,126911760,9295,1,1491
197,11176666,-2,19,-2,0,0,0,2,0,0,0,0,10,2,2,1000,-2,11,0,0,1222,109,-876,621,2,-3,1,0,-1,-42,95,25,2028,280,126,293,159,354,332,412,264,3,2,0,0,1,23,126911759,126911760,9295,1,1491
198,11178634,-3,19,0,0,0,0,-1,4,0,0,0,10,2,2,1000,-2,11,0,0,1222,110,-876,618,1,-1,1,23,-36,-46,120,54,2065,279,145,285,154,354,372,413,263,69,45,0,0,0,23,126911759,126911760,9295,1,1491
199,11180601,-3,20,-1,0,0,0,-1,5,0,0,0,10,2,2,1000,-2,11,0,0,1224,101,-876,617,3,-1,-1,15,-24,-3,129,59,2046,290,135,284,155,352,373,453,263,69,45,0,0,0,23,126911759,126911760,9295,1,1491
200,11182568,-2,22,-3,0,0,0,0,7,0,0,0,10,2,2,1000,-2,11,0,0,1224,101,-877,619,2,-1,-2,22,-13,-11,136,35,2063,286,142,287,155,351,336,581,5599421,69,45,0,0,0,23,126911759,126911760,9295,1,1491
201,11186503,-2,17,0,0,0,0,0,-2,0,0,0,10,2,2,1000,-2,11,0,0,1222,100,-889,619,4,-4,-2,21,-20,-6,93,17,2009,302,103,284,159,350,339,581,5599461,69,45,0,0,0,23,126911759,126911760,9295,1,1491
202,11190438,-1,14,-1,0,0,0,0,-4,0,0,0,10,3,2,1000,-2,11,0,0,1221,104,-890,622,4,-1,-3,25,-38,-24,99,-19,2028,258,122,286,156,352,339,621,5599461,69,45,0,0,0,23,126911759,126911760,9295,1,1491
203,11194373,-2,17,-2,0,0,0,-3,6,0,0,0,10,3,2,1000,-2,11,0,0,1221,105,-892,623,6,-4,-4,59,1,14,194,15,2082,280,103,286,151,352,379,621,5599461,69,45,0,0,0,23,126911759,126911760,9295,1,1491
204,11198308,-2,16,-2,0,0,0,-1,-1,0,0,0,10,3,2,1000,-2,11,0,0,1221,105,-893,622,4,0,-3,39,-5,16,120,-8,2040,269,116,286,153,352,419,621,5599462,69,45,0,0,0,23,126911759,126911760,9295,1,1491
205,11202244,0,12,-2,0,0,0,1,-8,0,0,0,10,3,2,1000,-2,11,0,0,1221,104,-890,622,4,-1,-4,16,-27,-17,77,-5,2005,287,115,287,159,352,459,620,5599462,69,45,0,0,0,23,126911759,126911760,9295,1,1491
206,11206180,-2,15,-1,0,0,0,-5,2,0,0,0,10,3,2,1000,-2,11,0,0,1219,107,-937,623,2,-1,-2,26,-17,37,97,2,2106,306,169,278,147,350,453,620,5599502,69,45,0,0,0,23,126911759,126911760,9295,1,1491
207,11210116,-2,15,-2,0,0,0,-3,0,0,0,0,10,3,2,1000,-2,11,0,0,1219,108,-938,624,2,-1,0,16,4,36,98,-5,2064,296,141,282,151,351,493,620,5599503,69,45,0,0,0,23,126911759,126911760,9295,1,1491
320,11229805,-2,18,-1,0,0,0,3,-4,0,0,0,10,1,2,1000,-2,11,0,0,1230,88,-888,623,-1,0,-1,-1,0,-4,74,23,2052,217,158,216,163,369,247,343,226,69,45,0,0,0,14,10,10,0,80,0
321,11231773,-3,19,2,0,0,0,1,-2,0,0,0,10,1,2,1000,-2,11,0,0,1230,89,-888,621,0,2,0,5,-8,-13,87,41,2066,212,158,215,162,369,287,343,226,69,45,0,0,0,14,10,10,0,80,0
322,11233742,-3,19,0,0,0,0,2,-2,0,0,0,10,1,2,1000,-2,11,0,0,1229,88,-888,622,4,1,-1,8,-11,-13,78,23,2052,205,158,210,160,368,288,383,225,69,45,0,0,0,14,10,10,0,80,0
323,11235711,-4,23,-2,0,0,0,0,6,0,0,0,10,1,2,1000,-2,11,0,0,1227,87,-859,623,-1,2,0,3,-13,20,113,67,2136,213,200,212,156,369,285,383,265,69,45,0,0,0,14,10,10,0,80,0
324,11237680,-3,18,1,0,0,0,4,-4,0,0,0,10,1,2,1000,-2,11,0,0,1227,86,-858,619,0,4,-1,-18,-37,-26,25,37,2064,209,185,211,162,369,325,383,266,69,45,0,0,0,14,10,10,0,80,0
325,11239649,-3,15,0,0,0,0,4,-7,0,0,0,10,1,2,1000,-2,11,0,0,1227,85,-855,622,0,3,3,-39,-33,-33,20,53,2057,221,197,211,164,369,365,385,265,69,45,0,0,0,14,10,10,0,80,0
326,11241614,-4,19,-1,0,0,0,0,4,0,0,0,10,1,2,1000,-2,11,0,0,1227,85,-858,622,2,0,-3,10,-17,13,133,63,2136,210,181,210,157,370,405,387,264,69,45,0,0,0,14,10,10,0,80,0
327,11243579,-3,19,-1,0,0,0,4,-2,0,0,0,10,1,2,1000,-2,11,0,0,1226,79,-857,621,1,0,3,-11,-26,-14,87,34,2086,207,189,213,160,370,405,427,264,69,45,0,0,0,14,10,10,0,80,0
328,11245545,-3,17,-2,0,0,0,5,-7,0,0,0,10,1,2,1000,-2,11,0,0,1224,84,-763,620,3,0,-2,0,-24,-24,111,23,2048,197,131,216,167,373,410,426,227,69,45,0,0,0,14,10,10,0,80,0
329,11249479,-3,18,0,0,0,0,2,0,0,0,0,10,1,2,1000,-2,11,0,0,1224,84,-763,619,4,0,2,7,-29,-18,140,49,2102,202,153,211,160,373,450,426,227,69,45,0,0,0,14,10,10,0,80,0
330,11253413,-3,18,-2,0,0,0,2,-1,0,0,0,10,1,2,1000,-2,11,0,0,1224,84,-763,622,2,-1,5,8,-13,-6,133,31,2079,199,139,213,162,373,490,426,226,69,45,0,0,0,14,10,10,0,80,0
331,11257347,-3,19,-3,0,0,0,3,-1,0,0,0,10,1,2,1000,-2,11,0,0,1224,84,-764,622,4,0,-1,14,-12,-5,137,28,2084,200,149,213,165,373,530,426,227,69,45,0,0,0,14,10,10,0,80,0
332,11261281,-3,17,1,0,0,0,4,-5,0,0,0,10,1,2,1000,-2,11,0,0,1224,84,-764,619,2,2,4,0,-50,-35,100,41,2068,199,148,213,163,372,570,426,228,69,45,0,0,0,14,10,10,0,80,0
333,11265215,-2,16,-1,0,0,0,4,-3,0,0,0,10,1,2,1000,-2,11,0,0,1225,-33,-765,620,7,1,0,10,-47,12,122,19,2062,186,151,210,164,371,570,466,229,69,45,0,0,0,14,10,10,0,80,0
334,11269148,-4,20,-2,0,0,0,1,7,0,0,0,10,1,2,1000,-2,11,0,0,1225,-32,-768,620,5,-2,-2,42,-33,16,219,54,2131,191,143,210,157,371,610,466,230,69,45,0,0,0,14,10,10,0,80,0
335,11273081,-3,19,0,0,0,0,6,-2,0,0,0,10,1,2,1000,-2,11,0,0,1225,-33,-767,618,6,4,1,11,-71,0,102,18,2069,188,152,212,164,371,650,466,230,69,45,0,0,0,23,74,77,9295,3,1491
49,87,-103,-9,-82,0,7,0,6,0,40,0,1,-1,-1,0,0,-2,0,0,0,1232,0,-1,12,-1,3,2,1,0,-2,-27,2,-33,259,250,212,261,10,4,10,0,69,45,0,0,0,23,74,77,9295,3,1491
448,11292784,-3,17,0,0,0,0,0,-4,0,0,0,10,1,2,1000,-2,11,0,0,1231,94,-879,623,0,1,0,1,0,-3,58,15,2010,219,171,207,158,366,245,342,225,69,45,0,0,0,23,74,77,9295,3,1491
449,11294752,-3,21,0,0,0,0,-2,6,0,0,0,10,1,2,1000,-2,11,0,0,1230,91,-879,621,0,1,-3,4,22,14,87,79,2019,276,171,198,157,359,245,382,225,69,45,0,0,0,23,74,77,9295,3,1491
450,11296720,-3,19,-2,0,0,0,0,0,0,0,0,10,1,2,1000,-2,11,0,0,1231,161,-879,621,2,0,1,3,11,2,79,23,2005,224,171,206,158,361,245,422,225,69,45,0,0,0,23,74,77,9295,3,1491
451,11298689,-2,18,-1,0,0,0,1,-4,0,0,0,10,1,2,1000,-2,11,0,0,1231,161,-878,619,1,0,-6,-17,-9,-5,40,43,1980,250,175,203,162,361,285,421,225,69,45,0,0,0,23,74,77,9295,3,1491
452,11300658,-2,18,1,0,0,0,0,-1,0,0,0,10,1,2,1000,-2,11,0,0,1231,161,-878,618,2,0,2,1,-10,1,75,52,2011,237,169,203,156,361,325,421,225,69,45,0,0,0,23,74,77,9295,3,1491
453,11302627,-2,19,-2,0,0,0,0,1,0,0,0,10,1,2,1000,-2,11,0,0,1230,159,-878,618,5,0,-4,-7,-10,46,87,70,1985,251,172,199,160,360,325,461,225,69,45,0,0,0,23,74,77,9295,3,1491
454,11304596,-2,20,-1,0,0,0,0,3,0,0,0,10,1,2,1000,-2,11,0,0,1229,157,-877,616,1,-1,-2,-6,0,20,93,85,2002,259,170,202,158,360,325,501,225,69,45,0,0,0,23,74,77,9295,3,1491
455,11306565,-2,15,1,0,0,0,1,-6,0,0,0,10,1,2,1000,-2,11,0,0,1229,157,-874,613,3,3,-3,-6,-57,-17,19,82,1949,255,176,199,162,360,365,502,225,69,45,0,0,0,23,74,77,9295,3,1491
456,11308532,-1,14,-2,0,0,0,1,-4,0,0,0,10,1,2,1000,-2,11,0,0,1229,156,-873,616,2,-1,-1,-24,0,19,47,67,1962,257,172,200,160,360,328,758,-5661912,69,45,0,0,0,23,74,77,9295,3,1491
457,11312467,-2,17,-2,0,0,0,0,4,0,0,0,10,1,2,1000,-2,11,0,0,1229,157,-874,614,2,1,-3,14,-9,22,86,84,1998,256,167,198,155,360,368,759,-5661911,69,45,0,0,0,23,74,77,9295,3,1491
458,11316401,-1,14,-2,0,0,0,3,-6,0,0,0,10,1,2,1000,-2,11,0,0,1228,152,-875,614,2,-1,1,-4,-20,-7,39,13,1963,220,172,205,159,363,368,799,-5661911,69,45,0,0,0,23,74,77,9295,3,1491
459,11320335,-2,13,-1,0,0,0,1,-7,0,0,0,10,1,2,1000,-2,11,0,0,1228,153,-873,613,1,0,-3,-7,-42,-21,33,56,1945,235,173,201,161,362,408,799,-5661912,69,45,0,0,0,23,74,77,9295,3,1491
460,11324269,-2,16,-1,0,0,0,0,2,0,0,0,10,1,2,1000,-2,11,0,0,1228,153,-875,613,2,-1,3,17,-6,9,105,48,2015,227,165,200,152,362,448,799,-5661912,69,45,0,0,0,23,74,77,9295,3,1491
461,11328203,-1,16,-3,0,0,0,2,-1,0,0,0,10,1,2,1000,-2,11,0,0,1230,135,-875,612,3,0,0,5,-35,17,81,39,1957,219,169,205,158,364,448,839,-5661912,69,45,0,0,0,23,74,77,9295,3,1491
462,11332138,-2,16,-2,0,0,0,1,-4,0,0,0,10,1,2,1000,-2,11,0,0,1229,136,-875,612,0,0,0,7,-14,-6,84,28,1989,205,165,207,156,369,448,879,-5661913,69,45,0,0,0,23,74,77,9295,3,1491
463,11336073,-2,15,0,0,0,0,1,-5,0,0,0,10,1,2,1000,-2,11,0,0,1228,137,-875,613,-1,-1,3,7,-15,-33,48,13,1987,208,167,205,155,368,448,919,-5661913,69,45,0,0,0,23,74,77,9295,3,1491
464,11340008,-2,16,-3,0,0,0,0,-3,0,0,0,10,1,2,1000,-2,11,0,0,1228,137,-876,617,-1,-3,4,-11,25,0,86,10,1993,206,162,208,153,368,411,1207,-11339795,69,45,0,0,0,23,74,77,9295,3,1491
465,11345913,-2,18,-3,0,0,0,0,2,0,0,0,9,1,2,1000,-2,11,0,0,1228,137,-877,616,-2,-1,1,14,15,-6,93,9,2017,207,161,206,153,368,451,1203,-11339794,69,45,0,0,0,23,74,77,9295,3,1491
466,11351820,-2,14,-1,0,0,0,3,-10,0,0,0,9,1,2,1000,-2,11,0,0,1228,137,-875,614,-2,2,2,-31,-22,-38,7,6,1956,206,166,206,157,368,491,1204,-11339792,69,45,0,0,0,23,74,77,9295,3,1491
467,11357725,-3,13,-3,0,0,0,1,-9,0,0,0,9,1,2,1000,-2,11,0,0,1227,142,-876,616,-1,2,-1,-9,-8,-37,37,-5,1985,177,163,207,154,369,490,1168,-11339792,69,45,0,0,0,23,74,77,9295,3,1491
468,11363632,-5,17,-3,0,0,0,-4,1,0,0,0,9,1,2,1000,-2,11,0,0,1227,144,-877,615,0,-1,-2,22,8,-18,113,31,2022,191,156,204,151,369,530,1168,-11339793,69,45,0,0,0,23,74,77,9295,3,1491
469,11369537,-5,20,-4,0,0,0,-2,4,0,0,0,10,1,2,1000,-2,11,0,0,1227,144,-880,616,-1,0,2,4,28,-1,116,8,2050,184,158,204,149,369,570,1169,-11339791,69,45,0,0,0,23,74,77,9295,3,1491
470,11375442,-3,16,-6,0,0,0,1,-7,0,0,0,10,1,2,1000,-2,11,0,0,1226,146,-881,618,2,-2,1,12,-3,-21,104,-60,2021,131,181,212,152,376,571,1209,-11339791,69,45,0,0,0,23,74,77,9295,3,1491
471,11381347,-4,14,-3,0,0,0,-2,-6,0,0,0,10,1,2,1000,-2,11,0,0,1227,4,-880,620,-4,1,0,7,46,-38,92,-34,2055,146,153,205,149,376,572,1249,-11339791,69,45,0,0,0,23,74,77,9295,3,1491
472,11387252,-5,15,-5,0,0,0,-2,-3,0,0,0,10,1,2,1000,-2,11,0,0,1227,4,-881,623,-1,-2,6,15,25,-23,139,-47,2070,138,159,206,144,378,612,1250,-11339792,69,45,0,0,0,23,74,77,9295,3,1491
640,11387252,-3,21,-5,0,0,0,0,5,0,0,0,11,1,2,1000,-2,11,0,0,1227,105,-897,622,0,-1,5,1,-2,2,107,48,2059,277,158,244,164,354,246,336,228,69,45,0,0,0,23,74,77,9295,3,1491
641,11389221,-3,22,-2,0,0,0,1,5,0,0,0,11,1,2,1000,-2,11,0,0,1227,105,-898,617,-1,-1,-1,-1,-10,-6,101,48,2069,272,160,246,165,353,286,335,227,69,45,0,0,0,23,74,77,9295,3,1491
642,11391190,-1,18,0,0,0,0,2,-2,0,0,0,11,1,2,1000,-2,11,0,0,1229,96,-899,619,-2,-2,5,3,-35,-42,72,-17,2070,237,159,250,162,354,286,375,227,69,45,0,0,0,23,74,77,9295,3,1491
643,11393159,-3,20,-4,0,0,0,-2,2,0,0,0,11,1,2,1000,-2,11,0,0,1229,97,-899,623,0,-4,3,10,-2,-20,123,17,2071,254,155,248,163,354,326,375,225,69,45,0,0,0,23,74,77,9295,3,1491
644,11395128,-3,25,-2,0,0,0,-3,10,0,0,0,11,1,2,1000,-2,11,0,0,1228,95,-898,620,-3,-3,4,4,13,-8,135,82,2085,317,157,242,161,350,326,415,225,69,45,0,0,0,23,74,77,9295,3,1491
645,11397097,-1,20,-1,0,0,0,1,-3,0,0,0,11,1,2,1000,-2,11,0,0,1228,93,-895,619,-2,0,6,-34,-3,-34,27,22,2017,287,163,246,165,350,366,416,225,69,45,0,0,0,23,74,77,9295,3,1491
646,11399065,-1,19,-2,0,0,0,-1,-2,0,0,0,11,1,2,1000,-2,11,0,0,1228,93,-893,620,-1,-2,2,-19,-6,-40,60,52,2012,300,161,243,164,350,406,416,223,37,83,-3,1,21,23,74,77,9295,3,1491
647,11401033,-1,21,0,0,0,0,-3,5,0,0,0,11,1,2,1000,-2,11,0,0,1228,94,-895,618,-1,-3,7,-3,-1,-16,130,69,2092,291,155,242,156,352,446,416,222,37,83,-3,1,21,23,74,77,9295,3,1491
648,11403001,0,20,-4,0,0,0,1,-2,0,0,0,11,1,2,1000,-2,11,0,0,1228,93,-895,622,-2,-2,6,-8,12,-15,49,22,2010,295,163,245,162,352,409,768,5709593,37,83,-3,1,21,23,74,77,9295,3,1491
649,11407018,-37,-53,-24,-3,-2,-4,2,-126,169,-114,40,11,1,32,1000,-2,11,0,0,1228,94,-895,622,-1,-2,6,-6,9,-15,89,41,2052,293,154,227,142,335,401,768,5709594,37,83,-3,1,21,23,74,77,9295,3,1491
650,11411035,-37,-54,-19,-3,-2,-4,1,-126,169,-114,40,11,1,32,1000,-2,11,0,0,1228,94,-894,617,-1,-1,5,-21,-21,-47,61,48,2044,289,158,235,152,335,441,768,5709594,37,83,-3,1,21,23,74,77,9295,3,1491
651,11415052,-36,-54,-22,-3,-2,-4,2,-125,169,-114,40,11,1,32,1000,-2,11,0,0,1227,93,-894,618,3,-2,4,-8,-16,-18,96,44,2040,286,156,226,146,334,442,808,5709594,37,83,-3,1,21,23,74,77,9295,3,1491
652,11419069,-37,-51,-23,-3,-2,-4,0,-118,169,-114,40,11,1,32,1000,-2,11,0,0,1226,92,-893,617,2,0,2,-19,17,-11,112,112,2050,318,157,226,149,334,441,848,5709595,37,83,-3,1,21,23,74,77,9295,3,1491
653,11423085,-36,-52,-20,-3,-2,-4,4,-125,169,-114,40,11,1,32,1000,-2,11,0,0,1226,91,-894,613,1,2,3,-32,-29,-41,52,66,2037,302,162,227,150,334,481,848,5709596,37,83,-3,1,21,23,74,77,9295,3,1491
215,23,-77,0,6,1,5,0,40,0,1,-2,-2,0,1,-2,0,0,0,0,0,1232,-1,3,6,0,0,3,-23,2,-19,-50,-6,-41,176,180,177,178,1,80,0,1,37,83,-3,1,21,23,74,77,9295,3,1491
216,23,-79,4,5,1,5,0,35,11,1,-2,-2,0,1,-2,0,0,0,0,0,1232,0,0,6,1,-5,2,7,18,17,53,20,25,172,172,176,172,1,120,0,0,37,83,-3,1,21,23,74,77,9295,3,1491
217,23,-79,3,6,1,5,0,38,7,1,-2,-2,0,1,-2,0,0,0,1,0,1231,-5,1,5,0,-2,5,-5,22,-11,-2,0,-11,179,176,178,174,1,120,40,0,37,83,-3,1,21,23,74,77,9295,3,1491
768,11450231,-2,17,0,0,0,0,3,-9,0,0,0,11,1,23,1000,-2,11,1,0,1230,64,-906,622,-1,1,1,0,1,-1,55,7,2026,186,158,189,161,369,245,342,226,37,83,-3,1,21,23,74,77,9295,3,1491
769,11452199,-2,15,1,0,0,0,2,-9,0,0,1,11,1,23,1000,-2,11,1,0,1230,64,-905,620,-1,0,-1,-6,-5,-24,51,12,2028,183,158,190,164,369,285,342,225,37,83,-3,1,21,23,74,77,9295,3,1491
770,11454168,-3,15,2,0,0,0,0,-5,0,0,2,11,1,23,1000,-2,11,1,0,1229,62,-905,619,-1,0,-1,1,25,-2,71,63,2055,234,158,181,160,364,286,382,224,37,83,-3,1,21,23,74,77,9295,3,1491
771,11456137,-3,15,0,0,0,0,1,-6,0,0,2,11,1,23,1000,-2,11,1,0,1227,60,-717,619,-2,3,0,-3,8,-6,74,63,2041,195,150,185,163,366,290,382,264,37,83,-3,1,21,23,74,77,9295,3,1491
772,11458106,-4,14,3,0,0,0,1,-10,0,0,1,12,1,23,1000,-2,11,1,0,1227,60,-717,615,-2,2,-3,-1,-19,-24,51,70,2039,214,159,187,168,366,330,382,265,37,83,-3,1,21,23,74,77,9295,3,1491
773,11460075,-3,11,4,0,0,0,2,-13,0,0,0,12,1,23,1000,-2,11,1,0,1227,59,-715,616,-2,3,2,-21,-2,-31,16,59,2010,204,154,187,168,366,370,382,265,12,35,0,0,0,23,74,77,9295,3,1491
774,11462044,-5,12,2,0,0,0,-1,-8,0,0,0,12,1,23,1000,-2,11,2,0,1227,60,-715,618,0,-2,-1,-5,25,8,89,68,2045,209,148,189,165,366,410,382,265,12,35,0,0,0,23,74,77,9295,3,1491
775,11464014,-5,14,4,0,0,0,-1,-8,0,0,0,12,1,23,1000,-2,11,2,0,1226,55,-714,616,-2,-1,1,-13,30,-35,53,96,2032,241,151,188,166,364,410,422,264,12,35,0,0,0,23,74,77,9295,3,1491
