loopIteration,time,axisP[0],axisP[1],axisP[2],axisI[0],axisI[1],axisI[2],axisD[0],axisD[1],axisF[0],axisF[1],axisF[2],rcCommand[0],rcCommand[1],rcCommand[2],rcCommand[3],setpoint[0],setpoint[1],setpoint[2],setpoint[3],vbatLatest,amperageLatest,baroAlt,rssi,gyroADC[0],gyroADC[1],gyroADC[2],gyroUnfilt[0],gyroUnfilt[1],gyroUnfilt[2],accSmooth[0],accSmooth[1],accSmooth[2],motor[0],motor[1],motor[2],motor[3],eRPM[0],eRPM[1],eRPM[2],eRPM[3],flightModeFlags,stateFlags,failsafePhase,rxSignalReceived,rxFlightChannelsValid,GPS_numSat,GPS_coord[0],GPS_coord[1],GPS_altitude,GPS_speed,GPS_ground_course
0,9396922,-4,20,4,0,0,0,-1,0,0,0,0,11,1,2,1000,-3,14,0,0,1184,94,-412,618,0,0,-3,1,1,-3,96,13,2039,256,195,248,158,360,237,333,219,,,,,,,,,,,
1,9398890,-4,20,2,0,0,0,0,1,0,0,0,11,1,2,1000,-3,14,0,0,1182,93,-359,618,0,3,-4,0,6,-7,109,17,2037,246,193,248,157,360,234,333,259,3,0,0,1,1,,,,,,
2,9400857,-4,19,0,0,0,0,0,0,0,0,0,11,1,2,1000,-3,14,0,0,1182,93,-359,620,-1,1,-4,-3,21,7,99,0,2019,251,195,250,157,360,274,333,259,3,0,0,1,1,,,,,,
3,9402824,-3,18,3,0,0,0,2,-1,0,0,0,11,1,2,1000,-3,14,0,0,1182,93,-359,615,-1,2,-6,14,-5,3,90,13,2041,248,194,248,155,359,314,334,260,3,0,0,1,1,,,,,,
4,9404790,-4,17,2,0,0,0,0,-3,0,0,0,11,1,2,1000,-3,14,0,0,1182,92,-358,619,0,2,0,-21,6,6,83,12,2018,249,194,249,156,359,354,334,259,3,0,0,1,1,,,,,,
5,9406756,-5,18,-1,0,0,0,-1,2,0,0,0,11,1,2,1000,-3,14,0,0,1181,93,-357,618,2,2,-4,-5,9,15,89,49,2027,255,194,245,156,358,353,374,260,3,0,0,1,1,,,,,,
6,9408721,-5,18,2,0,0,0,2,2,0,0,0,11,1,2,1000,-3,14,0,0,1179,90,-304,618,0,-1,-3,-14,5,39,74,13,2014,249,216,247,158,359,352,374,300,3,0,0,1,1,,,,,,
7,9410687,-5,17,0,0,0,0,0,-2,0,0,0,11,1,2,1000,-3,14,0,0,1179,90,-304,620,2,2,-2,-30,4,37,54,27,1985,252,208,246,162,359,392,373,299,3,0,0,1,1,,,,,,
8,9412653,-6,18,1,0,0,0,-2,1,0,0,0,11,1,2,1000,-3,14,0,0,1179,91,-303,618,2,1,-6,-20,2,40,92,41,2008,250,209,246,161,359,355,405,-4713909,3,0,0,1,1,,,,,,
9,9416587,-5,19,2,0,0,0,1,4,0,0,0,11,1,2,1000,-3,14,0,0,1179,91,-303,619,2,2,0,-18,1,39,74,25,2013,251,207,247,158,359,395,405,-4713909,3,0,0,1,1,,,,,,
