loopIteration,time,axisP[0],axisP[1],axisP[2],axisI[0],axisI[1],axisI[2],axisD[0],axisD[1],axisF[0],axisF[1],axisF[2],rcCommand[0],rcCommand[1],rcCommand[2],rcCommand[3],setpoint[0],setpoint[1],setpoint[2],setpoint[3],vbatLatest,amperageLatest,baroAlt,rssi,gyroADC[0],gyroADC[1],gyroADC[2],gyroUnfilt[0],gyroUnfilt[1],gyroUnfilt[2],accSmooth[0],accSmooth[1],accSmooth[2],motor[0],motor[1],motor[2],motor[3],eRPM[0],eRPM[1],eRPM[2],eRPM[3],flightModeFlags,stateFlags,failsafePhase,rxSignalReceived,rxFlightChannelsValid,GPS_numSat,GPS_coord[0],GPS_coord[1],GPS_altitude,GPS_speed,GPS_ground_course
0,11611460,8,17,-3,0,0,0,-2,3,0,0,0,11,1,1,1000,5,12,0,0,1181,100,-730,646,1,0,1,0,-1,-1,95,-22,2037,240,148,252,184,305,198,350,250,,,,,,,,,,,
1,11613428,9,18,0,0,0,0,3,4,0,0,0,11,1,1,1000,5,12,0,0,1180,99,-731,645,-2,-2,1,-1,-2,-14,93,-26,2037,269,159,252,183,304,199,390,251,3,0,0,1,1,,,,,,
2,11615395,9,17,-1,0,0,0,1,0,0,0,0,11,1,1,1000,5,12,0,0,1180,99,-730,646,2,-1,3,-15,-9,-7,58,-24,1993,238,156,252,186,305,239,390,250,3,0,0,1,1,,,,,,
3,11617363,9,17,-2,0,0,0,3,2,0,0,0,11,1,1,1000,5,12,0,0,1180,100,-730,648,1,0,2,6,5,-8,97,-25,2024,258,155,252,183,306,279,389,250,3,0,0,1,1,,,,,,
4,11619331,10,17,-1,0,0,0,5,1,0,0,0,11,1,1,1000,5,12,0,0,1180,100,-730,647,0,1,2,2,-5,-10,82,-24,2038,266,154,252,180,304,319,390,250,3,0,0,1,1,,,,,,
5,11621298,9,17,-1,0,0,0,0,2,0,0,0,11,1,1,1000,5,12,0,0,1175,99,-731,647,0,1,3,3,-1,-13,98,-22,2033,262,130,226,183,305,321,393,290,3,0,0,1,1,,,,,,
6,11623266,9,18,-1,0,0,0,2,3,0,0,0,11,1,1,1000,5,12,0,0,1174,98,-730,646,0,0,2,3,4,-23,101,-14,2035,277,143,239,181,306,322,433,289,3,0,0,1,1,,,,,,
7,11625234,10,16,-1,0,0,0,3,-3,0,0,0,11,1,1,1000,5,12,0,0,1174,97,-728,647,0,2,2,-22,0,-9,66,-18,2023,296,137,232,180,304,362,434,288,3,0,0,1,1,,,,,,
8,11627201,9,16,1,0,0,0,-1,0,0,0,0,11,1,1,1000,5,12,0,0,1174,98,-728,646,1,-1,-1,-9,-1,-16,94,-16,2016,254,139,235,181,307,325,466,-5821189,3,0,0,1,1,,,,,,
9,11631137,10,17,1,0,0,0,3,1,0,0,0,11,1,1,1000,5,12,0,0,1174,97,-729,648,-1,2,3,0,8,-19,91,-17,2043,294,137,233,177,308,365,465,-5821188,3,0,0,1,1,,,,,,
10,11635074,9,17,-1,0,0,0,2,-3,0,0,0,11,1,1,1000,5,12,0,0,1173,95,-729,648,1,0,1,-6,-15,-10,91,-23,2029,255,153,237,179,310,361,505,-5821189,3,0,0,1,1,,,,,,
11,11639011,9,17,3,0,0,0,2,-3,0,0,0,11,1,1,1000,5,12,0,0,1173,95,-729,644,-1,0,0,-3,-25,-22,72,-20,2033,257,148,235,180,312,401,505,-5821189,3,0,0,1,1,,,,,,
12,11642949,10,17,1,0,0,0,3,-2,0,0,0,11,1,1,1000,5,12,0,0,1173,94,-729,647,1,1,4,-8,-19,-12,86,-21,2047,270,148,236,177,313,441,504,-5821189,3,0,0,1,1,,,,,,
13,11646887,9,18,0,0,0,0,1,-1,0,0,0,11,1,1,1000,5,12,0,0,1174,76,-729,647,1,1,2,-9,-16,-12,88,-1,2040,249,140,233,178,314,441,544,-5821188,3,0,0,1,1,,,,,,
14,11650824,10,18,3,0,0,0,6,-2,0,0,0,11,1,1,1000,5,12,0,0,1174,76,-730,645,0,0,6,6,-17,-25,74,-11,2064,268,145,233,177,314,481,544,-5821187,3,0,0,1,1,,,,,,
15,11654764,10,17,1,0,0,0,4,-5,0,0,0,11,1,1,1000,5,12,0,0,1173,77,-730,645,2,1,5,-1,-27,-17,79,-17,2052,236,147,234,178,315,479,584,-5821192,3,0,0,1,1,,,,,,
16,11658706,10,16,2,0,0,0,3,-5,0,0,0,11,1,1,1000,5,12,0,0,1173,77,-729,643,2,0,1,6,-35,-28,76,-14,2050,241,146,233,179,317,442,648,-11658416,3,0,0,1,1,,,,,,
17,11664616,10,15,4,0,0,0,4,-9,0,0,0,11,1,1,1000,5,12,0,0,1173,76,-728,644,2,1,8,-8,-18,-18,49,-15,2036,239,146,233,178,318,482,648,-11658417,3,0,0,1,1,,,,,,
18,11670527,10,16,0,0,0,0,3,-7,0,0,0,11,1,1,1000,5,12,0,0,1174,6,-728,644,5,0,2,-1,-31,-8,73,16,2043,238,156,231,179,318,481,688,-11658418,3,0,0,1,1,,,,,,
19,11676438,10,17,3,0,0,0,3,-7,0,0,0,11,1,1,1000,5,12,0,0,1173,5,-728,643,0,-1,6,-7,-6,-29,58,11,2039,257,143,233,178,318,481,728,-11658417,3,0,0,1,1,,,,,,
0,9,-5,2,0,0,2,40,-1,0,-1,1,0,-2,-5,0,0,0,0,0,-1,1180,0,0,0,1,1,3,-9,-3,4,-42,0,-32,69,72,69,73,4,80,0,3,3,0,0,1,1,,,,,,
