loopIteration,time,axisP[0],axisP[1],axisP[2],axisI[0],axisI[1],axisI[2],axisD[0],axisD[1],axisF[0],axisF[1],axisF[2],rcCommand[0],rcCommand[1],rcCommand[2],rcCommand[3],setpoint[0],setpoint[1],setpoint[2],setpoint[3],vbatLatest,amperageLatest,baroAlt,rssi,gyroADC[0],gyroADC[1],gyroADC[2],gyroUnfilt[0],gyroUnfilt[1],gyroUnfilt[2],accSmooth[0],accSmooth[1],accSmooth[2],motor[0],motor[1],motor[2],motor[3],eRPM[0],eRPM[1],eRPM[2],eRPM[3],flightModeFlags,stateFlags,failsafePhase,rxSignalReceived,rxFlightChannelsValid,GPS_numSat,GPS_coord[0],GPS_coord[1],GPS_altitude,GPS_speed,GPS_ground_course
0,7180451,3,17,1,0,0,0,3,-1,0,0,0,11,1,1,1000,1,11,0,0,1163,141,-238,675,-1,0,1,1,1,4,92,-10,2046,212,158,240,176,316,215,319,229,,,,,,,,,,,
1,7182420,3,16,-2,0,0,0,2,-4,0,0,0,11,1,1,1000,1,11,0,0,1163,141,-238,677,-1,0,1,-16,0,0,88,-10,2027,221,159,240,179,314,255,319,228,3,0,0,1,1,,,,,,
2,7184387,2,17,0,0,0,0,0,1,0,0,0,11,1,1,1000,1,11,0,0,1165,123,-237,677,-5,-1,0,-11,4,4,96,11,2044,224,138,238,176,313,255,359,230,3,0,0,1,1,,,,,,
3,7186353,4,17,-1,0,0,0,3,0,0,0,0,11,1,1,1000,1,11,0,0,1165,121,-238,678,-4,-1,4,-3,4,3,85,-10,2056,231,148,239,173,313,295,359,230,3,0,0,1,1,,,,,,
4,7188319,4,16,-3,0,0,0,1,-4,0,0,0,11,1,1,1000,1,11,0,0,1165,121,-238,681,-4,-1,1,-21,8,3,82,0,2021,239,145,238,176,311,335,360,229,3,0,0,1,1,,,,,,
5,7190284,3,17,0,0,0,0,0,-2,0,0,0,11,1,2,1000,1,11,0,0,1165,121,-238,676,-4,-2,-4,-1,-2,14,88,5,2045,214,146,238,176,313,375,360,230,3,0,0,1,1,,,,,,
6,7192250,3,16,-2,0,0,0,3,-4,0,0,0,11,1,2,1000,1,11,0,0,1165,121,-238,680,-6,1,4,-8,-2,3,69,-9,2033,232,146,238,175,312,415,359,231,3,0,0,1,1,,,,,,
7,7194216,2,17,-4,0,0,0,1,-2,0,0,0,11,1,2,1000,1,11,0,0,1165,121,-238,682,-4,0,-1,-20,6,9,95,-2,2032,230,147,239,176,310,455,360,230,3,0,0,1,1,,,,,,
8,7196181,2,18,0,0,0,0,1,-1,0,0,0,11,1,2,1000,1,11,0,0,1165,122,-239,678,-5,-2,-1,5,3,2,93,7,2054,221,146,238,174,311,418,392,3606202,3,0,0,1,1,,,,,,
9,7200115,3,18,-2,0,0,0,4,-3,0,0,0,11,1,2,1000,1,11,0,0,1164,124,-240,678,-1,-2,-1,-3,1,12,103,-10,2037,221,164,241,175,311,417,432,3606201,3,0,0,1,1,,,,,,
10,7204049,1,16,-2,0,0,0,1,-4,0,0,0,11,1,2,1000,1,11,0,0,1162,125,-258,679,-1,-3,0,2,-2,7,95,-5,2032,221,116,226,172,312,418,430,3606241,3,0,0,1,1,,,,,,
11,7207996,30,0,-4,0,0,1,-1,-2,40,-1,0,17,1,2,1000,1,11,0,0,1163,128,-258,679,-1,-2,0,0,1,7,97,-7,2033,222,146,234,165,348,431,478,3606237,3,0,0,1,1,,,,,,
12,7211946,31,-1,-4,0,0,1,2,-4,40,-1,0,17,1,2,1000,1,11,0,0,1162,127,-259,679,1,-1,0,5,10,0,94,-26,2017,221,131,230,168,345,431,518,3606232,3,0,0,1,1,,,,,,
13,7215898,31,-2,-7,0,0,1,1,-8,40,-1,0,17,1,2,1000,1,11,0,0,1162,127,-258,682,0,-1,-1,-26,17,0,89,-16,1999,234,140,233,168,344,471,518,3606232,3,0,0,1,1,,,,,,
14,7219851,30,-2,-3,0,0,1,0,-6,40,-1,0,17,1,2,1000,1,11,0,0,1162,127,-258,676,0,-1,-5,-1,5,5,93,-13,2018,210,135,231,167,345,511,517,3606233,3,0,0,1,1,,,,,,
15,7223804,31,-1,-5,0,0,1,3,-5,40,-1,0,17,1,2,1000,1,11,0,0,1164,118,-258,676,3,-2,-2,-8,2,-5,94,-12,2001,238,148,232,166,344,511,557,3606233,3,0,0,1,1,,,,,,
16,7227758,30,-1,-7,0,0,1,1,-5,40,-1,0,17,1,2,1000,1,11,0,0,1163,117,-258,676,2,0,-2,-6,-6,10,90,-5,2009,209,145,230,167,345,510,597,3606232,3,0,0,1,1,,,,,,
128,7243437,1,18,2,0,0,0,-3,3,0,0,0,11,1,2,1000,1,11,0,0,1164,70,-265,675,1,-1,-3,-1,-1,-3,67,-9,2050,246,174,245,158,313,215,320,229,3,0,0,1,1,,,,,,
129,7245406,2,17,3,0,0,0,1,2,0,0,0,11,1,2,1000,1,11,0,0,1164,69,-265,676,1,0,-1,13,-12,-10,41,-25,2046,246,174,244,156,313,255,319,230,3,0,0,1,1,,,,,,
130,7247375,1,17,1,0,0,0,-1,-1,0,0,0,11,1,2,1000,1,11,0,0,1163,70,-265,677,4,0,-2,8,-19,-6,46,-22,2048,223,185,245,158,315,253,359,231,3,0,0,1,1,,,,,,
131,7249343,2,19,4,0,0,0,-2,4,0,0,0,11,1,2,1000,1,11,0,0,1163,70,-266,673,3,0,-4,8,-11,-3,60,-17,2067,219,176,243,157,317,293,359,230,3,0,0,1,1,,,,,,
132,7251308,1,19,1,0,0,-2,38,5,1,0,-1,11,1,2,1000,1,11,0,0,1163,70,-266,673,4,141,-3,7,-13,-5,53,-14,2073,230,191,240,146,327,298,358,230,3,0,0,1,1,,,,,,
133,7253272,2,18,-3,0,0,-2,40,1,1,0,-1,11,1,2,1000,1,11,0,0,1162,68,-267,674,7,69,-2,10,-9,5,69,-27,2062,212,208,243,152,329,296,398,230,3,0,0,1,1,,,,,,
134,7255237,1,19,-1,0,0,-2,37,2,1,0,-1,11,1,2,1000,1,11,0,0,1161,70,-267,674,2,105,-2,4,-19,2,54,-25,2067,199,177,242,149,331,296,438,229,3,0,0,1,1,,,,,,
135,7257202,1,19,1,0,0,-2,39,4,1,0,-1,11,1,2,1000,1,11,0,0,1161,70,-267,671,4,86,-1,17,-24,-1,59,-20,2087,203,192,242,148,333,336,438,231,3,0,0,1,1,,,,,,
136,7259168,0,18,-3,0,0,-2,38,2,1,0,-1,11,1,2,1000,1,11,0,0,1161,70,-267,675,3,95,1,4,-26,3,58,-29,2064,215,184,244,149,332,376,437,231,3,0,0,1,1,,,,,,
192,7274931,1,17,-2,0,0,0,-3,0,0,0,0,11,1,2,1000,1,11,0,0,1165,211,-265,675,0,0,-1,1,-1,-4,67,0,2047,229,158,216,158,313,216,322,228,3,0,0,1,1,,,,,,
193,7276899,2,17,2,0,0,0,-1,2,0,0,0,11,1,2,1000,1,11,0,0,1166,188,-265,675,-2,-1,0,1,15,-7,66,-1,2053,249,158,216,158,313,217,362,228,3,0,0,1,1,,,,,,
194,7278867,3,17,0,0,0,0,1,1,0,0,0,11,1,2,1000,1,11,0,0,1166,187,-265,679,-2,2,4,-1,1,0,64,-3,2060,262,160,216,157,311,257,363,227,3,0,0,1,1,,,,,,
195,7280834,3,18,0,0,0,0,-1,2,0,0,0,11,1,2,1000,1,11,0,0,1166,187,-264,677,-1,-1,-2,-21,8,-4,66,-2,2035,240,157,216,157,311,297,363,226,3,0,0,1,1,,,,,,
196,7282802,3,20,2,0,0,0,1,5,0,0,0,11,1,2,1000,1,11,0,0,1166,187,-265,675,-1,-2,2,-1,8,0,83,5,2083,247,156,216,155,312,337,364,227,3,0,0,1,1,,,,,,
197,7284766,4,20,-2,0,0,0,4,3,0,0,0,11,1,2,1000,1,11,0,0,1166,186,-265,680,-2,0,4,-7,7,8,72,-6,2059,275,157,218,157,311,377,367,227,3,0,0,1,1,,,,,,
198,7286729,3,20,0,0,0,0,1,4,0,0,0,11,1,2,1000,1,11,0,0,1167,115,-264,681,-5,0,5,-9,1,7,71,-9,2071,238,134,218,156,313,377,407,227,3,0,0,1,1,,,,,,
199,7288693,4,21,2,0,0,0,4,6,0,0,0,11,1,2,1000,1,11,0,0,1167,115,-264,679,-3,0,5,-1,-3,7,71,-2,2093,250,144,218,153,315,417,406,228,3,0,0,1,1,,,,,,
200,7290658,3,21,-3,0,0,0,3,4,0,0,0,11,1,2,1000,1,11,0,0,1167,115,-264,685,-3,0,10,-5,0,10,77,-11,2069,263,139,219,156,314,380,534,3653440,3,0,0,1,1,,,,,,
145,25,-51,157,-109,162,-115,40,1968,-1,1,2,0,-1,2,0,0,0,0,0,0,1165,0,-4,1,-2,-3,-3,11,4,7,0,9,-15,158,158,157,158,80,0,0,2,3,0,0,1,1,,,,,,
146,25,-49,157,-107,162,-115,40,1971,-2,1,2,0,-1,2,0,0,0,0,0,0,1165,0,-5,-1,-3,-4,-1,23,-6,2,-17,4,3,159,159,156,156,80,40,1,2,3,0,0,1,1,,,,,,
147,24,-50,156,-110,162,-115,40,1968,-5,1,2,0,-1,2,0,0,0,0,0,0,1166,41,-5,-1,2,-2,-2,18,-17,-2,-3,1,-6,125,164,155,158,82,38,41,2,3,0,0,1,1,,,,,,
148,22,-50,157,-108,162,-115,40,1969,-2,1,2,0,-1,2,0,0,0,0,0,0,1166,41,-6,-3,-1,-5,1,26,-14,-4,13,14,42,142,160,155,154,84,78,41,3,3,0,0,1,1,0,0,1,0,80,2
